article_id,title,source,date,url,file_path,query_family,query_id,rule_candidate,oil_role,final_label,confidence,reason,evidence_phrase,edible_oil_terms,adulteration_action_terms,negative_terms,llm_label,llm_confidence,llm_reason,llm_model,query_used,crawl_priority
3240,Indonesia to lift ban on palm oil exports from 23rd May,newindianexpress.com,2022-05-19,https://www.newindianexpress.com/world/2022/may/19/indonesia-to-lift-ban-on-palm-oil-exports-from-23rd-may-2455510.html,,title_only,title_oils_enforcement,False,adjacent_or_unclear,irrelevant,0.85,Business/price/import context with no adulteration or enforcement signal.,Indonesia to lift ban on palm oil exports from 23rd May https://www.newindianexpress.com/world/2022/may/19/indonesia-to-lift-ban-on-palm-oil-exports-from-23rd-may-2455510.html,palm oil,,oil exports,,,,,"((article_title:""edible oil"" OR article_title:""cooking oil"" OR article_title:""vegetable oil"" OR article_title:""refined oil"" OR article_title:""loose oil"" OR article_title:""loose edible oil"" OR article_title:""mustard oil"" OR article_title:""palm oil"" OR article_title:""soybean oil"" OR article_title:""sunflower oil"" OR article_title:""groundnut oil"" OR article_title:""coconut oil"" OR article_title:""rice bran oil"" OR article_title:""cottonseed oil"" OR article_title:""sesame oil"" OR article_title:""olive oil"" OR article_title:""rapeseed-mustard oil"") AND (article_title:FSSAI OR article_title:FDA OR article_title:FSDA OR article_title:""food safety"" OR article_title:""food safety department"" OR article_title:""food safety officer"" OR article_title:raid* OR article_title:seiz* OR article_title:""sample collected"" OR article_title:""samples collected"" OR article_title:""samples sent"" OR article_title:""lab test"" OR article_title:""quality test"" OR article_title:prosecut* OR article_title:penal* OR article_title:fine OR article_title:ban* OR article_title:""license suspended"" OR article_title:""licence suspended"" OR article_title:""shop sealed"" OR article_title:warehouse OR article_title:godown OR article_title:arrest* OR article_title:crackdown OR article_title:inspection) AND language:en) AND NOT (ghee OR vanaspati)",medium
3241,"Indonesia to lift palm oil export ban, likely giving India 'big relief'",business-standard.com,2022-05-19,https://www.business-standard.com/article/economy-policy/indonesia-to-lift-palm-oil-export-ban-likely-giving-india-big-relief-122051901378_1.html,,title_only,title_oils_enforcement,False,adjacent_or_unclear,irrelevant,0.7,Edible-oil term appears without an adulteration/enforcement signal.,"Indonesia to lift palm oil export ban, likely giving India 'big relief' https://www.business-standard.com/article/economy-policy/indonesia-to-lift-palm-oil-export-ban",palm oil,,,,,,,"((article_title:""edible oil"" OR article_title:""cooking oil"" OR article_title:""vegetable oil"" OR article_title:""refined oil"" OR article_title:""loose oil"" OR article_title:""loose edible oil"" OR article_title:""mustard oil"" OR article_title:""palm oil"" OR article_title:""soybean oil"" OR article_title:""sunflower oil"" OR article_title:""groundnut oil"" OR article_title:""coconut oil"" OR article_title:""rice bran oil"" OR article_title:""cottonseed oil"" OR article_title:""sesame oil"" OR article_title:""olive oil"" OR article_title:""rapeseed-mustard oil"") AND (article_title:FSSAI OR article_title:FDA OR article_title:FSDA OR article_title:""food safety"" OR article_title:""food safety department"" OR article_title:""food safety officer"" OR article_title:raid* OR article_title:seiz* OR article_title:""sample collected"" OR article_title:""samples collected"" OR article_title:""samples sent"" OR article_title:""lab test"" OR article_title:""quality test"" OR article_title:prosecut* OR article_title:penal* OR article_title:fine OR article_title:ban* OR article_title:""license suspended"" OR article_title:""licence suspended"" OR article_title:""shop sealed"" OR article_title:warehouse OR article_title:godown OR article_title:arrest* OR article_title:crackdown OR article_title:inspection) AND language:en) AND NOT (ghee OR vanaspati)",medium
3279,Indonesia To Lift Palm Oil Export Ban From Monday,businessworld.in,2022-05-19,https://www.businessworld.in/article/Indonesia-To-Lift-Palm-Oil-Export-Ban-From-Monday-/19-05-2022-429479,,title_only,title_oils_enforcement,False,adjacent_or_unclear,irrelevant,0.7,Edible-oil term appears without an adulteration/enforcement signal.,Indonesia To Lift Palm Oil Export Ban From Monday https://www.businessworld.in/article/Indonesia-To-Lift-Palm-Oil-Export-Ban-From-Monday-/19-05-2022-429479,palm oil,,,,,,,"((article_title:""edible oil"" OR article_title:""cooking oil"" OR article_title:""vegetable oil"" OR article_title:""refined oil"" OR article_title:""loose oil"" OR article_title:""loose edible oil"" OR article_title:""mustard oil"" OR article_title:""palm oil"" OR article_title:""soybean oil"" OR article_title:""sunflower oil"" OR article_title:""groundnut oil"" OR article_title:""coconut oil"" OR article_title:""rice bran oil"" OR article_title:""cottonseed oil"" OR article_title:""sesame oil"" OR article_title:""olive oil"" OR article_title:""rapeseed-mustard oil"") AND (article_title:FSSAI OR article_title:FDA OR article_title:FSDA OR article_title:""food safety"" OR article_title:""food safety department"" OR article_title:""food safety officer"" OR article_title:raid* OR article_title:seiz* OR article_title:""sample collected"" OR article_title:""samples collected"" OR article_title:""samples sent"" OR article_title:""lab test"" OR article_title:""quality test"" OR article_title:prosecut* OR article_title:penal* OR article_title:fine OR article_title:ban* OR article_title:""license suspended"" OR article_title:""licence suspended"" OR article_title:""shop sealed"" OR article_title:warehouse OR article_title:godown OR article_title:arrest* OR article_title:crackdown OR article_title:inspection) AND language:en) AND NOT (ghee OR vanaspati)",medium
680,"Seeds, fertilizers, pesticides worth about ₹80 lakh seized in vigilance raids",thehindu.com,2022-05-18,https://www.thehindu.com/news/national/andhra-pradesh/seeds-fertilizers-pesticides-worth-about-80-lakh-seized-in-vigilance-raids/article65426710.ece,,boolean,boolean_core_oils_fraud,False,adjacent_or_unclear,irrelevant,0.7,Adulteration/enforcement signal appears without an edible-oil product term.,"Seeds, fertilizers, pesticides worth about ₹80 lakh seized in vigilance raids https://www.thehindu.com/news/national/andhra-pradesh/seeds-fertilizers-pesticides-worth-about-80-lakh-seized-in-vigilan",,seized,,,,,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
681,Akhilesh demands court-monitored probe into Siddharthnagar woman's death during police raid,newindianexpress.com,2022-05-18,https://www.newindianexpress.com/nation/2022/may/18/akhilesh-demands-court-monitored-probe-into-siddharthnagar-womans-death-during-police-raid-2455132.html,,boolean,boolean_core_oils_fraud,False,adjacent_or_unclear,irrelevant,0.7,Adulteration/enforcement signal appears without an edible-oil product term.,Akhilesh demands court-monitored probe into Siddharthnagar woman's death during police raid https://www.newindianexpress.com/nation/2022/may/18/akhilesh-demands-court-monitored-probe-into-siddharthnagar-womans-death-during-police-r,,raid,,,,,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
3223,Indonesian export ban brings India's edible oil dependency back in focus,business-standard.com,2022-05-18,https://www.business-standard.com/article/economy-policy/indonesian-export-ban-brings-india-s-edible-oil-dependency-back-in-focus-122051701553_1.html,,title_only,title_oils_enforcement,False,adjacent_or_unclear,irrelevant,0.7,Edible-oil term appears without an adulteration/enforcement signal.,Indonesian export ban brings India's edible oil dependency back in focus https://www.business-standard.com/article/economy-policy/indonesian-export-ban-brings-india-s-edible-oil-dependenc,edible oil,,,,,,,"((article_title:""edible oil"" OR article_title:""cooking oil"" OR article_title:""vegetable oil"" OR article_title:""refined oil"" OR article_title:""loose oil"" OR article_title:""loose edible oil"" OR article_title:""mustard oil"" OR article_title:""palm oil"" OR article_title:""soybean oil"" OR article_title:""sunflower oil"" OR article_title:""groundnut oil"" OR article_title:""coconut oil"" OR article_title:""rice bran oil"" OR article_title:""cottonseed oil"" OR article_title:""sesame oil"" OR article_title:""olive oil"" OR article_title:""rapeseed-mustard oil"") AND (article_title:FSSAI OR article_title:FDA OR article_title:FSDA OR article_title:""food safety"" OR article_title:""food safety department"" OR article_title:""food safety officer"" OR article_title:raid* OR article_title:seiz* OR article_title:""sample collected"" OR article_title:""samples collected"" OR article_title:""samples sent"" OR article_title:""lab test"" OR article_title:""quality test"" OR article_title:prosecut* OR article_title:penal* OR article_title:fine OR article_title:ban* OR article_title:""license suspended"" OR article_title:""licence suspended"" OR article_title:""shop sealed"" OR article_title:warehouse OR article_title:godown OR article_title:arrest* OR article_title:crackdown OR article_title:inspection) AND language:en) AND NOT (ghee OR vanaspati)",medium
678,"Finance ministry didn't claim inflation hurts rich more than poor, says PIB",business-standard.com,2022-05-17,https://www.business-standard.com/article/economy-policy/finance-ministry-didn-t-claim-inflation-hurts-rich-more-than-poor-says-pib-122051700046_1.html,,boolean,boolean_core_oils_fraud,False,adjacent_or_unclear,irrelevant,0.85,Business/price/import context with no adulteration or enforcement signal.,"Finance ministry didn't claim inflation hurts rich more than poor, says PIB https://www.business-standard.com/article/economy-policy/finance-ministry-didn-t-claim-inflation-hurts-",,,inflation,,,,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
679,"Jahangirpuri violence: A month on, road to recovery is long arduous",indiatimes.com,2022-05-17,https://timesofindia.indiatimes.com/city/delhi/a-month-on-road-to-recovery-is-long-arduous/articleshow/91604158.cms,,boolean,boolean_core_oils_fraud,False,adjacent_or_unclear,irrelevant,0.8,No edible-oil adulteration signal found.,,,,,,,,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
3218,Indonesian Farmers Stage Protests Against Palm Oil Export Ban,news18.com,2022-05-17,https://www.news18.com/news/world/indonesian-farmers-stage-protests-against-palm-oil-export-ban-5188249.html,,title_only,title_oils_enforcement,False,adjacent_or_unclear,irrelevant,0.7,Edible-oil term appears without an adulteration/enforcement signal.,Indonesian Farmers Stage Protests Against Palm Oil Export Ban https://www.news18.com/news/world/indonesian-farmers-stage-protests-against-palm-oil-export-ban-5188249.html,palm oil,,,,,,,"((article_title:""edible oil"" OR article_title:""cooking oil"" OR article_title:""vegetable oil"" OR article_title:""refined oil"" OR article_title:""loose oil"" OR article_title:""loose edible oil"" OR article_title:""mustard oil"" OR article_title:""palm oil"" OR article_title:""soybean oil"" OR article_title:""sunflower oil"" OR article_title:""groundnut oil"" OR article_title:""coconut oil"" OR article_title:""rice bran oil"" OR article_title:""cottonseed oil"" OR article_title:""sesame oil"" OR article_title:""olive oil"" OR article_title:""rapeseed-mustard oil"") AND (article_title:FSSAI OR article_title:FDA OR article_title:FSDA OR article_title:""food safety"" OR article_title:""food safety department"" OR article_title:""food safety officer"" OR article_title:raid* OR article_title:seiz* OR article_title:""sample collected"" OR article_title:""samples collected"" OR article_title:""samples sent"" OR article_title:""lab test"" OR article_title:""quality test"" OR article_title:prosecut* OR article_title:penal* OR article_title:fine OR article_title:ban* OR article_title:""license suspended"" OR article_title:""licence suspended"" OR article_title:""shop sealed"" OR article_title:warehouse OR article_title:godown OR article_title:arrest* OR article_title:crackdown OR article_title:inspection) AND language:en) AND NOT (ghee OR vanaspati)",medium
3219,Indonesian farmers stage protests against palm oil export ban,indiatimes.com,2022-05-17,https://timesofindia.indiatimes.com/world/rest-of-world/indonesian-farmers-stage-protests-against-palm-oil-export-ban/articleshow/91608348.cms,,title_only,title_oils_enforcement,False,adjacent_or_unclear,irrelevant,0.7,Edible-oil term appears without an adulteration/enforcement signal.,Indonesian farmers stage protests against palm oil export ban https://timesofindia.indiatimes.com/world/rest-of-world/indonesian-farmers-stage-protests-against-palm-oil-export-ban/articlesho,palm oil,,,,,,,"((article_title:""edible oil"" OR article_title:""cooking oil"" OR article_title:""vegetable oil"" OR article_title:""refined oil"" OR article_title:""loose oil"" OR article_title:""loose edible oil"" OR article_title:""mustard oil"" OR article_title:""palm oil"" OR article_title:""soybean oil"" OR article_title:""sunflower oil"" OR article_title:""groundnut oil"" OR article_title:""coconut oil"" OR article_title:""rice bran oil"" OR article_title:""cottonseed oil"" OR article_title:""sesame oil"" OR article_title:""olive oil"" OR article_title:""rapeseed-mustard oil"") AND (article_title:FSSAI OR article_title:FDA OR article_title:FSDA OR article_title:""food safety"" OR article_title:""food safety department"" OR article_title:""food safety officer"" OR article_title:raid* OR article_title:seiz* OR article_title:""sample collected"" OR article_title:""samples collected"" OR article_title:""samples sent"" OR article_title:""lab test"" OR article_title:""quality test"" OR article_title:prosecut* OR article_title:penal* OR article_title:fine OR article_title:ban* OR article_title:""license suspended"" OR article_title:""licence suspended"" OR article_title:""shop sealed"" OR article_title:warehouse OR article_title:godown OR article_title:arrest* OR article_title:crackdown OR article_title:inspection) AND language:en) AND NOT (ghee OR vanaspati)",medium
3220,Why Indonesia's palm oil export ban has not cooled cooking oil prices,livemint.com,2022-05-17,https://www.livemint.com/market/commodities/why-indonesia-s-palm-oil-export-ban-has-not-cooled-cooking-oil-prices-11652783920048.html,,title_only,title_oils_enforcement,False,adjacent_or_unclear,irrelevant,0.85,Business/price/import context with no adulteration or enforcement signal.,Why Indonesia's palm oil export ban has not cooled cooking oil prices https://www.livemint.com/market/commodities/why-indonesia-s-palm-oil-export-ban-has-not-cooled-cooking-oil-prices-11652783920048.html,cooking oil; palm oil,,oil prices,,,,,"((article_title:""edible oil"" OR article_title:""cooking oil"" OR article_title:""vegetable oil"" OR article_title:""refined oil"" OR article_title:""loose oil"" OR article_title:""loose edible oil"" OR article_title:""mustard oil"" OR article_title:""palm oil"" OR article_title:""soybean oil"" OR article_title:""sunflower oil"" OR article_title:""groundnut oil"" OR article_title:""coconut oil"" OR article_title:""rice bran oil"" OR article_title:""cottonseed oil"" OR article_title:""sesame oil"" OR article_title:""olive oil"" OR article_title:""rapeseed-mustard oil"") AND (article_title:FSSAI OR article_title:FDA OR article_title:FSDA OR article_title:""food safety"" OR article_title:""food safety department"" OR article_title:""food safety officer"" OR article_title:raid* OR article_title:seiz* OR article_title:""sample collected"" OR article_title:""samples collected"" OR article_title:""samples sent"" OR article_title:""lab test"" OR article_title:""quality test"" OR article_title:prosecut* OR article_title:penal* OR article_title:fine OR article_title:ban* OR article_title:""license suspended"" OR article_title:""licence suspended"" OR article_title:""shop sealed"" OR article_title:warehouse OR article_title:godown OR article_title:arrest* OR article_title:crackdown OR article_title:inspection) AND language:en) AND NOT (ghee OR vanaspati)",medium
3221,Why Indonesia's palm oil export ban has not cooled cooking oil prices,indiatimes.com,2022-05-17,https://economictimes.indiatimes.com/news/international/business/why-indonesias-palm-oil-export-ban-has-not-cooled-cooking-oil-prices/articleshow/91616386.cms,,title_only,title_oils_enforcement,False,adjacent_or_unclear,irrelevant,0.85,Business/price/import context with no adulteration or enforcement signal.,Why Indonesia's palm oil export ban has not cooled cooking oil prices https://economictimes.indiatimes.com/news/international/business/why-indonesias-palm-oil-export-ban-has-not-cooled-cooking-oil-prices/artic,cooking oil; palm oil,,oil prices,,,,,"((article_title:""edible oil"" OR article_title:""cooking oil"" OR article_title:""vegetable oil"" OR article_title:""refined oil"" OR article_title:""loose oil"" OR article_title:""loose edible oil"" OR article_title:""mustard oil"" OR article_title:""palm oil"" OR article_title:""soybean oil"" OR article_title:""sunflower oil"" OR article_title:""groundnut oil"" OR article_title:""coconut oil"" OR article_title:""rice bran oil"" OR article_title:""cottonseed oil"" OR article_title:""sesame oil"" OR article_title:""olive oil"" OR article_title:""rapeseed-mustard oil"") AND (article_title:FSSAI OR article_title:FDA OR article_title:FSDA OR article_title:""food safety"" OR article_title:""food safety department"" OR article_title:""food safety officer"" OR article_title:raid* OR article_title:seiz* OR article_title:""sample collected"" OR article_title:""samples collected"" OR article_title:""samples sent"" OR article_title:""lab test"" OR article_title:""quality test"" OR article_title:prosecut* OR article_title:penal* OR article_title:fine OR article_title:ban* OR article_title:""license suspended"" OR article_title:""licence suspended"" OR article_title:""shop sealed"" OR article_title:warehouse OR article_title:godown OR article_title:arrest* OR article_title:crackdown OR article_title:inspection) AND language:en) AND NOT (ghee OR vanaspati)",medium
3222,Indonesian farmers protest against rising cost of palm oil export ban,thehindubusinessline.com,2022-05-17,https://www.thehindubusinessline.com/economy/agri-business/indonesian-farmers-protest-against-rising-cost-of-palm-oil-export-ban/article65424063.ece,,title_only,title_oils_enforcement,False,adjacent_or_unclear,irrelevant,0.7,Edible-oil term appears without an adulteration/enforcement signal.,Indonesian farmers protest against rising cost of palm oil export ban https://www.thehindubusinessline.com/economy/agri-business/indonesian-farmers-protest-against-rising-cost-of-palm-oil-export-ban,palm oil,,,,,,,"((article_title:""edible oil"" OR article_title:""cooking oil"" OR article_title:""vegetable oil"" OR article_title:""refined oil"" OR article_title:""loose oil"" OR article_title:""loose edible oil"" OR article_title:""mustard oil"" OR article_title:""palm oil"" OR article_title:""soybean oil"" OR article_title:""sunflower oil"" OR article_title:""groundnut oil"" OR article_title:""coconut oil"" OR article_title:""rice bran oil"" OR article_title:""cottonseed oil"" OR article_title:""sesame oil"" OR article_title:""olive oil"" OR article_title:""rapeseed-mustard oil"") AND (article_title:FSSAI OR article_title:FDA OR article_title:FSDA OR article_title:""food safety"" OR article_title:""food safety department"" OR article_title:""food safety officer"" OR article_title:raid* OR article_title:seiz* OR article_title:""sample collected"" OR article_title:""samples collected"" OR article_title:""samples sent"" OR article_title:""lab test"" OR article_title:""quality test"" OR article_title:prosecut* OR article_title:penal* OR article_title:fine OR article_title:ban* OR article_title:""license suspended"" OR article_title:""licence suspended"" OR article_title:""shop sealed"" OR article_title:warehouse OR article_title:godown OR article_title:arrest* OR article_title:crackdown OR article_title:inspection) AND language:en) AND NOT (ghee OR vanaspati)",medium
677,Fact Check: Did FM say 'Inflation hurts rich more than poor in 2022'?,oneindia.com,2022-05-16,https://www.oneindia.com/fact-check/fact-check-did-fm-say-inflation-hurts-rich-more-than-poor-in-2022-3408754.html,,boolean,boolean_core_oils_fraud,False,adjacent_or_unclear,irrelevant,0.85,Business/price/import context with no adulteration or enforcement signal.,Fact Check: Did FM say 'Inflation hurts rich more than poor in 2022'? https://www.oneindia.com/fact-check/fact-check-did-fm-say-inflation-hurts-rich-more-than-poor-in-2022-3,,,inflation,,,,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
2880,"Police Seize 2,000kg ‘fake’ Paneer From 2 Factories, Seven Arrested",indiatimes.com,2022-05-13,https://timesofindia.indiatimes.com/city/mumbai/police-seize-2000kg-fake-paneer-from-2-factories-seven-arrested/articleshow/91527477.cms,,boolean,boolean_oils_enforcement_evidence,False,adjacent_or_unclear,irrelevant,0.7,Adulteration/enforcement signal appears without an edible-oil product term.,"Police Seize 2,000kg ‘fake’ Paneer From 2 Factories, Seven Arrested https://timesofindia.indiatimes.com/city/mumbai/police-seize-2000kg-fake-paneer-from-2-factories-s",,fake,,,,,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"" OR ""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND ((adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND ((FSSAI OR FDA OR FSDA OR ""food safety"" OR ""food safety department"" OR ""food safety officer"") OR (raid* OR seiz* OR ""sample collected"" OR ""samples collected"" OR ""samples sent"" OR ""lab test"" OR ""quality test"" OR prosecut* OR penal* OR fine OR ban* OR ""license suspended"" OR ""licence suspended"" OR ""shop sealed"" OR warehouse OR godown OR arrest* OR crackdown OR inspection))) AND language:en) AND NOT (ghee OR vanaspati)",drop
2881,Mumbai: 2131 kg adulterated paneer seized,freepressjournal.in,2022-05-13,https://www.freepressjournal.in/mumbai/mumbai-2131-kg-adulterated-paneer-seized,,boolean,boolean_oils_enforcement_evidence,False,adjacent_or_unclear,irrelevant,0.7,Adulteration/enforcement signal appears without an edible-oil product term.,Mumbai: 2131 kg adulterated paneer seized https://www.freepressjournal.in/mumbai/mumbai-2131-kg-adulterated-paneer-seized,,adulterated; seized,,,,,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"" OR ""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND ((adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND ((FSSAI OR FDA OR FSDA OR ""food safety"" OR ""food safety department"" OR ""food safety officer"") OR (raid* OR seiz* OR ""sample collected"" OR ""samples collected"" OR ""samples sent"" OR ""lab test"" OR ""quality test"" OR prosecut* OR penal* OR fine OR ban* OR ""license suspended"" OR ""licence suspended"" OR ""shop sealed"" OR warehouse OR godown OR arrest* OR crackdown OR inspection))) AND language:en) AND NOT (ghee OR vanaspati)",drop
3217,"‘Indonesia may lift ban on crude, RBD palm oil export by month-end’",thehindubusinessline.com,2022-05-11,https://www.thehindubusinessline.com/economy/agri-business/indonesia-may-lift-ban-on-crude-rbd-palm-oil-export-by-month-end/article65403325.ece,,title_only,title_oils_enforcement,False,adjacent_or_unclear,irrelevant,0.7,Edible-oil term appears without an adulteration/enforcement signal.,"‘Indonesia may lift ban on crude, RBD palm oil export by month-end’ https://www.thehindubusinessline.com/economy/agri-business/indonesia-may-lift-ban-on-crude-rbd-palm-oil-export-by-mont",palm oil,,,,,,,"((article_title:""edible oil"" OR article_title:""cooking oil"" OR article_title:""vegetable oil"" OR article_title:""refined oil"" OR article_title:""loose oil"" OR article_title:""loose edible oil"" OR article_title:""mustard oil"" OR article_title:""palm oil"" OR article_title:""soybean oil"" OR article_title:""sunflower oil"" OR article_title:""groundnut oil"" OR article_title:""coconut oil"" OR article_title:""rice bran oil"" OR article_title:""cottonseed oil"" OR article_title:""sesame oil"" OR article_title:""olive oil"" OR article_title:""rapeseed-mustard oil"") AND (article_title:FSSAI OR article_title:FDA OR article_title:FSDA OR article_title:""food safety"" OR article_title:""food safety department"" OR article_title:""food safety officer"" OR article_title:raid* OR article_title:seiz* OR article_title:""sample collected"" OR article_title:""samples collected"" OR article_title:""samples sent"" OR article_title:""lab test"" OR article_title:""quality test"" OR article_title:prosecut* OR article_title:penal* OR article_title:fine OR article_title:ban* OR article_title:""license suspended"" OR article_title:""licence suspended"" OR article_title:""shop sealed"" OR article_title:warehouse OR article_title:godown OR article_title:arrest* OR article_title:crackdown OR article_title:inspection) AND language:en) AND NOT (ghee OR vanaspati)",medium
674,Malaysia may cut palm oil export tax to 4-6% from 8%,moneycontrol.com,2022-05-10,https://www.moneycontrol.com/news/business/malaysia-may-cut-palm-oil-export-tax-to-4-68_16360801.html,,boolean,boolean_core_oils_fraud,False,adjacent_or_unclear,irrelevant,0.7,Edible-oil term appears without an adulteration/enforcement signal.,Malaysia may cut palm oil export tax to 4-6% from 8% https://www.moneycontrol.com/news/business/malaysia-may-cut-palm-oil-export-tax-to-4-68_16360801.html,palm oil,,,,,,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
675,Malaysia may cut palm oil export tax amid global supply crisis,indiatimes.com,2022-05-10,https://economictimes.indiatimes.com/news/economy/foreign-trade/malaysia-may-cut-palm-oil-export-tax-amid-global-supply-crisis/articleshow/91461829.cms,,boolean,boolean_core_oils_fraud,False,adjacent_or_unclear,irrelevant,0.7,Edible-oil term appears without an adulteration/enforcement signal.,Malaysia may cut palm oil export tax amid global supply crisis https://economictimes.indiatimes.com/news/economy/foreign-trade/malaysia-may-cut-palm-oil-export-tax-a,palm oil,,,,,,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
3712,'Did Not Feel High': MP Man Complains to Minister About Liquor Shop As He Failed To Get A 'Kick',india.com,2022-05-10,https://www.india.com/viral/viral-news-did-not-feel-high-mp-ujjain-man-complains-to-minister-liquor-shop-as-he-didnt-get-a-kick-5384416/,,proximity,proximity_oil_adulteration,False,adjacent_or_unclear,irrelevant,0.8,No edible-oil adulteration signal found.,,,,,,,,,"(""oil adulteration""~6 AND language:en) AND NOT (ghee OR vanaspati)",drop
673,Ujjain: Soybean worth Rs 69 crore seized from AV Agro,freepressjournal.in,2022-05-09,https://www.freepressjournal.in/indore/ujjain-soybean-worth-rs-69-crore-seized-from-av-agro,,boolean,boolean_core_oils_fraud,False,adjacent_or_unclear,irrelevant,0.7,Adulteration/enforcement signal appears without an edible-oil product term.,Ujjain: Soybean worth Rs 69 crore seized from AV Agro https://www.freepressjournal.in/indore/ujjain-soybean-worth-rs-69-crore-seized-from-av-agro,,seized,,,,,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
