article_id,title,source,date,url,query_family,query_id,query_used,crawl_priority,oil_role,final_label,confidence,reason,evidence_phrase
3250,Cooking oil prices to fall with Indonesia set to lift export ban,indiatimes.com,2022-05-21,https://economictimes.indiatimes.com/industry/cons-products/food/cooking-oil-prices-to-fall-with-indonesia-set-to-lift-export-ban/articleshow/91696359.cms,title_only,title_oils_enforcement,"((article_title:""edible oil"" OR article_title:""cooking oil"" OR article_title:""vegetable oil"" OR article_title:""refined oil"" OR article_title:""loose oil"" OR article_title:""loose edible oil"" OR article_title:""mustard oil"" OR article_title:""palm oil"" OR article_title:""soybean oil"" OR article_title:""sunflower oil"" OR article_title:""groundnut oil"" OR article_title:""coconut oil"" OR article_title:""rice bran oil"" OR article_title:""cottonseed oil"" OR article_title:""sesame oil"" OR article_title:""olive oil"" OR article_title:""rapeseed-mustard oil"") AND (article_title:FSSAI OR article_title:FDA OR article_title:FSDA OR article_title:""food safety"" OR article_title:""food safety department"" OR article_title:""food safety officer"" OR article_title:raid* OR article_title:seiz* OR article_title:""sample collected"" OR article_title:""samples collected"" OR article_title:""samples sent"" OR article_title:""lab test"" OR article_title:""quality test"" OR article_title:prosecut* OR article_title:penal* OR article_title:fine OR article_title:ban* OR article_title:""license suspended"" OR article_title:""licence suspended"" OR article_title:""shop sealed"" OR article_title:warehouse OR article_title:godown OR article_title:arrest* OR article_title:crackdown OR article_title:inspection) AND language:en) AND NOT (ghee OR vanaspati)",medium,adjacent_or_unclear,irrelevant,0.85,Business/price/import context with no adulteration or enforcement signal.,Cooking oil prices to fall with Indonesia set to lift export ban https://economictimes.indiatimes.com/industry/cons-products/food/cooking-oil-prices-to-fall-w
3255,Indonesia lifts ban on palm oil exports but shipments unlikely now,indiatoday.in,2022-05-23,https://www.indiatoday.in/business/story/indonesia-lifts-ban-on-palm-oil-exports-but-shipments-unlikely-now-here-s-why-1952983-2022-05-23?utm_source=rss,title_only,title_oils_enforcement,"((article_title:""edible oil"" OR article_title:""cooking oil"" OR article_title:""vegetable oil"" OR article_title:""refined oil"" OR article_title:""loose oil"" OR article_title:""loose edible oil"" OR article_title:""mustard oil"" OR article_title:""palm oil"" OR article_title:""soybean oil"" OR article_title:""sunflower oil"" OR article_title:""groundnut oil"" OR article_title:""coconut oil"" OR article_title:""rice bran oil"" OR article_title:""cottonseed oil"" OR article_title:""sesame oil"" OR article_title:""olive oil"" OR article_title:""rapeseed-mustard oil"") AND (article_title:FSSAI OR article_title:FDA OR article_title:FSDA OR article_title:""food safety"" OR article_title:""food safety department"" OR article_title:""food safety officer"" OR article_title:raid* OR article_title:seiz* OR article_title:""sample collected"" OR article_title:""samples collected"" OR article_title:""samples sent"" OR article_title:""lab test"" OR article_title:""quality test"" OR article_title:prosecut* OR article_title:penal* OR article_title:fine OR article_title:ban* OR article_title:""license suspended"" OR article_title:""licence suspended"" OR article_title:""shop sealed"" OR article_title:warehouse OR article_title:godown OR article_title:arrest* OR article_title:crackdown OR article_title:inspection) AND language:en) AND NOT (ghee OR vanaspati)",medium,adjacent_or_unclear,irrelevant,0.85,Business/price/import context with no adulteration or enforcement signal.,Indonesia lifts ban on palm oil exports but shipments unlikely now https://www.indiatoday.in/business/story/indonesia-lifts-ban-on-palm-oil-exports-but-shipments-unlikely-now-here
3254,Cooking Oil Price to Come Down as Indonesia Lifts Ban on Palm Oil Export? Know Here,news18.com,2022-05-23,https://www.news18.com/news/business/cooking-oil-price-to-come-down-as-indonesia-lifts-ban-on-palm-oil-export-know-here-5227543.html,title_only,title_oils_enforcement,"((article_title:""edible oil"" OR article_title:""cooking oil"" OR article_title:""vegetable oil"" OR article_title:""refined oil"" OR article_title:""loose oil"" OR article_title:""loose edible oil"" OR article_title:""mustard oil"" OR article_title:""palm oil"" OR article_title:""soybean oil"" OR article_title:""sunflower oil"" OR article_title:""groundnut oil"" OR article_title:""coconut oil"" OR article_title:""rice bran oil"" OR article_title:""cottonseed oil"" OR article_title:""sesame oil"" OR article_title:""olive oil"" OR article_title:""rapeseed-mustard oil"") AND (article_title:FSSAI OR article_title:FDA OR article_title:FSDA OR article_title:""food safety"" OR article_title:""food safety department"" OR article_title:""food safety officer"" OR article_title:raid* OR article_title:seiz* OR article_title:""sample collected"" OR article_title:""samples collected"" OR article_title:""samples sent"" OR article_title:""lab test"" OR article_title:""quality test"" OR article_title:prosecut* OR article_title:penal* OR article_title:fine OR article_title:ban* OR article_title:""license suspended"" OR article_title:""licence suspended"" OR article_title:""shop sealed"" OR article_title:warehouse OR article_title:godown OR article_title:arrest* OR article_title:crackdown OR article_title:inspection) AND language:en) AND NOT (ghee OR vanaspati)",medium,adjacent_or_unclear,irrelevant,0.85,Business/price/import context with no adulteration or enforcement signal.,Cooking Oil Price to Come Down as Indonesia Lifts Ban on Palm Oil Export? Know Here https://www.news18.com/news/business/cooking-oil-price-to-come-down-as-in
3256,'Enough to meet local demand': Malaysia rules out cooking oil export ban,business-standard.com,2022-05-25,https://www.business-standard.com/article/international/enough-to-meet-local-demand-malaysia-rules-out-cooking-oil-export-curbs-122052500122_1.html,title_only,title_oils_enforcement,"((article_title:""edible oil"" OR article_title:""cooking oil"" OR article_title:""vegetable oil"" OR article_title:""refined oil"" OR article_title:""loose oil"" OR article_title:""loose edible oil"" OR article_title:""mustard oil"" OR article_title:""palm oil"" OR article_title:""soybean oil"" OR article_title:""sunflower oil"" OR article_title:""groundnut oil"" OR article_title:""coconut oil"" OR article_title:""rice bran oil"" OR article_title:""cottonseed oil"" OR article_title:""sesame oil"" OR article_title:""olive oil"" OR article_title:""rapeseed-mustard oil"") AND (article_title:FSSAI OR article_title:FDA OR article_title:FSDA OR article_title:""food safety"" OR article_title:""food safety department"" OR article_title:""food safety officer"" OR article_title:raid* OR article_title:seiz* OR article_title:""sample collected"" OR article_title:""samples collected"" OR article_title:""samples sent"" OR article_title:""lab test"" OR article_title:""quality test"" OR article_title:prosecut* OR article_title:penal* OR article_title:fine OR article_title:ban* OR article_title:""license suspended"" OR article_title:""licence suspended"" OR article_title:""shop sealed"" OR article_title:warehouse OR article_title:godown OR article_title:arrest* OR article_title:crackdown OR article_title:inspection) AND language:en) AND NOT (ghee OR vanaspati)",medium,adjacent_or_unclear,irrelevant,0.7,Edible-oil term appears without an adulteration/enforcement signal.,'Enough to meet local demand': Malaysia rules out cooking oil export ban https://www.business-standard.com/article/international/enough-to-meet-local-demand-malaysia-rules-out-cooking-oil-export-curbs-
3259,Palm oil price rallies as Indonesia dilly-dallies on revoking export ban,thehindubusinessline.com,2022-05-27,https://www.thehindubusinessline.com/economy/agri-business/palm-oil-price-rallies-as-indonesia-dilly-dallies-on-revoking-export-ban/article65466888.ece,title_only,title_oils_enforcement,"((article_title:""edible oil"" OR article_title:""cooking oil"" OR article_title:""vegetable oil"" OR article_title:""refined oil"" OR article_title:""loose oil"" OR article_title:""loose edible oil"" OR article_title:""mustard oil"" OR article_title:""palm oil"" OR article_title:""soybean oil"" OR article_title:""sunflower oil"" OR article_title:""groundnut oil"" OR article_title:""coconut oil"" OR article_title:""rice bran oil"" OR article_title:""cottonseed oil"" OR article_title:""sesame oil"" OR article_title:""olive oil"" OR article_title:""rapeseed-mustard oil"") AND (article_title:FSSAI OR article_title:FDA OR article_title:FSDA OR article_title:""food safety"" OR article_title:""food safety department"" OR article_title:""food safety officer"" OR article_title:raid* OR article_title:seiz* OR article_title:""sample collected"" OR article_title:""samples collected"" OR article_title:""samples sent"" OR article_title:""lab test"" OR article_title:""quality test"" OR article_title:prosecut* OR article_title:penal* OR article_title:fine OR article_title:ban* OR article_title:""license suspended"" OR article_title:""licence suspended"" OR article_title:""shop sealed"" OR article_title:warehouse OR article_title:godown OR article_title:arrest* OR article_title:crackdown OR article_title:inspection) AND language:en) AND NOT (ghee OR vanaspati)",medium,adjacent_or_unclear,irrelevant,0.85,Business/price/import context with no adulteration or enforcement signal.,Palm oil price rallies as Indonesia dilly-dallies on revoking export ban https://www.thehindubusinessline.com/economy/agri-business/palm-oil-price-rallies
3260,Indonesia seeks to issue first palm oil export permits since ban,businesstoday.in,2022-05-30,https://www.businesstoday.in/latest/world/story/indonesia-seeks-to-issue-first-palm-oil-export-permits-since-ban-335673-2022-05-30?utm_source=rssfeed,title_only,title_oils_enforcement,"((article_title:""edible oil"" OR article_title:""cooking oil"" OR article_title:""vegetable oil"" OR article_title:""refined oil"" OR article_title:""loose oil"" OR article_title:""loose edible oil"" OR article_title:""mustard oil"" OR article_title:""palm oil"" OR article_title:""soybean oil"" OR article_title:""sunflower oil"" OR article_title:""groundnut oil"" OR article_title:""coconut oil"" OR article_title:""rice bran oil"" OR article_title:""cottonseed oil"" OR article_title:""sesame oil"" OR article_title:""olive oil"" OR article_title:""rapeseed-mustard oil"") AND (article_title:FSSAI OR article_title:FDA OR article_title:FSDA OR article_title:""food safety"" OR article_title:""food safety department"" OR article_title:""food safety officer"" OR article_title:raid* OR article_title:seiz* OR article_title:""sample collected"" OR article_title:""samples collected"" OR article_title:""samples sent"" OR article_title:""lab test"" OR article_title:""quality test"" OR article_title:prosecut* OR article_title:penal* OR article_title:fine OR article_title:ban* OR article_title:""license suspended"" OR article_title:""licence suspended"" OR article_title:""shop sealed"" OR article_title:warehouse OR article_title:godown OR article_title:arrest* OR article_title:crackdown OR article_title:inspection) AND language:en) AND NOT (ghee OR vanaspati)",medium,adjacent_or_unclear,irrelevant,0.7,Edible-oil term appears without an adulteration/enforcement signal.,Indonesia seeks to issue first palm oil export permits since ban https://www.businesstoday.in/latest/world/story/indonesia-seeks-to-issue-first-palm-oil-export-permits-since-ban-3
3261,One arrested over theft of cooking oil,deshdoot.com,2022-06-04,https://www.deshdoot.com/deshdoot-times/one-arrested-over-theft-of-cooking-oil,title_only,title_oils_enforcement,"((article_title:""edible oil"" OR article_title:""cooking oil"" OR article_title:""vegetable oil"" OR article_title:""refined oil"" OR article_title:""loose oil"" OR article_title:""loose edible oil"" OR article_title:""mustard oil"" OR article_title:""palm oil"" OR article_title:""soybean oil"" OR article_title:""sunflower oil"" OR article_title:""groundnut oil"" OR article_title:""coconut oil"" OR article_title:""rice bran oil"" OR article_title:""cottonseed oil"" OR article_title:""sesame oil"" OR article_title:""olive oil"" OR article_title:""rapeseed-mustard oil"") AND (article_title:FSSAI OR article_title:FDA OR article_title:FSDA OR article_title:""food safety"" OR article_title:""food safety department"" OR article_title:""food safety officer"" OR article_title:raid* OR article_title:seiz* OR article_title:""sample collected"" OR article_title:""samples collected"" OR article_title:""samples sent"" OR article_title:""lab test"" OR article_title:""quality test"" OR article_title:prosecut* OR article_title:penal* OR article_title:fine OR article_title:ban* OR article_title:""license suspended"" OR article_title:""licence suspended"" OR article_title:""shop sealed"" OR article_title:warehouse OR article_title:godown OR article_title:arrest* OR article_title:crackdown OR article_title:inspection) AND language:en) AND NOT (ghee OR vanaspati)",medium,adjacent_or_unclear,irrelevant,0.7,Edible-oil term appears without an adulteration/enforcement signal.,One arrested over theft of cooking oil https://www.deshdoot.com/deshdoot-times/one-arrested-over-theft-of-cooking-oil
3264,India's May palm oil imports surge to 7-month high despite Indonesia's ban-dealers,indiatimes.com,2022-06-06,https://economictimes.indiatimes.com/news/economy/foreign-trade/indias-may-palm-oil-imports-surge-to-7-month-high-despite-indonesias-ban-dealers/articleshow/92034277.cms,title_only,title_oils_enforcement,"((article_title:""edible oil"" OR article_title:""cooking oil"" OR article_title:""vegetable oil"" OR article_title:""refined oil"" OR article_title:""loose oil"" OR article_title:""loose edible oil"" OR article_title:""mustard oil"" OR article_title:""palm oil"" OR article_title:""soybean oil"" OR article_title:""sunflower oil"" OR article_title:""groundnut oil"" OR article_title:""coconut oil"" OR article_title:""rice bran oil"" OR article_title:""cottonseed oil"" OR article_title:""sesame oil"" OR article_title:""olive oil"" OR article_title:""rapeseed-mustard oil"") AND (article_title:FSSAI OR article_title:FDA OR article_title:FSDA OR article_title:""food safety"" OR article_title:""food safety department"" OR article_title:""food safety officer"" OR article_title:raid* OR article_title:seiz* OR article_title:""sample collected"" OR article_title:""samples collected"" OR article_title:""samples sent"" OR article_title:""lab test"" OR article_title:""quality test"" OR article_title:prosecut* OR article_title:penal* OR article_title:fine OR article_title:ban* OR article_title:""license suspended"" OR article_title:""licence suspended"" OR article_title:""shop sealed"" OR article_title:warehouse OR article_title:godown OR article_title:arrest* OR article_title:crackdown OR article_title:inspection) AND language:en) AND NOT (ghee OR vanaspati)",medium,adjacent_or_unclear,irrelevant,0.85,Business/price/import context with no adulteration or enforcement signal.,India's May palm oil imports surge to 7-month high despite Indonesia's ban-dealers https://economictimes.indiatimes.com/news/economy/foreign-trade/indias-may-palm-oil-i
3263,India's May palm oil imports surge to 7-month high despite Indonesia's ban,business-standard.com,2022-06-06,https://www.business-standard.com/article/economy-policy/india-s-may-palm-oil-imports-surge-to-7-month-high-despite-indonesia-s-ban-122060600356_1.html,title_only,title_oils_enforcement,"((article_title:""edible oil"" OR article_title:""cooking oil"" OR article_title:""vegetable oil"" OR article_title:""refined oil"" OR article_title:""loose oil"" OR article_title:""loose edible oil"" OR article_title:""mustard oil"" OR article_title:""palm oil"" OR article_title:""soybean oil"" OR article_title:""sunflower oil"" OR article_title:""groundnut oil"" OR article_title:""coconut oil"" OR article_title:""rice bran oil"" OR article_title:""cottonseed oil"" OR article_title:""sesame oil"" OR article_title:""olive oil"" OR article_title:""rapeseed-mustard oil"") AND (article_title:FSSAI OR article_title:FDA OR article_title:FSDA OR article_title:""food safety"" OR article_title:""food safety department"" OR article_title:""food safety officer"" OR article_title:raid* OR article_title:seiz* OR article_title:""sample collected"" OR article_title:""samples collected"" OR article_title:""samples sent"" OR article_title:""lab test"" OR article_title:""quality test"" OR article_title:prosecut* OR article_title:penal* OR article_title:fine OR article_title:ban* OR article_title:""license suspended"" OR article_title:""licence suspended"" OR article_title:""shop sealed"" OR article_title:warehouse OR article_title:godown OR article_title:arrest* OR article_title:crackdown OR article_title:inspection) AND language:en) AND NOT (ghee OR vanaspati)",medium,adjacent_or_unclear,irrelevant,0.85,Business/price/import context with no adulteration or enforcement signal.,India's May palm oil imports surge to 7-month high despite Indonesia's ban https://www.business-standard.com/article/economy-policy/india-s-may-palm-oil-imports-surge-t
3262,India's palm oil imports in May surge to 7-month high despite Indonesia's ban,businesstoday.in,2022-06-06,https://www.businesstoday.in/latest/story/indias-palm-oil-imports-in-may-surge-to-7-month-high-despite-indonesias-ban-336438-2022-06-06?utm_source=rssfeed,title_only,title_oils_enforcement,"((article_title:""edible oil"" OR article_title:""cooking oil"" OR article_title:""vegetable oil"" OR article_title:""refined oil"" OR article_title:""loose oil"" OR article_title:""loose edible oil"" OR article_title:""mustard oil"" OR article_title:""palm oil"" OR article_title:""soybean oil"" OR article_title:""sunflower oil"" OR article_title:""groundnut oil"" OR article_title:""coconut oil"" OR article_title:""rice bran oil"" OR article_title:""cottonseed oil"" OR article_title:""sesame oil"" OR article_title:""olive oil"" OR article_title:""rapeseed-mustard oil"") AND (article_title:FSSAI OR article_title:FDA OR article_title:FSDA OR article_title:""food safety"" OR article_title:""food safety department"" OR article_title:""food safety officer"" OR article_title:raid* OR article_title:seiz* OR article_title:""sample collected"" OR article_title:""samples collected"" OR article_title:""samples sent"" OR article_title:""lab test"" OR article_title:""quality test"" OR article_title:prosecut* OR article_title:penal* OR article_title:fine OR article_title:ban* OR article_title:""license suspended"" OR article_title:""licence suspended"" OR article_title:""shop sealed"" OR article_title:warehouse OR article_title:godown OR article_title:arrest* OR article_title:crackdown OR article_title:inspection) AND language:en) AND NOT (ghee OR vanaspati)",medium,adjacent_or_unclear,irrelevant,0.85,Business/price/import context with no adulteration or enforcement signal.,India's palm oil imports in May surge to 7-month high despite Indonesia's ban https://www.businesstoday.in/latest/story/indias-palm-oil-imports-in-may-surge-to-7-mo
3265,India's May palm oil imports surge to 7-month high despite Indonesia's ban,livemint.com,2022-06-06,https://www.livemint.com/news/india/indias-may-palm-oil-imports-surge-to-7-month-high-despite-indonesia-s-ban-11654510695288.html,title_only,title_oils_enforcement,"((article_title:""edible oil"" OR article_title:""cooking oil"" OR article_title:""vegetable oil"" OR article_title:""refined oil"" OR article_title:""loose oil"" OR article_title:""loose edible oil"" OR article_title:""mustard oil"" OR article_title:""palm oil"" OR article_title:""soybean oil"" OR article_title:""sunflower oil"" OR article_title:""groundnut oil"" OR article_title:""coconut oil"" OR article_title:""rice bran oil"" OR article_title:""cottonseed oil"" OR article_title:""sesame oil"" OR article_title:""olive oil"" OR article_title:""rapeseed-mustard oil"") AND (article_title:FSSAI OR article_title:FDA OR article_title:FSDA OR article_title:""food safety"" OR article_title:""food safety department"" OR article_title:""food safety officer"" OR article_title:raid* OR article_title:seiz* OR article_title:""sample collected"" OR article_title:""samples collected"" OR article_title:""samples sent"" OR article_title:""lab test"" OR article_title:""quality test"" OR article_title:prosecut* OR article_title:penal* OR article_title:fine OR article_title:ban* OR article_title:""license suspended"" OR article_title:""licence suspended"" OR article_title:""shop sealed"" OR article_title:warehouse OR article_title:godown OR article_title:arrest* OR article_title:crackdown OR article_title:inspection) AND language:en) AND NOT (ghee OR vanaspati)",medium,adjacent_or_unclear,irrelevant,0.85,Business/price/import context with no adulteration or enforcement signal.,India's May palm oil imports surge to 7-month high despite Indonesia's ban https://www.livemint.com/news/india/indias-may-palm-oil-imports-surge-to-7-month-high-despite
3266,"Despite Indonesia Ban, India's May Palm Oil Imports Rose To 7-Month High",ndtv.com,2022-06-06,https://www.ndtv.com/business/despite-indonesia-ban-indias-may-palm-oil-imports-rose-to-7-month-high-3041815,title_only,title_oils_enforcement,"((article_title:""edible oil"" OR article_title:""cooking oil"" OR article_title:""vegetable oil"" OR article_title:""refined oil"" OR article_title:""loose oil"" OR article_title:""loose edible oil"" OR article_title:""mustard oil"" OR article_title:""palm oil"" OR article_title:""soybean oil"" OR article_title:""sunflower oil"" OR article_title:""groundnut oil"" OR article_title:""coconut oil"" OR article_title:""rice bran oil"" OR article_title:""cottonseed oil"" OR article_title:""sesame oil"" OR article_title:""olive oil"" OR article_title:""rapeseed-mustard oil"") AND (article_title:FSSAI OR article_title:FDA OR article_title:FSDA OR article_title:""food safety"" OR article_title:""food safety department"" OR article_title:""food safety officer"" OR article_title:raid* OR article_title:seiz* OR article_title:""sample collected"" OR article_title:""samples collected"" OR article_title:""samples sent"" OR article_title:""lab test"" OR article_title:""quality test"" OR article_title:prosecut* OR article_title:penal* OR article_title:fine OR article_title:ban* OR article_title:""license suspended"" OR article_title:""licence suspended"" OR article_title:""shop sealed"" OR article_title:warehouse OR article_title:godown OR article_title:arrest* OR article_title:crackdown OR article_title:inspection) AND language:en) AND NOT (ghee OR vanaspati)",medium,adjacent_or_unclear,irrelevant,0.85,Business/price/import context with no adulteration or enforcement signal.,"Despite Indonesia Ban, India's May Palm Oil Imports Rose To 7-Month High https://www.ndtv.com/business/despite-indonesia-ban-indias-may-palm-oil-imports-rose-to-7-month-high-3041815"
3267,Palm oil imports surge to seven-month high in May despite Indonesia's ban,thehindu.com,2022-06-07,https://www.thehindu.com/business/Economy/indian-palm-oil-imports-surge-in-may-despite-indonesia-ban/article65502961.ece,title_only,title_oils_enforcement,"((article_title:""edible oil"" OR article_title:""cooking oil"" OR article_title:""vegetable oil"" OR article_title:""refined oil"" OR article_title:""loose oil"" OR article_title:""loose edible oil"" OR article_title:""mustard oil"" OR article_title:""palm oil"" OR article_title:""soybean oil"" OR article_title:""sunflower oil"" OR article_title:""groundnut oil"" OR article_title:""coconut oil"" OR article_title:""rice bran oil"" OR article_title:""cottonseed oil"" OR article_title:""sesame oil"" OR article_title:""olive oil"" OR article_title:""rapeseed-mustard oil"") AND (article_title:FSSAI OR article_title:FDA OR article_title:FSDA OR article_title:""food safety"" OR article_title:""food safety department"" OR article_title:""food safety officer"" OR article_title:raid* OR article_title:seiz* OR article_title:""sample collected"" OR article_title:""samples collected"" OR article_title:""samples sent"" OR article_title:""lab test"" OR article_title:""quality test"" OR article_title:prosecut* OR article_title:penal* OR article_title:fine OR article_title:ban* OR article_title:""license suspended"" OR article_title:""licence suspended"" OR article_title:""shop sealed"" OR article_title:warehouse OR article_title:godown OR article_title:arrest* OR article_title:crackdown OR article_title:inspection) AND language:en) AND NOT (ghee OR vanaspati)",medium,adjacent_or_unclear,irrelevant,0.85,Business/price/import context with no adulteration or enforcement signal.,Palm oil imports surge to seven-month high in May despite Indonesia's ban https://www.thehindu.com/business/Economy/indian-palm-oil-imports-surge-in-may-des
3268,Ban on palm oil import through Kerala ports bleeds consumers,thehindu.com,2022-06-07,https://www.thehindu.com/news/national/kerala/ban-on-palm-oil-import-through-kerala-ports-bleeds-consumers/article65504468.ece,title_only,title_oils_enforcement,"((article_title:""edible oil"" OR article_title:""cooking oil"" OR article_title:""vegetable oil"" OR article_title:""refined oil"" OR article_title:""loose oil"" OR article_title:""loose edible oil"" OR article_title:""mustard oil"" OR article_title:""palm oil"" OR article_title:""soybean oil"" OR article_title:""sunflower oil"" OR article_title:""groundnut oil"" OR article_title:""coconut oil"" OR article_title:""rice bran oil"" OR article_title:""cottonseed oil"" OR article_title:""sesame oil"" OR article_title:""olive oil"" OR article_title:""rapeseed-mustard oil"") AND (article_title:FSSAI OR article_title:FDA OR article_title:FSDA OR article_title:""food safety"" OR article_title:""food safety department"" OR article_title:""food safety officer"" OR article_title:raid* OR article_title:seiz* OR article_title:""sample collected"" OR article_title:""samples collected"" OR article_title:""samples sent"" OR article_title:""lab test"" OR article_title:""quality test"" OR article_title:prosecut* OR article_title:penal* OR article_title:fine OR article_title:ban* OR article_title:""license suspended"" OR article_title:""licence suspended"" OR article_title:""shop sealed"" OR article_title:warehouse OR article_title:godown OR article_title:arrest* OR article_title:crackdown OR article_title:inspection) AND language:en) AND NOT (ghee OR vanaspati)",medium,adjacent_or_unclear,irrelevant,0.7,Edible-oil term appears without an adulteration/enforcement signal.,Ban on palm oil import through Kerala ports bleeds consumers https://www.thehindu.com/news/national/kerala/ban-on-palm-oil-import-through-kerala-ports-blee
3272,Sonkatch: Five arrested for Rs 60L edible oil theft,freepressjournal.in,2022-07-21,https://www.freepressjournal.in/indore/sonkatch-five-arrested-for-rs-60l-edible-oil-theft,title_only,title_oils_enforcement,"((article_title:""edible oil"" OR article_title:""cooking oil"" OR article_title:""vegetable oil"" OR article_title:""refined oil"" OR article_title:""loose oil"" OR article_title:""loose edible oil"" OR article_title:""mustard oil"" OR article_title:""palm oil"" OR article_title:""soybean oil"" OR article_title:""sunflower oil"" OR article_title:""groundnut oil"" OR article_title:""coconut oil"" OR article_title:""rice bran oil"" OR article_title:""cottonseed oil"" OR article_title:""sesame oil"" OR article_title:""olive oil"" OR article_title:""rapeseed-mustard oil"") AND (article_title:FSSAI OR article_title:FDA OR article_title:FSDA OR article_title:""food safety"" OR article_title:""food safety department"" OR article_title:""food safety officer"" OR article_title:raid* OR article_title:seiz* OR article_title:""sample collected"" OR article_title:""samples collected"" OR article_title:""samples sent"" OR article_title:""lab test"" OR article_title:""quality test"" OR article_title:prosecut* OR article_title:penal* OR article_title:fine OR article_title:ban* OR article_title:""license suspended"" OR article_title:""licence suspended"" OR article_title:""shop sealed"" OR article_title:warehouse OR article_title:godown OR article_title:arrest* OR article_title:crackdown OR article_title:inspection) AND language:en) AND NOT (ghee OR vanaspati)",medium,adjacent_or_unclear,irrelevant,0.7,Edible-oil term appears without an adulteration/enforcement signal.,Sonkatch: Five arrested for Rs 60L edible oil theft https://www.freepressjournal.in/indore/sonkatch-five-arrested-for-rs-60l-edible-oil-theft
3278,Edible oil makers urge for lifting of futures trade ban on crude palm oil and soy oil on commodity exchanges,financialexpress.com,2022-09-13,https://www.financialexpress.com/market/commodities/edible-oil-makers-urge-for-lifting-of-futures-trade-ban-on-crude-palm-oil-and-soy-oil-on-commodity-exchanges/2664648/,title_only,title_oils_enforcement,"((article_title:""edible oil"" OR article_title:""cooking oil"" OR article_title:""vegetable oil"" OR article_title:""refined oil"" OR article_title:""loose oil"" OR article_title:""loose edible oil"" OR article_title:""mustard oil"" OR article_title:""palm oil"" OR article_title:""soybean oil"" OR article_title:""sunflower oil"" OR article_title:""groundnut oil"" OR article_title:""coconut oil"" OR article_title:""rice bran oil"" OR article_title:""cottonseed oil"" OR article_title:""sesame oil"" OR article_title:""olive oil"" OR article_title:""rapeseed-mustard oil"") AND (article_title:FSSAI OR article_title:FDA OR article_title:FSDA OR article_title:""food safety"" OR article_title:""food safety department"" OR article_title:""food safety officer"" OR article_title:raid* OR article_title:seiz* OR article_title:""sample collected"" OR article_title:""samples collected"" OR article_title:""samples sent"" OR article_title:""lab test"" OR article_title:""quality test"" OR article_title:prosecut* OR article_title:penal* OR article_title:fine OR article_title:ban* OR article_title:""license suspended"" OR article_title:""licence suspended"" OR article_title:""shop sealed"" OR article_title:warehouse OR article_title:godown OR article_title:arrest* OR article_title:crackdown OR article_title:inspection) AND language:en) AND NOT (ghee OR vanaspati)",medium,adjacent_or_unclear,irrelevant,0.85,Business/price/import context with no adulteration or enforcement signal.,Edible oil makers urge for lifting of futures trade ban on crude palm oil and soy oil on commodity exchanges https://www.financialexpress.com/market/commodities/edible-oil-makers-urge-for-lifting-of-futures-trade-ban-on-crude-palm-oil-and
3288,Pollachi MP seeks ban on import of coconut oil till copra rates increases,thehindu.com,2022-12-12,https://www.thehindu.com/news/cities/Coimbatore/pollachi-mp-seeks-ban-on-import-of-coconut-oil-till-copra-rates-increases/article66254981.ece,title_only,title_oils_enforcement,"((article_title:""edible oil"" OR article_title:""cooking oil"" OR article_title:""vegetable oil"" OR article_title:""refined oil"" OR article_title:""loose oil"" OR article_title:""loose edible oil"" OR article_title:""mustard oil"" OR article_title:""palm oil"" OR article_title:""soybean oil"" OR article_title:""sunflower oil"" OR article_title:""groundnut oil"" OR article_title:""coconut oil"" OR article_title:""rice bran oil"" OR article_title:""cottonseed oil"" OR article_title:""sesame oil"" OR article_title:""olive oil"" OR article_title:""rapeseed-mustard oil"") AND (article_title:FSSAI OR article_title:FDA OR article_title:FSDA OR article_title:""food safety"" OR article_title:""food safety department"" OR article_title:""food safety officer"" OR article_title:raid* OR article_title:seiz* OR article_title:""sample collected"" OR article_title:""samples collected"" OR article_title:""samples sent"" OR article_title:""lab test"" OR article_title:""quality test"" OR article_title:prosecut* OR article_title:penal* OR article_title:fine OR article_title:ban* OR article_title:""license suspended"" OR article_title:""licence suspended"" OR article_title:""shop sealed"" OR article_title:warehouse OR article_title:godown OR article_title:arrest* OR article_title:crackdown OR article_title:inspection) AND language:en) AND NOT (ghee OR vanaspati)",medium,adjacent_or_unclear,irrelevant,0.7,Edible-oil term appears without an adulteration/enforcement signal.,Pollachi MP seeks ban on import of coconut oil till copra rates increases https://www.thehindu.com/news/cities/Coimbatore/pollachi-mp-seeks-ban-on-import-of-coconut-oil-till-copra-rates-
