keyword_or_keyphrase,methods_found,method_count,method_agreement_score,total_frequency,document_frequency,tfidf_score_normalized,yake_score_normalized,frequency_score_normalized,document_frequency_score,composite_score,category,review_label,review_reason,example_article_number,example_article_title,example_url,example_context,example_article_id,example_domain,example_publication_date,example_relevance_label,example_relevance_score,example_query_used,example_word_count
laboratory testing,phrase_frequency,1,0.333333,7,7,0.0,0.0,0.015284,0.068627,0.04592,other_candidate,drop,outside edible-oil/adulteration domain,1,"110 kg chicken, 825 kg fake paneer, banned colours and chemicals seized: How to check purity at home",https://timesofindia.indiatimes.com/life-style/food-news/110-kg-chicken-825-kg-fake-paneer-banned-colours-and-chemicals-seized-how-to-check-purity-at-home/articleshow/131873428.cms,...lity. The official said enforcement drives are continuing across the city and food samples have been sent for laboratory testing. More inspections are likely in the coming days. What is Analogue Paneer? As defined by the FSSAI for regulat...,06040b95-a9aa-41e1-a352-268d2f795adc,timesofindia.indiatimes.com,2026-06-20,irrelevant,,"""cooking oil"" adulteration India",927
adulterants,phrase_frequency,1,0.333333,11,6,0.0,0.0,0.024017,0.058824,0.045759,other_candidate,drop,low score or outside edible-oil/adulteration scope,5,800 kg fake khoya destroyed: 5 ways to check the purity at home and how to make preservative-free khoya,https://timesofindia.indiatimes.com/life-style/food-news/800-kg-fake-khoya-destroyed-5-ways-to-check-the-purity-at-home-and-how-to-make-preservative-free-khoya/articleshow/131217407.cms,"...adulterated khoya in Agra. The consignment was reportedly brought from Dholpur in Rajasthan. Most common mawa adulterants As per experts, the most common adulterants used in making fake mawa are starch, vegetable fats, blotting pap...",4ee92ac2-8d45-44d3-ae2e-3d4dfea256ea,timesofindia.indiatimes.com,2026-05-20,irrelevant,,"""oil"" ""food safety"" ""seized"" India",659
fatty acids,phrase_frequency,1,0.333333,15,5,0.0,0.0,0.032751,0.04902,0.045599,other_candidate,drop,outside edible-oil/adulteration domain,48,Fake Ghee Identity: Thousands of tonnes of adulterated ghee seized: Hereâs how to identify fake ghee | - Times of India,https://timesofindia.indiatimes.com/life-style/food-news/thousands-of-tonnes-of-adulterated-ghee-seized-heres-how-to-identify-fake-ghee/articleshow/111258066.cms,"...that supports digestive health and has anti-inflammatory properties. Also, it is proven that these essential fatty acids are important for heart health and brain function. In traditional Ayurvedic medicine, ghee is believed to aid...",b4877a6a-6123-47ec-ba49-d2c686a0c614,timesofindia.indiatimes.com,2024-06-25,irrelevant,,"""oil"" ""food safety"" ""seized"" India",782
oil worth,phrase_frequency,1,0.333333,9,6,0.0,0.0,0.019651,0.058824,0.045104,other_candidate,drop,low score or outside edible-oil/adulteration scope,2,FDA seizes energy drink stock worth Rs 56L over misbranding,https://timesofindia.indiatimes.com/city/aurangabad/fda-seizes-energy-drink-stock-worth-rs-56l-over-misbranding/articleshow/131489352.cms,"...or lab testing, Patil said. Crackdown in Parbhani & BeedFDA officials seized bakery products and loose edible oil worth Rs 3.5 lakh in a separate action in Parbhani on May 29. Officials said packaged items like âCherry Toastâ and...",af5d5af3-49a7-43ed-9bad-0c1f703198e7,timesofindia.indiatimes.com,2026-06-04,relevant,0.9,"""edible oil"" adulteration India",386
food colours,phrase_frequency,1,0.333333,11,5,0.0,0.0,0.024017,0.04902,0.044289,other_candidate,drop,outside edible-oil/adulteration domain,1,"110 kg chicken, 825 kg fake paneer, banned colours and chemicals seized: How to check purity at home",https://timesofindia.indiatimes.com/life-style/food-news/110-kg-chicken-825-kg-fake-paneer-banned-colours-and-chemicals-seized-how-to-check-purity-at-home/articleshow/131873428.cms,"...und 110 kg of prepared fried chicken, half a dozen 15-litre tins of loose cooking oil and artificial chemical food colours. The H-FAST team posted on X,and mentioned that in association with the FSO, they seized large quantities of...",06040b95-a9aa-41e1-a352-268d2f795adc,timesofindia.indiatimes.com,2026-06-20,irrelevant,,"""cooking oil"" adulteration India",927
rapeseed-mustard,phrase_frequency,1,0.333333,26,1,0.0,0.0,0.056769,0.009804,0.043319,other_candidate,drop,low score or outside edible-oil/adulteration scope,84,"Virender Sardana: ‘Ban on blending of mustard oil will benefit farmers, lead to more production of healthier alternative’",https://indianexpress.com/article/cities/chandigarh/ban-on-blending-of-mustard-oil-will-benefit-farmers-lead-to-more-production-of-healthier-alternative-7378786/,...Experts see the FSSAI’s decision as a big opportunity for mustard growers in India and replacing traditional rapeseed-mustard oil varieties with Canola rapeseed-mustard to provide a healthy oil for human consumption and decrease India'...,48a4021c-2fdd-4e64-b340-80827d1d3f5e,indianexpress.com,2021-06-28,relevant,0.95,"""edible oil"" adulteration India",1850
ban,phrase_frequency,1,0.333333,11,4,0.0,0.0,0.024017,0.039216,0.042818,enforcement/evidence,drop,weak domain term below threshold,61,"Crackdown on ‘halal’ products in UP: 2,275 kg of food items seized",https://indianexpress.com/article/cities/lucknow/crackdown-on-halal-products-in-up-2275-kg-of-food-items-seized-9040099/,"Crackdown on ‘halal’ products in UP: 2,275 kg of food items seized The announcement to ban halal-certified products came on Sunday — a day after police in Lucknow booked a company and three organisati...",7bed14b9-d596-4978-819c-93bb7fc92f9b,indianexpress.com,2023-11-24,relevant,0.9,"""edible oil"" adulterated India",547
cheese analogue,phrase_frequency,1,0.333333,11,4,0.0,0.0,0.024017,0.039216,0.042818,other_candidate,drop,outside edible-oil/adulteration domain,1,"110 kg chicken, 825 kg fake paneer, banned colours and chemicals seized: How to check purity at home",https://timesofindia.indiatimes.com/life-style/food-news/110-kg-chicken-825-kg-fake-paneer-banned-colours-and-chemicals-seized-how-to-check-purity-at-home/articleshow/131873428.cms,"...cted nearly 45 retail outlets and eight manufacturing units and found several food business operators selling Cheese Analogue products as paneer, misleading consumers. For the unversed, cheese analogue is made using vegetable fats and...",06040b95-a9aa-41e1-a352-268d2f795adc,timesofindia.indiatimes.com,2026-06-20,irrelevant,,"""cooking oil"" adulteration India",927
paneer in some water,yake,1,0.333333,4,4,0.0,0.0,0.008734,0.039216,0.040526,other_candidate,drop,non-oil food context without edible-oil signal,1,"110 kg chicken, 825 kg fake paneer, banned colours and chemicals seized: How to check purity at home",https://timesofindia.indiatimes.com/life-style/food-news/110-kg-chicken-825-kg-fake-paneer-banned-colours-and-chemicals-seized-how-to-check-purity-at-home/articleshow/131873428.cms,"...and see if the color changes to blue, which means the paneer is artificial. Use arhar dal For this test, boil paneer in some water, and after it cools down, add some tur dal powder and let it rest for 10 minutes. If the color of the paneer...",06040b95-a9aa-41e1-a352-268d2f795adc,timesofindia.indiatimes.com,2026-06-20,irrelevant,,"""cooking oil"" adulteration India",927
paneer made,phrase_frequency,1,0.333333,4,4,0.0,0.0,0.008734,0.039216,0.040526,other_candidate,drop,non-oil food context without edible-oil signal,15,Fake Paneer In Ahmedabad: Whatâs really on your plate? 10 food joints caught selling fake paneer | Ahmedabad News - The Times of India,https://timesofindia.indiatimes.com/city/ahmedabad/whats-really-on-your-plate-10-food-joints-caught-selling-fake-paneer/articleshow/128725872.cms,...(FSSAI) regulations and the Gujarat Provincial Municipal Corporations (GPMC) Act. What's the difference Milk Paneer Made from fresh milk and contains natural milk fat Rich in protein and offers higher nutritional value More expe...,48716919-e384-4d37-a7c2-b3938c8c3725,timesofindia.indiatimes.com,2026-02-24,irrelevant,,"""oil"" ""food safety"" ""seized"" India",626
milk paneer,phrase_frequency,1,0.333333,9,2,0.0,0.0,0.019651,0.019608,0.039222,other_candidate,drop,non-oil food context without edible-oil signal,1,"110 kg chicken, 825 kg fake paneer, banned colours and chemicals seized: How to check purity at home",https://timesofindia.indiatimes.com/life-style/food-news/110-kg-chicken-825-kg-fake-paneer-banned-colours-and-chemicals-seized-how-to-check-purity-at-home/articleshow/131873428.cms,"...ats and non-milk ingredients, but it was allegedly being sold under labels such as ""Paneer"", ""Malai Paneer"", ""Milk Paneer"", and ""Fresh Paneer"". Authorities also found cases where bulk products were repacked under misleading names s...",06040b95-a9aa-41e1-a352-268d2f795adc,timesofindia.indiatimes.com,2026-06-20,irrelevant,,"""cooking oil"" adulteration India",927
sweet potatoes,phrase_frequency,1,0.333333,13,1,0.0,0.0,0.028384,0.009804,0.039062,other_candidate,drop,outside edible-oil/adulteration domain,98,FSSAI Warns About Fake Sweet Potatoes: Here’s How To Check Purity At Home And Cook 6 Delicious Dishes | Health News | Zee News,https://zeenews.india.com/health/fssai-warns-about-fake-sweet-potatoes-here-s-how-to-check-purity-at-home-and-cook-6-delicious-dishes-3008763,"Sweet potatoes have become a popular choice in Indian kitchens thanks to their taste, versatility, and impressive health ben...",c604281c-cd93-44bc-9971-2a18d760703a,zeenews.india.com,,irrelevant,,"""vegetable oil"" adulteration India",556
officials said on monday,yake,1,0.333333,2,2,0.0,0.0,0.004367,0.019608,0.03693,other_candidate,drop,outside edible-oil/adulteration domain,13,"Ahead of Holi, food safety raids net unhygienic sweets, mislabelled oils in GB Nagar",https://www.hindustantimes.com/cities/noida-news/ahead-of-holi-food-safety-raids-net-unhygienic-sweets-mislabelled-oils-in-gb-nagar-101771877000656.html,"...and Greater Noida on Sunday, as they collected samples and seized large quantities of sweets and edible oils, officials said on Monday as they intensified inspections. The drive was carried out to ensure residents are supplied with safe and qua...",6359c859-9e31-4689-a0fa-bd3412be4be5,hindustantimes.com,2026-02-24,irrelevant,,"""edible oil"" adulterated India",481
paneer is often made,yake,1,0.333333,2,2,0.0,0.0,0.004367,0.019608,0.03693,other_candidate,drop,non-oil food context without edible-oil signal,6,"Why did FSSAI bury 900 kg of paneer, worth â¹2.25 lakh, and why one has to be extra careful while buying it in summer - The Times of India",https://timesofindia.indiatimes.com/life-style/food-news/why-did-fssai-bury-900-kg-of-paneer-worth-2-25-lakh-and-why-one-has-to-be-extra-careful-while-buying-it-in-summer/articleshow/130602453.cms,"...Kosi region of Mathura and was intended for supply across Ghaziabad, Delhi, and the NCR. As per reports, fake paneer is often made by mixing milk powder and water, which is further curdled with lime juice and acetic acid. Palm oil is then a...",04c3d3ec-4da1-4e65-89c4-d5775f1ec8de,timesofindia.indiatimes.com,2026-04-29,irrelevant,,"""palm oil"" adulteration India",709
samples to take legal,yake,1,0.333333,2,2,0.0,0.0,0.004367,0.019608,0.03693,other_candidate,drop,low score or outside edible-oil/adulteration scope,78,FSSAI's 2-week long campaign to check adulteration to last till 14 August | Today News,https://www.livemint.com/news/india/fssais-2-week-long-campaign-to-check-adulteration-to-last-till-14-august-11659500215404.html,"...emphasized that failure of any surveillance sample will be immediately followed by the drawing of regulatory samples to take legal action against such operators,"" the statement given by FSSAI added. According to the latest reports received...",0459341e-d440-4616-a97c-17b8b8e7a593,livemint.com,2022-08-03,relevant,0.9,"""edible oil"" adulteration India",567
acids in any oil,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,other_candidate,drop,low score or outside edible-oil/adulteration scope,84,"Virender Sardana: ‘Ban on blending of mustard oil will benefit farmers, lead to more production of healthier alternative’",https://indianexpress.com/article/cities/chandigarh/ban-on-blending-of-mustard-oil-will-benefit-farmers-lead-to-more-production-of-healthier-alternative-7378786/,"...il is determined by its fatty acid composition, which differs from oil to oil. There are three types of fatty acids in any oil including saturated fatty acids (SFAs), mono-unsaturated fatty acids (MUFAs) and polyunsaturated fatty acids...",48a4021c-2fdd-4e64-b340-80827d1d3f5e,indianexpress.com,2021-06-28,relevant,0.95,"""edible oil"" adulteration India",1850
action against another indian,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,other_candidate,drop,outside edible-oil/adulteration domain,54,Poor regulation plagues food safety - The Tribune,https://www.tribuneindia.com/news/comment/poor-regulation-plagues-food-safety-616783,"...ly suspended the sale of three spice blends manufactured by an Indian company. This was followed by a similar action against another Indian spice brand in Singapore. The regulatory action came after the detection of high levels of ethylene oxide, a...",13a8df23-cd22-4f55-85d0-f05d21e61821,tribuneindia.com,2024-05-02,relevant,0.65,"FSSAI ""edible oil"" India",1035
action from the officials,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,other_candidate,drop,outside edible-oil/adulteration domain,49,Food Safety Officials Find Pest-Infested Vegetables and Unhygienic Kitchen Conditions in Hostels | Hyderabad News - Times of India,https://timesofindia.indiatimes.com/city/hyderabad/food-safety-officials-find-pest-infested-vegetables-and-unhygienic-kitchen-conditions-in-hostels/articleshow/111069599.cms,"...he preparation of chapathis, which are a staple in our daily diet, has an unpleasant taste. We need immediate action from the officials to ensure that the food being served is safe, hygienic, and of acceptable quality in hostels,â said Ch Manoj...",c5c2c1ce-18bf-4743-833a-9c1fcbc37b08,timesofindia.indiatimes.com,2024-06-18,relevant,0.95,"""cooking oil"" adulteration India",355
adulteration in a city,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,adulteration/fraud,drop,weak domain term below threshold,7,"Adulterated Osmania biscuits, fake paneer, rotten eggs: What Hyderabad’s crackdown on eateries has revealed",https://indianexpress.com/article/india/adulterated-osmania-biscuits-fake-paneer-rotten-eggs-what-hyderabads-crackdown-on-eateries-has-revealed-10612335/,"...e’s H-FAST (Hyderabad Food Adulteration Surveillance Teams) conduct raids across the city, the extent of food adulteration in a city known for its delicacies is emerging, stunning officials and citizens alike. “Food adulteration is not just a...",b73e96cd-56e7-4a46-8c42-578e352771b3,indianexpress.com,2026-04-01,irrelevant,,"""palm oil"" adulteration India",478
authority will also check,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,other_candidate,drop,outside edible-oil/adulteration domain,78,FSSAI's 2-week long campaign to check adulteration to last till 14 August | Today News,https://www.livemint.com/news/india/fssais-2-week-long-campaign-to-check-adulteration-to-last-till-14-august-11659500215404.html,"...edible oil across the country. Along with checking the adulteration in edible oils, the food safety licensing authority will also check the sale of multi-source edible oils, reported ANI. In the last year's survey, FSSAI found that 2.42% of the...",0459341e-d440-4616-a97c-17b8b8e7a593,livemint.com,2022-08-03,relevant,0.9,"""edible oil"" adulteration India",567
conducted at an edible,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,other_candidate,drop,low score or outside edible-oil/adulteration scope,87,H-FAST flags unhygienic conditions at spice manufacturing units in Hyderabad,https://www.siasat.com/h-fast-flags-unhygienic-conditions-at-spice-manufacturing-units-in-hyderabad-3479147/,"...th food safety officers, flagging unsafe manufacturing and labelling practices. In the first case, a raid was conducted at an edible oil and spice manufacturing facility in Katedan, named Shalimar’s Company, which uncovered serious unhygienic...",3072342f-e7a8-4108-b3c6-97274148eb84,siasat.com,,relevant,0.85,"""edible oil"" adulteration India",258
consumers about the health,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,other_candidate,drop,outside edible-oil/adulteration domain,89,FSSAI flags misleading organic and zero maida claims by food brands,http://www.en.etemaaddaily.com/health/fssai-flags-misleading-organic-and-zero-maida-claims-by-food-brands:1780,"...umers regarding the nature of the product. The authority said such claims can create a false perception among consumers about the health benefits of products. FSSAI found Neuherbs' multivitamin brand ""True Vitamin"" misleading, as the term is neit...",47836cd8-d9ea-4878-9ac4-f80e98e9715d,en.etemaaddaily.com,,relevant,0.55,"FSSAI ""edible oil"" India",529
consumption of gm food,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,other_candidate,drop,outside edible-oil/adulteration domain,84,"Virender Sardana: ‘Ban on blending of mustard oil will benefit farmers, lead to more production of healthier alternative’",https://indianexpress.com/article/cities/chandigarh/ban-on-blending-of-mustard-oil-will-benefit-farmers-lead-to-more-production-of-healthier-alternative-7378786/,"...cally modified (GM), which have not been approved for cultivation in India. Except for cotton, production and consumption of GM food crops is not permitted in India because of health concerns. There is no difference in the quality of imported...",48a4021c-2fdd-4e64-b340-80827d1d3f5e,indianexpress.com,2021-06-28,relevant,0.95,"""edible oil"" adulteration India",1850
fda has also collected,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,enforcement/evidence,drop,weak domain term below threshold,80,FDA urges âbigâ hotels to hand over excess edible oil for bio-diesel | Nagpur News - Times of India,https://timesofindia.indiatimes.com/city/nagpur/fda-urges-big-hotels-to-hand-over-excess-edible-oil-for-bio-diesel/articleshow/88797263.cms,"...has also conducted online training of the 511 anganwadi sevikas (attendants) who prepared food for children. FDA has also collected 73 samples of loose edible oil available in the market and sent them for testing. Around 18,386kg loose oil w...",57bcb7e3-d05a-4860-a4ff-877b36e31382,timesofindia.indiatimes.com,2022-01-10,relevant,0.75,"""edible oil"" seized India",392
fda has also conducted,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,enforcement/evidence,drop,weak domain term below threshold,80,FDA urges âbigâ hotels to hand over excess edible oil for bio-diesel | Nagpur News - Times of India,https://timesofindia.indiatimes.com/city/nagpur/fda-urges-big-hotels-to-hand-over-excess-edible-oil-for-bio-diesel/articleshow/88797263.cms,"...e, who is working under the supervision of FDA joint commissioner Suresh Annapure. As a part of the campaign, FDA has also conducted online training of the 511 anganwadi sevikas (attendants) who prepared food for children. FDA has also collec...",57bcb7e3-d05a-4860-a4ff-877b36e31382,timesofindia.indiatimes.com,2022-01-10,relevant,0.75,"""edible oil"" seized India",392
foods should not add,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,other_candidate,drop,outside edible-oil/adulteration domain,76,"Over 4,000 litre of adulterated oil seized from Chennai store",https://indianexpress.com/article/cities/chennai/over-4-litre-of-adulterated-oil-seized-from-chennai-store-8107733/,"...t to consume food with artificial colours. He said apart from the permissible amount of food colour, the fast foods should not add any other colour to make the dish look appealing to the customers. “Re-cooked oil is not allowed at all,” he...",9e07f2f1-4703-4a36-af39-5c0d5fd27351,indianexpress.com,2022-08-23,irrelevant,,"""adulterated oil"" seized India",397
fssai said on wednesday,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,enforcement/evidence,drop,weak domain term below threshold,82,"FSSAI says 2.42% of 4,461 different edible oils samples found to be of sub-standard quality",https://www.financialexpress.com/industry/fssai-says-2-42-of-4461-different-edible-oils-samples-found-to-be-of-sub-standard-quality/2393346/,"...rom 587 districts and four metros are found to be non-compliant with safety parameters, food safety regulator FSSAI said on Wednesday. Releasing the findings of a nationwide survey conducted during August 25-27, 2020, the Food Safety and Stand...",65f90863-f6a1-4747-8abd-aef4e7d59ca4,financialexpress.com,2021-12-29,relevant,0.95,"""mustard oil"" adulteration India",466
inspection at a sweet,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,enforcement/evidence,drop,weak domain term below threshold,13,"Ahead of Holi, food safety raids net unhygienic sweets, mislabelled oils in GB Nagar",https://www.hindustantimes.com/cities/noida-news/ahead-of-holi-food-safety-raids-net-unhygienic-sweets-mislabelled-oils-in-gb-nagar-101771877000656.html,"...g of gulab jamun was found in an unhygienic condition, allegedly contaminated and exposed to flies, during an inspection at a sweet shop in Sector 62, Noida, officials said, adding that a sample was collected for laboratory testing while the...",6359c859-9e31-4689-a0fa-bd3412be4be5,hindustantimes.com,2026-02-24,irrelevant,,"""edible oil"" adulterated India",481
items such as milk,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,other_candidate,drop,non-oil food context without edible-oil signal,95,Food safety awareness drives held across four Niuland villages,https://morungexpress.com/food-safety-awareness-drives-held-across-four-niuland-villages,"...methods that can be replicated at home, Assumi demonstrated how to detect common adulterants in everyday food items such as milk, spices and oils. “Food safety is not limited to large-scale manufacturers; it begins in our own kitchens,” t...",c5c62a8d-83c9-4505-a685-1ce7565c193b,morungexpress.com,,relevant,0.8,"""cooking oil"" adulteration India",365
kumar said the action,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,other_candidate,drop,outside edible-oil/adulteration domain,20,Bread with no tags seized from outlet in Noida | Noida News - The Times of India,https://timesofindia.indiatimes.com/city/noida/bread-with-no-tags-seized-from-outlet-in-noida/articleshow/126278282.cms,...risk to consumers and clear information on shelf life is mandatory under the Food Safety and Standards Act. Kumar said the action was part of a coordinated enforcement drive underway ahead of New Year celebrations in the city. Multiple tea...,71ca8e32-a48c-4171-9eb4-d977270d58e8,timesofindia.indiatimes.com,2026-01-01,relevant,0.7,"""oil"" ""food safety"" ""seized"" India",396
kumar said the raid,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,enforcement/evidence,drop,weak domain term below threshold,73,Festive season: Spurious khoya seized from Ambala dairy - The Tribune,https://www.tribuneindia.com/news/chandigarh/festive-season-spurious-khoya-seized-from-ambala-dairy-440791,...were seized. The FDA collected six samples of milk-based products for testing. Food Safety Officer Dr Rajeev Kumar said the raid was conducted following a complaint against the dairy. The samples had been seized and would be sent for test...,d761b863-6eb3-44f6-891b-e4a87b141d85,tribuneindia.com,2022-10-13,irrelevant,,"""oil"" ""food safety"" ""seized"" India",285
kumar said they found,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,other_candidate,drop,outside edible-oil/adulteration domain,40,Over 500kg adulterated paneer seized by food safety and drug administration | Patna News - The Times of India,https://timesofindia.indiatimes.com/city/patna/over-500kg-adulterated-paneer-seized-by-food-safety-and-drug-administration/articleshow/118985802.cms,"...dden surge during Holi, so traders resort to adulteration to earn more profit. Food safety officer (FSO) Ajay Kumar said they found adulterated paneer with less than 28% fat content, which is not in compliance with Food Safety and Standards...",c8c21007-7075-426a-bc13-f7ee8230b01c,timesofindia.indiatimes.com,2025-03-13,relevant,1.0,"""edible oil"" adulteration India",398
lakh after the food,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,other_candidate,drop,outside edible-oil/adulteration domain,28,Adulterated edible oil worth Rs53L seized in Kanpur raid | Kanpur News - The Times of India,https://timesofindia.indiatimes.com/city/kanpur/adulterated-edible-oil-worth-rs53l-seized-in-kanpur-raid/articleshow/124465364.cms,"...Friday at M/s Gayatri Oil Industry in Fazalganj, seizing approximately 35,727 litres of edible oil worth Rs53 lakh after the Food Safety on Wheels (FSW) test found the samples suspicious. Officials discovered that the oil containers had fr...",6a1a60ef-a50f-4c7c-af5b-0f2671b1e679,timesofindia.indiatimes.com,2025-10-11,relevant,1.0,"FSDA ""edible oil"" seized",247
made entirely from milk,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,other_candidate,drop,non-oil food context without edible-oil signal,40,Over 500kg adulterated paneer seized by food safety and drug administration | Patna News - The Times of India,https://timesofindia.indiatimes.com/city/patna/over-500kg-adulterated-paneer-seized-by-food-safety-and-drug-administration/articleshow/118985802.cms,"...00 per kilogram in the market, while that made from milk powder is being sold at Rs 160/kg. Mawa must also be made entirely from milk. Adding potato or sweet potato for starch and mixing milk powder in mawa is not permitted,"" the food official...",c8c21007-7075-426a-bc13-f7ee8230b01c,timesofindia.indiatimes.com,2025-03-13,relevant,1.0,"""edible oil"" adulteration India",398
official at the uttar,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,other_candidate,drop,outside edible-oil/adulteration domain,61,"Crackdown on ‘halal’ products in UP: 2,275 kg of food items seized",https://indianexpress.com/article/cities/lucknow/crackdown-on-halal-products-in-up-2275-kg-of-food-items-seized-9040099/,"...ompanies and their owners, people part of the anti-national conspiracy and people funding terror outfits”. An official at the Uttar Pradesh Food Safety and Drug Administration office said, “It was found that more than 600 companies were sell...",7bed14b9-d596-4978-819c-93bb7fc92f9b,indianexpress.com,2023-11-24,relevant,0.9,"""edible oil"" adulterated India",547
officials of the state,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,other_candidate,drop,outside edible-oil/adulteration domain,61,"Crackdown on ‘halal’ products in UP: 2,275 kg of food items seized",https://indianexpress.com/article/cities/lucknow/crackdown-on-halal-products-in-up-2275-kg-of-food-items-seized-9040099/,"...the state. Clarifying that meat items are exempted from the ban on halal-certified products in Uttar Pradesh, officials of the state’s Food and Safety Department on Thursday said that 2,275 kg of food products have been seized from across 38...",7bed14b9-d596-4978-819c-93bb7fc92f9b,indianexpress.com,2023-11-24,relevant,0.9,"""edible oil"" adulterated India",547
officials said further action,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,other_candidate,drop,outside edible-oil/adulteration domain,17,"Food safety teams seize adulterated khoya in Agra, edible oil in Mânagar | Agra News - The Times of India",https://timesofindia.indiatimes.com/city/agra/food-safety-teams-seize-adulterated-khoya-in-agra-edible-oil-in-mnagar/articleshow/128652372.cms,"...re sealed, and eight samples of mustard oil, rice bran oil and colouring material were collected for testing. Officials said further action would depend on laboratory reports, with criminal proceedings likely if the oil is found toxic. Additional d...",ebca1c9f-6eda-4334-b42a-ca8e2ae9e9a0,timesofindia.indiatimes.com,2026-02-22,relevant,1.0,"FSDA ""edible oil"" seized",243
officials said the teams,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,other_candidate,drop,non-oil food context without edible-oil signal,74,Kolkata Municipal Corporation plans food safety drive ahead of Durga Puja | Kolkata News - Times of India,https://timesofindia.indiatimes.com/city/kolkata/kolkata-municipal-corporation-plans-food-safety-drive-ahead-of-durga-puja/articleshow/94210228.cms,"...and chowmein. However, most of the well known restaurants are conscious about quality and hygiene. Department officials said the teams would carry out checks in stalls near Durga Puja pandals till at least shashthi. ""We have set up a special t...",4007407c-32bc-43b7-a76b-2f402489ed53,timesofindia.indiatimes.com,2022-09-15,relevant,0.95,"""cooking oil"" adulteration India",254
oil against its consumption,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,other_candidate,drop,low score or outside edible-oil/adulteration scope,67,Blended edible oil beneficial: FSSAI | Today News,https://www.livemint.com/news/india/blended-edible-oil-beneficial-fssai-11697567700962.html,"...mt of soybean oil and 2 mt of sunflower oil. India produces a negligible amount sunflower seeds and sunflower oil against its consumption. As per the agriculture ministry’s third advance estimate, India produced 204,000 tonnes of sunflower seed in...",fb8fd08e-4c26-4fba-a1de-7a592ea14fe3,livemint.com,2023-10-18,relevant,0.75,"FSSAI ""edible oil"" India",526
oil but also collected,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,other_candidate,drop,low score or outside edible-oil/adulteration scope,63,Oil Worth â¹40 Lakh Seized On Suspicion Of Adulteration | Kanpur News - Times of India,https://timesofindia.indiatimes.com/city/kanpur/oil-worth-40-lakh-seized-on-suspicion-of-adulteration/articleshow/105083122.cms,"...2 and Dharmendra Kumar Dwivedi, chief food security officer, who had led the raiding team not only seized the oil but also collected 26 samples of other edible items and sent them to the lab for examination. Appropriate proceedings would be i...",d8a3c6a7-c8a8-4bf6-a58f-a3014560b98e,timesofindia.indiatimes.com,2023-11-09,relevant,0.95,"""edible oil"" adulteration India",534
oil in the restaurants,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,other_candidate,drop,low score or outside edible-oil/adulteration scope,40,Over 500kg adulterated paneer seized by food safety and drug administration | Patna News - The Times of India,https://timesofindia.indiatimes.com/city/patna/over-500kg-adulterated-paneer-seized-by-food-safety-and-drug-administration/articleshow/118985802.cms,"...e cooking oil) against adulterated oil. During the campaign, the inspection team checks the quality of edible oil in the restaurants and hotels. Adulteration in mustard oil is not possible. Especially, adding chemicals is completely illegal....",c8c21007-7075-426a-bc13-f7ee8230b01c,timesofindia.indiatimes.com,2025-03-13,relevant,1.0,"""edible oil"" adulteration India",398
oils in the market,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,other_candidate,drop,low score or outside edible-oil/adulteration scope,81,24% edible oil samples adulterated: FSSAI | Today News,https://www.livemint.com/news/india/24-edible-oil-samples-adulterated-fssai-11640775486648.html,"...y standards, while 24.2% samples failed to clear quality metrics, indicating possible adulteration of cooking oils in the market. The FSSAI conducted a nationwide survey during 25-27 August 2020 on edible oils to assess oil safety, qualit...",5e2aa478-ed53-4649-a76c-5ae847bd9759,livemint.com,2021-12-29,relevant,1.0,"""cooking oil"" adulteration India",487
