keyword_or_keyphrase,methods_found,method_count,method_agreement_score,total_frequency,document_frequency,tfidf_score_normalized,yake_score_normalized,frequency_score_normalized,document_frequency_score,composite_score,category,review_label,review_reason,example_article_number,example_article_title,example_url,example_context,source_round_number,next_round_target,keyword_source_scope,keyword_source_article_count,example_article_id,example_domain,example_source,example_publication_date,example_human_label,example_word_count
airlangga said the ban,yake,1,0.333333,1,1,0.0,0.0,0.00045,0.004762,0.034115,enforcement/evidence,drop,weak domain term below threshold,88,Indonesia to reimpose local palm oil sales rule as it ends export ban - BusinessToday,https://www.businesstoday.in/latest/policy/story/indonesia-to-reimpose-local-palm-oil-sales-rule-as-it-ends-export-ban-334387-2022-05-20?utm_source=rssfeed,"..., raising that to 30% in March before scrapping it in favor of higher export levies. PALM OIL FUTURES REBOUND Airlangga said the ban has helped lift the monthly cooking oil stock to 109% of monthly demand from 33% in March, and lower the aver...",1,2,human_irrelevant_articles_only,210,0441a1b3-6b46-4ffe-9233-43f000651d4b,businesstoday.in,businesstoday.in,2022-05-20,irrelevant,557
bajoria said the ban,yake,1,0.333333,1,1,0.0,0.0,0.00045,0.004762,0.034115,enforcement/evidence,drop,weak domain term below threshold,58,Edible oil prices may rise 15-20% as Indonesia bans palm oil exports,https://www.financialexpress.com/market/commodities/edible-oil-prices-may-rise-15-20-as-indonesia-bans-palm-oil-exports/2502078/,"..., they started consuming palm oil. Now there is no alternative, since palm oil is the cheapest oil,” he said. Bajoria said the ban may not last more than a month since Indonesia already has 5 million tonne of palm oil and produces another 4...",1,2,human_irrelevant_articles_only,210,e954a849-517b-42d9-a7e5-dda3b7a58cb9,financialexpress.com,financialexpress.com,2022-04-25,irrelevant,626
ban came when coconut,yake,1,0.333333,1,1,0.0,0.0,0.00045,0.004762,0.034115,enforcement/evidence,drop,weak domain term below threshold,203,Kerala ports lose out as palm oil import ban completes 17 years,https://www.newindianexpress.com/states/kerala/2024/Jul/30/kerala-ports-lose-out-as-palm-oil-import-ban-completes-17-years-4,"...Chamber of Commerce and Industry, says there is a huge demand for palm oil in the Kerala market. “The import ban came when coconut farmers were struggling after the coconut oil prices declined to Rs 47/kg. Now it’s Rs 200/kg and Keralites,...",1,2,human_irrelevant_articles_only,210,344cf1ce-154f-4e2d-a40b-cfb847f0c946,newindianexpress.com,newindianexpress.com,2024-07-30,irrelevant,601
cent of its domestic,yake,1,0.333333,1,1,0.0,0.0,0.00045,0.004762,0.034115,other_candidate,drop,outside edible-oil/adulteration domain,206,"Watch out for these stocks: Niva Bupa, Kotak Mahindra Bank, Ugro Capital, edible oil companies, IndiGo, Prestige Estates, IRB Infrastructure, IFB Agro, Thomas Cook, KRN Heat",https://www.thehindubusinessline.com/markets/watch-out-for-these-stocks-niva-bupa-kotak-mahindra-bank-ugro-capital-edible-oil-companies-indigo-prestige-estates-irb-infrastructure-ifb-agro-thomas-cook-krn-heat/article69646192.ece,"...ng down the prices of cooking oils and protect domestic processing industries. India imports more than 50 per cent of its domestic edible oil requirement. Among others, shares such as Ajanta Soya, Patanjali, AWL Agri Business, Sundrop Brand...",1,2,human_irrelevant_articles_only,210,fadda9d4-b75b-4374-98f6-fa0684bdf4f2,thehindubusinessline.com,thehindubusinessline.com,2025-06-02,irrelevant,1044
cent of the imports,yake,1,0.333333,1,1,0.0,0.0,0.00045,0.004762,0.034115,other_candidate,drop,outside edible-oil/adulteration domain,73,Indonesia's ban on palm oil exports a concern but impact to be transitory: FMCG industry,https://economictimes.indiatimes.com/industry/cons-products/fmcg/indonesias-ban-on-palm-oil-exports-a-concern-but-impact-to-be-transitory-fmcg-industry/articleshow/91234387.cms,"...rts over 90 per cent of its 22 MNT of demand, majorly in the form of CPO. Indonesia constitutes around 50 per cent of the imports, while 45 per cent of imports are from Malaysia and the rest from Thailand, Ind-Ra report said. (Catch all th...",1,2,human_irrelevant_articles_only,210,fc9dae81-e7b3-4244-8cd3-46b389831e11,economictimes.indiatimes.com,indiatimes.com,2022-05-01,irrelevant,565
commissioners of all states,yake,1,0.333333,1,1,0.0,0.0,0.00045,0.004762,0.034115,other_candidate,drop,outside edible-oil/adulteration domain,118,FSSAI asks states to conduct inspections for enforcement of ban on blending of mustard oil ,https://www.thehindubusinessline.com/economy/agri-business/fssai-asks-states-to-conduct-inspections-for-enforcement-of-ban-on-blending-of-mustard-oil/article34769123.ece,"...table oil (MSEVOs) came into effect from June 8. In an order, the food safety authority has asked food safety commissioners of all States and UTs to conduct inspection drive of all units which were licensed for production of mustard blended edible...",1,2,human_irrelevant_articles_only,210,8f4767ba-c3c6-4397-a1ba-431f8861a56f,thehindubusinessline.com,thehindubusinessline.com,2021-06-09,irrelevant,196
consumers that the product,yake,1,0.333333,1,1,0.0,0.0,0.00045,0.004762,0.034115,other_candidate,drop,outside edible-oil/adulteration domain,134,AGMARK certification not required for imported blended edible oil: FSSAI ,https://www.thehindubusinessline.com/economy/agmark-certification-not-required-for-imported-blended-edible-oil-fssai/article65783272.ece,"...tion to obtaining a valid FSSAI license. AGMARK is a certification mark for agricultural produce that assures consumers that the product conforms to standards notified by the Directorate of Marketing & Inspection (DMI), which is part of the Agric...",1,2,human_irrelevant_articles_only,210,861b5c25-79b3-4d25-bc27-0438bc719418,thehindubusinessline.com,thehindubusinessline.com,2022-08-18,irrelevant,323
country and the price,yake,1,0.333333,1,1,0.0,0.0,0.00045,0.004762,0.034115,other_candidate,drop,outside edible-oil/adulteration domain,198,"Ban import of palm oil, demand Tiruppur ryots",https://www.newindianexpress.com/states/tamil-nadu/2024/Mar/18/ban-import-of-palm-oil-demand-tiruppur-ryots,"...tributed in all the PDS shops in Tamil Nadu and other states. However, coconut trees are grown throughout the country and the price of copra has dropped to Rs 10. The protesting farmers claimed that if the State and the Union government proc...",1,2,human_irrelevant_articles_only,210,854d5cc4-0251-4235-9c70-f2a0656f9c9a,newindianexpress.com,newindianexpress.com,2024-03-18,irrelevant,165
country saw the price,yake,1,0.333333,1,1,0.0,0.0,0.00045,0.004762,0.034115,other_candidate,drop,outside edible-oil/adulteration domain,171,Explained | Why did Indonesia ban palm oil exports and how will it affect India?,https://www.thehindu.com/news/international/indonesia-palm-oil-export-ban-and-india-impact/article65350522.ece,"...which sells two types of cooking oil — expensive branded cooking oil and cheaper non-branded oil in bulk. The country saw the price of branded palm oil go from 14,000 Indonesian rupiah (IDR) per litre in March 2021, to 22,000 IDR in March th...",1,2,human_irrelevant_articles_only,210,ff42f4c0-aadc-4d55-82da-b08c57112861,thehindu.com,thehindu.com,2022-04-25,irrelevant,1317
cpo and its derivative,yake,1,0.333333,1,1,0.0,0.0,0.00045,0.004762,0.034115,other_candidate,drop,outside edible-oil/adulteration domain,179,"Indonesia ban on crude, RBD palm oil ‘temporary’",https://www.thehindubusinessline.com/economy/agri-business/indonesia-ban-on-crude-rbd-palm-oil-temporary/article65363550.ece,"...conomic Affairs. Domestic prices target According to Airlangga, the Ministry of trade regulates export ban on CPO and its derivative products in order to avoid misinterpretation of the policy. He further said the implementation of the export...",1,2,human_irrelevant_articles_only,210,a59ceba1-e002-4769-90d9-638a15a3f4e3,thehindubusinessline.com,thehindubusinessline.com,2022-04-28,irrelevant,442
derivative but not refined,yake,1,0.333333,1,1,0.0,0.0,0.00045,0.004762,0.034115,other_candidate,drop,outside edible-oil/adulteration domain,63,FMCGs may pinch more if Indonesia bans crude palm oil exports too,https://economictimes.indiatimes.com/markets/commodities/news/fmcgs-may-pinch-more-if-indonesia-bans-crude-palm-oil-exports-too/articleshow/91087103.cms,...f crude palm oil and RBD palm oil could be allowed. Food companies and soap makers use crude palm oil and its derivative but not refined palm oil to manufacture their products. Nestle. While most listed consumer firms are yet to announce quarterl...,1,2,human_irrelevant_articles_only,210,d9c32aac-10be-4e3a-8b30-0e818295ab52,economictimes.indiatimes.com,indiatimes.com,2022-04-26,irrelevant,842
director at the solvent,yake,1,0.333333,1,1,0.0,0.0,0.00045,0.004762,0.034115,other_candidate,drop,outside edible-oil/adulteration domain,52,Indonesia palm oil export ban to hit packaged goods cos | Mint,https://www.livemint.com/industry/retail/indonesia-palm-oil-export-ban-to-hit-packaged-goods-cos-11650819008169.html,"...for end consumers. There is clearly a demand-supply gap, this will impact prices,” said B.V. Mehta, executive director at The Solvent Extractors’ Association of India.",1,2,human_irrelevant_articles_only,210,92f9b392-d18e-4297-b9fc-ab19437a496d,livemint.com,livemint.com,2022-04-24,irrelevant,522
director of the solvent,yake,1,0.333333,1,1,0.0,0.0,0.00045,0.004762,0.034115,other_candidate,drop,outside edible-oil/adulteration domain,166,Cooking oil prices may go up by Rs 3-5 per kg as Indonesia bans palm oil exports,https://www.newindianexpress.com/business/2022/apr/23/cooking-oil-prices-may-go-up-by-rs-3-5-per-kg-as-indonesia-bans-palm-oil-exports-2445679.html,"...dible oil would shoot up in India as the prices (of edible oils) move in tandem,"" said Dr VB Mehta, executive director of The Solvent Extractors' Association of India (SEA of India). He says that the real impact (of the news) would be felt onl...",1,2,human_irrelevant_articles_only,210,25db222f-7110-492f-af68-32960b537f5f,newindianexpress.com,newindianexpress.com,2022-04-23,irrelevant,268
farmers as their product,yake,1,0.333333,1,1,0.0,0.0,0.00045,0.004762,0.034115,other_candidate,drop,outside edible-oil/adulteration domain,88,Indonesia to reimpose local palm oil sales rule as it ends export ban - BusinessToday,https://www.businesstoday.in/latest/policy/story/indonesia-to-reimpose-local-palm-oil-sales-rule-as-it-ends-export-ban-334387-2022-05-20?utm_source=rssfeed,"...t ban, an attempt to control high domestic cooking oil prices, shocking global edible oil markets and angered farmers as their product prices fell. Palm oil, used in everything from margarine to shampoo, comprises a third of the world's vegetab...",1,2,human_irrelevant_articles_only,210,0441a1b3-6b46-4ffe-9233-43f000651d4b,businesstoday.in,businesstoday.in,2022-05-20,irrelevant,557
general of the indonesia,yake,1,0.333333,1,1,0.0,0.0,0.00045,0.004762,0.034115,other_candidate,drop,outside edible-oil/adulteration domain,95,Indonesia seeks to issue first palm oil export permits since ban - BusinessToday,https://www.businesstoday.in/latest/world/story/indonesia-seeks-to-issue-first-palm-oil-export-permits-since-ban-335673-2022-05-30?utm_source=rssfeed,"...bulk cooking oil programme, a senior industry ministry official told media on Monday. Eddy Martono, secretary general of the Indonesia Palm Oil Association (GAPKI), said he hoped exports could soon return to a pre-ban level of 2.5 million to 3...",1,2,human_irrelevant_articles_only,210,3e5cad41-f5b4-4475-8dc4-fd33eb4dad87,businesstoday.in,businesstoday.in,2022-05-30,irrelevant,470
imports before the ban,yake,1,0.333333,1,1,0.0,0.0,0.00045,0.004762,0.034115,enforcement/evidence,drop,weak domain term below threshold,191,Ban on palm oil import through Kerala ports bleeds consumers       ,https://www.thehindu.com/news/national/kerala/ban-on-palm-oil-import-through-kerala-ports-bleeds-consumers/article65504468.ece,"...rage increase of 2-4 lakh tonne before COVID-19 and an average of 2 lakh tonne after COVID-19 compared to the imports before the ban. Now, the Kerala Exporters Forum has given a representation to Minister for Commerce Piyush Goyal requesting...",1,2,human_irrelevant_articles_only,210,1d1352d8-45e7-40b2-8231-fd61a3e8ef39,thehindu.com,thehindu.com,2022-06-07,irrelevant,389
imports will help domestic,yake,1,0.333333,1,1,0.0,0.0,0.00045,0.004762,0.034115,other_candidate,drop,outside edible-oil/adulteration domain,69,"As Indonesia enforces palm oil export ban, should India worry?",http://www.theweek.in/news/biz-tech/2022/04/28/as-indonesia-enforces-palm-oil-export-ban-should-india-worry0.html,"...the import of refined oils boosts domestic crushing and refining of oil-seeds. Indonesia's curbing of refined imports will help domestic refining even more,” Kshitij Purohit, Lead Commodity at CapitalVia Global Research, told The Times of India.",1,2,human_irrelevant_articles_only,210,c60b762d-e1d9-48df-8d59-c2b15a8a0428,theweek.in,theweek.in,2022-04-28,irrelevant,495
industry and the minister,yake,1,0.333333,1,1,0.0,0.0,0.00045,0.004762,0.034115,other_candidate,drop,outside edible-oil/adulteration domain,107,Kuwait bans export of used cooking oil for one year,https://www.siasat.com/kuwait-bans-export-of-used-cooking-oil-for-one-year-2920355/,"...used cooking oil and its waste, local media reported. The announcement was made as the Minister of Trade and Industry and the Minister of State for Youth Affairs issued a Ministerial Resolution No. 172 of 2023 to enhance biofuel production valu...",1,2,human_irrelevant_articles_only,210,6fcfdd5e-e43a-4330-9971-396490933955,siasat.com,siasat.com,2023-11-26,irrelevant,161
litre as of friday,yake,1,0.333333,1,1,0.0,0.0,0.00045,0.004762,0.034115,other_candidate,drop,outside edible-oil/adulteration domain,75,Indonesian farmers stage protests against palm oil export ban - Times of India,https://timesofindia.indiatimes.com/world/rest-of-world/indonesian-farmers-stage-protests-against-palm-oil-export-ban/articleshow/91608348.cms,"...onesia. Trade Ministry data showed as of Friday, bulk cooking oil was priced on average at 17,300 rupiah per litre as of Friday.",1,2,human_irrelevant_articles_only,210,78912afd-9e44-4aea-bb89-6d688caf67ac,timesofindia.indiatimes.com,indiatimes.com,2022-05-17,irrelevant,370
litres of used cooking,yake,1,0.333333,1,1,0.0,0.0,0.00045,0.004762,0.034115,other_candidate,drop,low score or outside edible-oil/adulteration scope,146,Karnataka Food Safety and Drug Administration shifts focus to trans fat reduction in cooking oil,https://www.thehindu.com/news/cities/bangalore/karnataka-food-safety-and-drug-administration-shifts-focus-to-trans-fat-reduction-in-cooking-oil/article69879479.ece,...industry to adopt healthier practices. RUCO agency representatives informed the commissioner that 32.68 lakh litres of used cooking oil had been collected during 2024-25 and 2025-26. Agencies were encouraged to ramp up collection efforts and...,1,2,human_irrelevant_articles_only,210,5bfa1638-bb22-4f60-b1c9-eababaac06b8,thehindu.com,thehindu.com,2025-07-31,irrelevant,293
malaysia said the move,yake,1,0.333333,1,1,0.0,0.0,0.00045,0.004762,0.034115,other_candidate,drop,outside edible-oil/adulteration domain,159,Sri Lanka bans palm oil imports with immediate effect; asks plantations to uproot trees,https://www.newindianexpress.com/world/2021/apr/06/sri-lanka-bans-palm-oil-imports-with-immediate-effect-asks-plantations-to-uproot-trees-2286572.html,"...coconut crop to 3,600 million nuts per year. Reacting to Sri Lanka's decision to ban the import of palm oil, Malaysia said the move is not expected to affect the country's key commodity industry as the country's market is growing in several...",1,2,human_irrelevant_articles_only,210,3eac1594-3a8d-4107-a3d2-8a303dc115ee,newindianexpress.com,newindianexpress.com,2021-04-06,irrelevant,551
market over the domestic,yake,1,0.333333,1,1,0.0,0.0,0.00045,0.004762,0.034115,other_candidate,drop,outside edible-oil/adulteration domain,189,Palm oil price rallies as Indonesia dilly-dallies on revoking export ban ,https://www.thehindubusinessline.com/economy/agri-business/palm-oil-price-rallies-as-indonesia-dilly-dallies-on-revoking-export-ban/article65466888.ece,"...and refined, bleached deodorised (RBD) palm oil as shipments are yet to begin. Uncertainty grips the palm oil market over the domestic market obligations (DMO) that Indonesia said it will impose to allow palm oil exports. The trade is waiting f...",1,2,human_irrelevant_articles_only,210,13d7edb5-bb6a-4e78-be58-6f00ea9057f6,thehindubusinessline.com,thehindubusinessline.com,2022-05-27,irrelevant,651
market under a domestic,yake,1,0.333333,1,1,0.0,0.0,0.00045,0.004762,0.034115,other_candidate,drop,outside edible-oil/adulteration domain,95,Indonesia seeks to issue first palm oil export permits since ban - BusinessToday,https://www.businesstoday.in/latest/world/story/indonesia-seeks-to-issue-first-palm-oil-export-permits-since-ban-335673-2022-05-30?utm_source=rssfeed,...nistry official said. Indonesia is requiring firms to reserve a share of their palm oil exports for the local market under a Domestic Market Obligation (DMO) and to join a bulk cooking oil programme designed to maintain domestic supplies and k...,1,2,human_irrelevant_articles_only,210,3e5cad41-f5b4-4475-8dc4-fd33eb4dad87,businesstoday.in,businesstoday.in,2022-05-30,irrelevant,470
markets of other vegetable,yake,1,0.333333,1,1,0.0,0.0,0.00045,0.004762,0.034115,other_candidate,drop,low score or outside edible-oil/adulteration scope,171,Explained | Why did Indonesia ban palm oil exports and how will it affect India?,https://www.thehindu.com/news/international/indonesia-palm-oil-export-ban-and-india-impact/article65350522.ece,"...ices to record highs. After Indonesia’s unprecedented announcement to ban palm oil exports altogether, global markets of other vegetable oils saw spikes. The price of soybean oil on April 22, saw a 4.5% rise, taking it to a record high of 83.21 c...",1,2,human_irrelevant_articles_only,210,ff42f4c0-aadc-4d55-82da-b08c57112861,thehindu.com,thehindu.com,2022-04-25,irrelevant,1317
months despite the government,yake,1,0.333333,1,1,0.0,0.0,0.00045,0.004762,0.034115,other_candidate,drop,outside edible-oil/adulteration domain,58,Edible oil prices may rise 15-20% as Indonesia bans palm oil exports,https://www.financialexpress.com/market/commodities/edible-oil-prices-may-rise-15-20-as-indonesia-bans-palm-oil-exports/2502078/,...ur-month high. The ban on export of palm oil by Indonesia would mean another set of price hikes in the coming months despite the government’s efforts to promote a]indigenous supply of the edible oil.,1,2,human_irrelevant_articles_only,210,e954a849-517b-42d9-a7e5-dda3b7a58cb9,financialexpress.com,financialexpress.com,2022-04-25,irrelevant,626
officers from the department,yake,1,0.333333,1,1,0.0,0.0,0.00045,0.004762,0.034115,other_candidate,drop,outside edible-oil/adulteration domain,147,"365 litres of palm oil stocked in unhygienic, used cans seized from snacks-making unit in Aruppukottai",https://www.thehindu.com/news/cities/Madurai/365-litres-of-palm-oil-stocked-in-unhygienic-used-cans-seized-from-snacks-making-unit-in-aruppukottai/article69901967.ece,A team of officers from the Department of Food Safety seized 365 litres of palm oil that were stocked in used cans without seal and label from a sna...,1,2,human_irrelevant_articles_only,210,d829613e-dd41-4d06-8166-c18756ea438e,thehindu.com,thehindu.com,2025-08-06,irrelevant,259
officials said on friday,yake,1,0.333333,1,1,0.0,0.0,0.00045,0.004762,0.034115,other_candidate,drop,outside edible-oil/adulteration domain,3,Mumbai DRI seizes heroin worth Rs 125 crore hidden in cooking oil cargo,https://www.mid-day.com/mumbai/mumbai-crime-news/article/mumbai-dri-seizes-heroin-worth-rs-125-crore-hidden-in-cooking-oil-cargo-23195807,"...concealed in a consignment of groundnut oil at the Nhava Port Trust in Navi Mumbai, and arrested one person, officials said on Friday. Following a tipoff, the DRI sleuths swooped on the port on October 4 and detected the huge narcotics contrab...",1,2,human_irrelevant_articles_only,210,78cb9c4b-bab2-417e-9c58-3c77217bd94c,mid-day.com,mid-day.com,2021-10-08,irrelevant,150
oil in a test,yake,1,0.333333,1,1,0.0,0.0,0.00045,0.004762,0.034115,other_candidate,drop,low score or outside edible-oil/adulteration scope,2,Cooking Oil Adulteration: Is your cooking oil adulterated with dangerous metanil yellow colour?,https://timesofindia.indiatimes.com/life-style/food-news/is-your-cooking-oil-adulterated-with-dangerous-metanil-yellow-colour/photostory/86060302.cms,...w in cooking oil. Here’s how you can check the adulteration at home. (Image: istock) 1. Take a sample of 1 ml oil in a test tube. 2. Add 4ml of distilled water to it and shake the test tube. 3. Take 2ml of this mixture in another tes...,1,2,human_irrelevant_articles_only,210,bce54b87-7d6e-45a4-9273-40ad87a634c8,timesofindia.indiatimes.com,indiatimes.com,2021-09-09,irrelevant,303
oil in the production,yake,1,0.333333,1,1,0.0,0.0,0.00045,0.004762,0.034115,other_candidate,drop,low score or outside edible-oil/adulteration scope,117,"Stopped adulteration, so mustard oil is expensive: Agriculture Minister Narendra Singh Tomar",https://www.freepressjournal.in/india/stopped-adulteration-so-mustard-oil-is-expensive-agriculture-minister-narendra-singh-tomar,"...enefit the farmers working in oilseeds and mustard across the country. That is, now the ban on mixing mustard oil in the production and packing of edible vegetable oil prepared from oils from multiple sources has come into force. An order re...",1,2,human_irrelevant_articles_only,210,ef7d4799-8c43-4861-ab70-36ba6f35a149,freepressjournal.in,freepressjournal.in,2021-06-09,irrelevant,662
oil with the tpm,yake,1,0.333333,1,1,0.0,0.0,0.00045,0.004762,0.034115,other_candidate,drop,low score or outside edible-oil/adulteration scope,4,FDA urges âbigâ hotels to hand over excess edible oil for bio-diesel | Nagpur News - Times of India,https://timesofindia.indiatimes.com/city/nagpur/fda-urges-big-hotels-to-hand-over-excess-edible-oil-for-bio-diesel/articleshow/88797263.cms,"...spot tests of the cooking oil with total polar material (TPM) count meter. âThe exercise to check the cooking oil with the TPM meter was to ensure that they were not reused to the extent of becoming hazardous for health,â he said. âTho...",1,2,human_irrelevant_articles_only,210,8881cf6e-374b-42f1-af1d-40e11f97d7df,timesofindia.indiatimes.com,indiatimes.com,2022-01-10,irrelevant,392
president and a farmer,yake,1,0.333333,1,1,0.0,0.0,0.00045,0.004762,0.034115,other_candidate,drop,outside edible-oil/adulteration domain,116,"Why is Donald Trump considering ban on Chinese cooking oil, and how are trade tensions affecting US farmers?",https://economictimes.indiatimes.com/news/international/us/why-is-donald-trump-considering-ban-on-chinese-cooking-oil-and-how-are-trade-tensions-affecting-us-farmers/articleshow/124574341.cms,"...appointment The American Soybean Association (ASA) expressed dismay at the latest threats. Caleb Ragland, ASA president and a farmer from Magnolia, Kentucky, described the potential cancellation of talks as “extremely disappointing.”“Trade wa...",1,2,human_irrelevant_articles_only,210,1931f5f0-e7a9-4fb6-a672-5e16d4dde58f,economictimes.indiatimes.com,indiatimes.com,2025-10-15,irrelevant,580
president of the cochin,yake,1,0.333333,1,1,0.0,0.0,0.00045,0.004762,0.034115,other_candidate,drop,outside edible-oil/adulteration domain,207,Sales of chips hit in Kerala as Nendran banana turns cheap and coconut oil pricey,https://www.thehindubusinessline.com/economy/agri-business/sales-of-chips-hit-in-kerala-as-nendran-banana-turns-cheap-and-coconut-oil-pricey/article69892573.ece,"...rices have started to decline, falling by ₹10 and ₹6 per kg, respectively, in the past week. Thalath Mahmood, President of the Cochin Oil Merchants Association, said the drop is due to increased arrivals from the new copra harvest and expects...",1,2,human_irrelevant_articles_only,210,8b243b55-7037-41df-88d7-ed6397eae7fb,thehindubusinessline.com,thehindubusinessline.com,2025-08-04,irrelevant,589
prices as the country,yake,1,0.333333,1,1,0.0,0.0,0.00045,0.004762,0.034115,other_candidate,drop,outside edible-oil/adulteration domain,180,What forced Indonesia’s flip-flop on crude palm oil export ban,https://www.thehindubusinessline.com/economy/agri-business/what-forced-indonesias-flip-flop-on-crude-palm-oil-export-ban/article65362703.ece,"...hed and deodoursied) palm oil, and palmolein effective today appears to be tied to the necessity to tame food prices as the country prepares to enter post-Eid period of plentiful consumption. There is still speculation, if the export ban has...",1,2,human_irrelevant_articles_only,210,09aeaa6d-d994-4bf6-b60e-116aabed8604,thehindubusinessline.com,thehindubusinessline.com,2022-04-28,irrelevant,738
prices following the russian,yake,1,0.333333,1,1,0.0,0.0,0.00045,0.004762,0.034115,other_candidate,drop,outside edible-oil/adulteration domain,51,Edible oil prices in India to surge as Indonesia to ban palm oil exports | Today News,https://www.livemint.com/news/india/edible-oil-prices-in-india-to-surge-as-indonesia-to-halt-palm-oil-exports-11650684747240.html,"...in double digits for a year now, quickened to a four-month high in March amid a relentless rise in commodity prices following the Russian invasion of Ukraine. The Wholesale Price Index (WPI) rose 14.55% in March from 13.11% in February. Earlier th...",1,2,human_irrelevant_articles_only,210,bea0f119-e7c1-43f9-9501-2561e5633932,livemint.com,livemint.com,2022-04-23,irrelevant,306
prices on the chicago,yake,1,0.333333,1,1,0.0,0.0,0.00045,0.004762,0.034115,other_candidate,drop,outside edible-oil/adulteration domain,48,Indonesia to ban palm oil exports to curb domestic prices,https://economictimes.indiatimes.com/news/international/business/indonesia-to-ban-palm-oil-exports-to-curb-domestic-prices/articleshow/91013410.cms,"...so availability of cooking oil in the domestic market becomes abundant and affordable,"" he said. Soybean oil prices on the Chicago Board of Trade rose 4.5% to a record high of 83.21 cents per pound. oil exports in January that was later lif...",1,2,human_irrelevant_articles_only,210,2bc93499-969c-48af-a5b0-b21d0ac07b7e,economictimes.indiatimes.com,indiatimes.com,2022-04-23,irrelevant,621
products to the world,yake,1,0.333333,1,1,0.0,0.0,0.00045,0.004762,0.034115,other_candidate,drop,outside edible-oil/adulteration domain,159,Sri Lanka bans palm oil imports with immediate effect; asks plantations to uproot trees,https://www.newindianexpress.com/world/2021/apr/06/sri-lanka-bans-palm-oil-imports-with-immediate-effect-asks-plantations-to-uproot-trees-2286572.html,"...d. According to the Sri Lanka Export Development Board, the country is the fourth-largest exporter of coconut products to the world. Coconut accounts for approximately 12 per cent of all agricultural produce in Sri Lanka with the total land...",1,2,human_irrelevant_articles_only,210,3eac1594-3a8d-4107-a3d2-8a303dc115ee,newindianexpress.com,newindianexpress.com,2021-04-06,irrelevant,551
public at a price,yake,1,0.333333,1,1,0.0,0.0,0.00045,0.004762,0.034115,other_candidate,drop,outside edible-oil/adulteration domain,128,Hold surprise raids on edible oil traders: Karumuri Venkata Nageswara Rao,https://www.newindianexpress.com/states/andhra-pradesh/2022/apr/27/hold-surprise-raids-on-edible-oil-traders-karumuri-venkata-nageswara-rao-2447010.html,"...‘Use soya, rice oil’ “AP Oilfed offers Vijaya’s cooking oil in all Rythu Bazars, which should be sold to the public at a price lower than the market price... As there are restrictions on palm oil import, people should be encouraged to u...",1,2,human_irrelevant_articles_only,210,04fa01da-ea89-46ff-a767-3b65d29f0b7c,newindianexpress.com,newindianexpress.com,2022-04-27,irrelevant,305
ramdev and his patanjali,yake,1,0.333333,1,1,0.0,0.0,0.00045,0.004762,0.034115,other_candidate,drop,outside edible-oil/adulteration domain,1,Patanjali's mustard oil unit in Alwar raided by Rajasthan govt: Report,https://www.opindia.com/2021/05/patanjali-mustard-oil-mill-alwar-raided-rajasthan-gehlot/,...he IMA has now filed a Rs 1000 crore defamation case over his statements. IMA’s constant attacks against Baba Ramdev and his Patanjali organisation has intensified after recent reports of the IMA President’s open endorsement and support for usi...,1,2,human_irrelevant_articles_only,210,38237e4f-6b76-4d23-a854-743bda65fd24,opindia.com,opindia.com,2021-05-27,irrelevant,343
secretary in the health,yake,1,0.333333,1,1,0.0,0.0,0.00045,0.004762,0.034115,other_candidate,drop,outside edible-oil/adulteration domain,14,Blended edible oil beneficial: FSSAI | Today News,https://www.livemint.com/news/india/blended-edible-oil-beneficial-fssai-11697567700962.html,"...ffordable, it said. An inter-ministerial committee was set up last year under the chairmanship of the special secretary in the health and family welfare ministry to review the blending of edible oils in general and sunflower oil in particular....",1,2,human_irrelevant_articles_only,210,20fcaf5a-642c-47df-aa70-1885af131081,livemint.com,livemint.com,2023-10-18,irrelevant,526
singh said that business,yake,1,0.333333,1,1,0.0,0.0,0.00045,0.004762,0.034115,other_candidate,drop,outside edible-oil/adulteration domain,131,Khargone: Edible oil worth Rs 50 lakh seized,https://www.freepressjournal.in/indore/khargone-edible-oil-worth-rs-50-lakh-seized,"...at. Whereas it is suspected that 1774 quintals of wheat have been stored without permission. Deputy collector Singh said that business is allowed, but there is doubt on the permission to store. During the investigation, it came to light that th...",1,2,human_irrelevant_articles_only,210,7ce8d3b1-77cb-40f5-8a9d-6c19fc0346b7,freepressjournal.in,freepressjournal.in,2022-06-22,irrelevant,224
supplies at a time,yake,1,0.333333,1,1,0.0,0.0,0.00045,0.004762,0.034115,other_candidate,drop,outside edible-oil/adulteration domain,172,"Indonesia export ban will not include crude palm oil, says sources",https://www.thehindubusinessline.com/economy/agri-business/indonesia-export-ban-will-not-include-crude-palm-oil-says-sources/article65353700.ece,"...'s invasion of major crop producer Ukraine, and now global consumers have no option but to pay top dollar for supplies at a time when global food inflation has soared to a record high. Crude palm futures fall Malaysian benchmark crude pal...",1,2,human_irrelevant_articles_only,210,fe0b3c73-4c0c-4644-a8fc-89ac8d6e0974,thehindubusinessline.com,thehindubusinessline.com,2022-04-25,irrelevant,471
