corpus,food_pool,cause,cause_role,effect,triplet_rows,distinct_sources,mean_confidence,example_url,example_evidence
News,Milk,maltodextrin,adulterant,spike in blood sugar,1,1,0.9,https://www.thehindu.com/news/national/andhra-pradesh/hazardous-chemicals-found-in-milk-during-raids-across-east-godavari/article70823682.ece,Maltodextrin powder is reportedly extracted from the starch of corn and it leads to a spike in blood sugar
News,Milk,maltodextrin,adulterant,affecting gut health,1,1,0.9,https://www.thehindu.com/news/national/andhra-pradesh/hazardous-chemicals-found-in-milk-during-raids-across-east-godavari/article70823682.ece,"Maltodextrin powder is reportedly extracted from the starch of corn and it leads to a spike in blood sugar, affecting gut health."
News,Milk,oxytocin,adulterant,serious harm to consumers,1,1,0.85,https://www.deccanchronicle.com/southern-states/andhra-pradesh/vigil-intensifies-amid-adulterated-milk-scare-in-tirupati-chittoor-districts-1939653,warn that such milk can seriously harm consumers
News,Milk,toxic industrial solvents,adulterant,death,1,1,0.9,https://www.financialexpress.com/healthcare/pharma-healthcare/poisoned-cough-syrup-killed-kids-authorities-cut-the-investigation-short/3164587/,outbreak last summer would eventually kill more than 60 children
News,Milk,toxic industrial solvents,adulterant,ravaging internal organs,1,1,0.9,https://www.financialexpress.com/healthcare/pharma-healthcare/poisoned-cough-syrup-killed-kids-authorities-cut-the-investigation-short/3164587/,solvents that can ravage internal organs
News,Milk,ethylene glycol,adulterant,toxicity,1,1,0.85,https://www.financialexpress.com/healthcare/pharma-healthcare/poisoned-cough-syrup-killed-kids-authorities-cut-the-investigation-short/3164587/,They are also toxic in small doses
News,Milk,diethylene glycol,adulterant,toxicity,1,1,0.85,https://www.financialexpress.com/healthcare/pharma-healthcare/poisoned-cough-syrup-killed-kids-authorities-cut-the-investigation-short/3164587/,They are also toxic in small doses
News,Milk,bacteria,adulterant,death,1,1,0.9,https://www.financialexpress.com/healthcare/pharma-healthcare/poisoned-cough-syrup-killed-kids-authorities-cut-the-investigation-short/3164587/,Indian-made eyedrops laced with bacteria led to the deaths of four Americans.
News,Milk,campylobacter jejuni,adulterant,guillain barre syndrome,1,1,0.95,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/gbs-outbreak-avoid-paneer-cheese-rice-warns-doctor-as-deadly-gbs-infection-crosses-100-one-death-reported/articleshow/117591421.cms,"Campylobacter jejuni, which usually causes stomach infection, triggers the GBS infection"
News,Milk,campylobacter jejuni,adulterant,nausea,1,1,0.9,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/gbs-outbreak-avoid-paneer-cheese-rice-warns-doctor-as-deadly-gbs-infection-crosses-100-one-death-reported/articleshow/117591421.cms,"leading to symptoms like diarrhea, abdominal cramps, fever, and nausea"
News,Milk,guillain barre syndrome,other,paralysis,1,1,0.9,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/gbs-outbreak-avoid-paneer-cheese-rice-warns-doctor-as-deadly-gbs-infection-crosses-100-one-death-reported/articleshow/117591421.cms,Severe cases can lead to paralysis
News,Milk,guillain barre syndrome,other,weakness,1,1,0.9,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/gbs-outbreak-avoid-paneer-cheese-rice-warns-doctor-as-deadly-gbs-infection-crosses-100-one-death-reported/articleshow/117591421.cms,GBS symptoms typically begin with weakness
News,Milk,guillain barré syndrome,other,acuteeffect,1,1,0.7,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/gbs-outbreak-avoid-paneer-cheese-rice-warns-doctor-as-deadly-gbs-infection-crosses-100-one-death-reported/articleshow/117591421.cms,condition can rapidly worsen
News,Milk,campylobacter jejuni,adulterant,gastrointestinal illness,1,1,0.95,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/gbs-outbreak-avoid-paneer-cheese-rice-warns-doctor-as-deadly-gbs-infection-crosses-100-one-death-reported/articleshow/117591421.cms,One major cause is gastroenteritis due to a bacteria C jejuni
News,Milk,bacillus cereus,adulterant,food poisoning,1,1,0.9,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/gbs-outbreak-avoid-paneer-cheese-rice-warns-doctor-as-deadly-gbs-infection-crosses-100-one-death-reported/articleshow/117591421.cms,"Bacillus cereus, which can produce toxins leading to food poisoning"
News,Milk,metanil yellow,adulterant,nausea,1,1,0.9,https://www.thehindu.com/children/what-is-adulteration-and-what-is-its-impact-on-our-daily-lives/article69210912.ece,"can cause nausea, stomach disorders, and food poisoning"
News,Milk,metanil yellow,adulterant,stomach disorders,1,1,0.9,https://www.thehindu.com/children/what-is-adulteration-and-what-is-its-impact-on-our-daily-lives/article69210912.ece,"can cause nausea, stomach disorders, and food poisoning"
News,Milk,metanil yellow,adulterant,food poisoning,1,1,0.9,https://www.thehindu.com/children/what-is-adulteration-and-what-is-its-impact-on-our-daily-lives/article69210912.ece,"can cause nausea, stomach disorders, and food poisoning"
News,Milk,synthetic preservatives,adulterant,cancer/carcinogenicity,1,1,0.95,https://timesofindia.indiatimes.com/city/bareilly/administrative-efforts-to-detect-adulteration-in-sweets-ahead-of-holi-prove-futile-in-pilibhit/articleshow/98434474.cms,use of synthetic preservatives and harmful chemicals in sweets and other food items can result in cancer
News,Milk,harmful chemicals,adulterant,cardiac troubles,1,1,0.9,https://timesofindia.indiatimes.com/city/bareilly/administrative-efforts-to-detect-adulteration-in-sweets-ahead-of-holi-prove-futile-in-pilibhit/articleshow/98434474.cms,"harmful chemicals in sweets and other food items can result in cancer, and serious cardiac as well as respiratory troubles"
News,Milk,harmful chemicals,adulterant,respiratory troubles,1,1,0.9,https://timesofindia.indiatimes.com/city/bareilly/administrative-efforts-to-detect-adulteration-in-sweets-ahead-of-holi-prove-futile-in-pilibhit/articleshow/98434474.cms,"harmful chemicals in sweets and other food items can result in cancer, and serious cardiac as well as respiratory troubles"
News,Milk,preservatives,adulterant,cardiovascular disease,1,1,0.9,https://timesofindia.indiatimes.com/city/bareilly/administrative-efforts-to-detect-adulteration-in-sweets-ahead-of-holi-prove-futile-in-pilibhit/articleshow/98434474.cms,preservatives ... can be a reason for cardiovascular disease
News,Oil,erucic acid,adulterant,retarded growth,1,1,0.85,https://www.thehindu.com/opinion/op-ed/a-ban-a-split-verdict-and-a-health-concern/article69652167.ece,animals fed with high erucic acid-containing mustard oil suffered from ... retarded growth
News,Oil,erucic acid,adulterant,death,1,1,0.85,https://www.thehindu.com/opinion/op-ed/a-ban-a-split-verdict-and-a-health-concern/article69652167.ece,animals fed with high erucic acid-containing mustard oil suffered from ... premature tissue death
News,Oil,food,other,gaining weight,1,1,0.75,https://timesofindia.indiatimes.com/city/nagpur/fda-cracks-whip-on-sweetmarts-namkeen-makers-before-diwali/articleshow/87495424.cms,apart from gaining weight which can affect one's lifestyle
News,Oil,adulterations,adulterant,toxicity in the body,1,1,0.85,https://timesofindia.indiatimes.com/city/nagpur/fda-cracks-whip-on-sweetmarts-namkeen-makers-before-diwali/articleshow/87495424.cms,adulterations trigger toxicity in the body in the long run
News,Oil,sweets,other,diarrhoea,1,1,0.85,https://timesofindia.indiatimes.com/city/nagpur/fda-cracks-whip-on-sweetmarts-namkeen-makers-before-diwali/articleshow/87495424.cms,excess of sweets can cause diarrhoea
News,Oil,adulterated oils,adulterant,serious threat to public health,1,1,0.85,https://www.thehansindia.com/andhra-pradesh/raid-conducted-on-fast-food-centers-and-hotels-for-using-adulterated-oils-891217,using adulterated oils ... posing a serious threat to public health
News,Oil,total polar compounds,adulterant,healtheffect_tpc_injury,1,1,0.9,https://timesofindia.indiatimes.com/city/jamshedpur/drive-against-food-adulteration-in-jsr/articleshow/94237397.cms,Cooking oil containing TPCs beyond 25% is injurious to health
News,Oil,detergent,adulterant,liver damage,1,1,0.85,https://www.freepressjournal.in/mumbai/detergent-urea-refined-oil-alleged-milk-adulteration-racket-busted-in-mumbais-andheri-viral-video-reveals-shocking-details,"substances such as detergent powder, urea, soap solution, refined oil and other synthetic chemicals are being mixed to create milk-like liquid. Residents further claimed that one litre of original milk is allegedly diluted with water and chemicals to produce nearly double the quantity, which is then supplied daily to consumers. Supply Chain Under Scrutiny Locals alleged that milk packets do not reach consumers directly from authorised dairy centres. Instead, the original packets are reportedly diverted to private locations where adulteration takes place. The adulterated milk is then repackaged into fresh pouches and distributed in nearby areas. Health Risks Highlighted Medical experts warn that long-term consumption of adulterated milk can lead to serious health complications. These include kidney and liver damage, impaired growth in children, calcium deficiency in women, and chronic gastrointestinal, skin and eye-related disorders."
News,Oil,reuse of cooking oil in hotels,other,health problems,1,1,0.85,https://www.thehindu.com/news/cities/Kochi/food-safety-dept-initiative-to-check-reuse-of-cooking-oil-in-hotels/article65644073.ece,reuse of oil for cooking in hotels as it would cause health problems
News,Oil,diglyceride,adulterant,injurious to health,1,1,0.85,https://www.thehindubusinessline.com/economy/agri-business/sea-cautions-processors-on-spurious-edible-oil-by-mixing-glycerine-with-fatty-acids/article65730930.ece,such material is injurious to health
News,Oil,spurious milk,other,stomach pain,1,1,0.85,https://timesofindia.indiatimes.com/city/rajkot/3120-litres-of-spurious-milk-seized-in-gir-somnath-crackdown/articleshow/129662555.cms,"consumption of such spurious milk can cause serious health issues, including stomach pain"
News,Oil,spurious milk,other,acidity,1,1,0.85,https://timesofindia.indiatimes.com/city/rajkot/3120-litres-of-spurious-milk-seized-in-gir-somnath-crackdown/articleshow/129662555.cms,"consumption of such spurious milk can cause serious health issues, including... acidity"
News,Oil,spurious milk,other,gas,1,1,0.85,https://timesofindia.indiatimes.com/city/rajkot/3120-litres-of-spurious-milk-seized-in-gir-somnath-crackdown/articleshow/129662555.cms,"consumption of such spurious milk can cause serious health issues, including... gas"
News,Oil,urea,adulterant,kidney ailments,1,1,0.8,https://timesofindia.indiatimes.com/city/rajkot/3120-litres-of-spurious-milk-seized-in-gir-somnath-crackdown/articleshow/129662555.cms,"urea are reportedly used, which can lead to severe kidney and heart ailments"
News,Oil,reuse of cooking oil,other,long term health risks,1,1,0.8,https://www.hindustantimes.com/cities/noida-news/gb-nagar-admin-to-fix-gaps-in-food-and-drug-safety-in-district-101766773786595.html,concerns over the reuse of cooking oil... practices linked to long-term health risks
News,Oil,improper handling of food products,other,long term health risks,1,1,0.8,https://www.hindustantimes.com/cities/noida-news/gb-nagar-admin-to-fix-gaps-in-food-and-drug-safety-in-district-101766773786595.html,"improper handling of food products, practices linked to long-term health risks"
News,Oil,junk food,other,health hazards,1,1,0.8,https://www.hindustantimes.com/cities/chandigarh-news/zero-tolerance-for-adulterated-food-says-health-minister-101664121637394.html,health hazards of junk food are being taught to them
News,Oil,rabbit blood,adulterant,zoonotic diseases,1,1,0.85,https://timesofindia.indiatimes.com/city/chennai/head-11_che_pn_rabbit-blood-oil/articleshow/118155776.cms,"Animal blood, if not adequately processed, carries the risk of zoonotic diseases"
News,Oil,saturated fatty acids,adulterant,cardiovascular disease,1,1,0.85,https://indianexpress.com/article/cities/chandigarh/ban-on-blending-of-mustard-oil-will-benefit-farmers-lead-to-more-production-of-healthier-alternative-7378786/,"Higher consumption of SFAs is known to increase low density lipoprotein (LDL), bad cholesterol, which is associated with increased risk of cardiovascular diseases."
News,Oil,polyunsaturated fatty acids,adulterant,conversion to trans fats at high temperature,1,1,0.8,https://indianexpress.com/article/cities/chandigarh/ban-on-blending-of-mustard-oil-will-benefit-farmers-lead-to-more-production-of-healthier-alternative-7378786/,an oil rich in PUFAs is unstable at very high temperature and gets converted into trans fats
News,Oil,liquid paraffin,adulterant,obesity,1,1,0.85,https://www.thehindu.com/news/national/karnataka/desi-oil-mela-to-be-held-in-mysuru-from-january-9-to-11/article70485199.ece,"adulteration of edible oils with substances like liquid paraffin... raised serious health concerns, including... obesity"
News,Oil,cottonseed oil,adulterant,cardiovascular disease,1,1,0.85,https://www.thehindu.com/news/national/karnataka/desi-oil-mela-to-be-held-in-mysuru-from-january-9-to-11/article70485199.ece,"mixing of cottonseed oil have raised serious health concerns, including heart disease"
News,Oil,adulterated food,other,allergic reaction,1,1,0.9,https://www.healthandme.com/nutrition/kanpur-food-adulteration-fssai-seizes-14000l-of-oil-1320kg-rotten-dates-and-more-ahead-of-festive-season-article-153707864,adulteration could also lead to allergic reactions
News,Oil,recycled oils,adulterant,food poisoning,1,1,0.9,https://thelogicalindian.com/up-food-safety-over-225-kg-of-suspected-chemical-rasogolla-destroyed-in-sambhal-ahead-of-festive-season/,Substances such as recycled oils... can cause food poisoning
News,Oil,artificial colourants,adulterant,food poisoning,1,1,0.9,https://thelogicalindian.com/up-food-safety-over-225-kg-of-suspected-chemical-rasogolla-destroyed-in-sambhal-ahead-of-festive-season/,"Substances such as recycled oils, artificial colourants, and expired dairy products can cause food poisoning"
News,Oil,expired dairy products,adulterant,food poisoning,1,1,0.9,https://thelogicalindian.com/up-food-safety-over-225-kg-of-suspected-chemical-rasogolla-destroyed-in-sambhal-ahead-of-festive-season/,expired dairy products can cause food poisoning
News,Oil,expired dairy products,adulterant,allergic reaction,1,1,0.9,https://thelogicalindian.com/up-food-safety-over-225-kg-of-suspected-chemical-rasogolla-destroyed-in-sambhal-ahead-of-festive-season/,"expired dairy products can cause food poisoning, allergic reactions"
News,Oil,recycled oils,adulterant,long term health complications,1,1,0.85,https://thelogicalindian.com/up-food-safety-over-225-kg-of-suspected-chemical-rasogolla-destroyed-in-sambhal-ahead-of-festive-season/,Substances such as recycled oils... can cause... long-term health complications
News,Oil,artificial colourants,adulterant,long term health complications,1,1,0.85,https://thelogicalindian.com/up-food-safety-over-225-kg-of-suspected-chemical-rasogolla-destroyed-in-sambhal-ahead-of-festive-season/,"Substances such as recycled oils, artificial colourants, and expired dairy products can cause food poisoning, allergic reactions, and long-term health complications"
News,Oil,expired dairy products,adulterant,long term health complications,1,1,0.85,https://thelogicalindian.com/up-food-safety-over-225-kg-of-suspected-chemical-rasogolla-destroyed-in-sambhal-ahead-of-festive-season/,"expired dairy products can cause food poisoning, allergic reactions, and long-term health complications"
News,Oil,food poisoning,other,fflo acuteeffect,1,1,0.75,https://thelogicalindian.com/up-food-safety-over-225-kg-of-suspected-chemical-rasogolla-destroyed-in-sambhal-ahead-of-festive-season/,cause food poisoning
News,Oil,unfit edible oil,adulterant,dropsy,1,1,0.9,https://timesofindia.indiatimes.com/city/chandigarh/investigation-into-dropsy-deaths-in-nabha-new-committee-formed-to-probe-tainted-edible-oil/articleshow/115711329.cms,dropsy deaths which took place
News,Oil,synthetic preservatives,adulterant,cancer/carcinogenicity,1,1,0.95,https://timesofindia.indiatimes.com/city/bareilly/administrative-efforts-to-detect-adulteration-in-sweets-ahead-of-holi-prove-futile-in-pilibhit/articleshow/98434474.cms,use of synthetic preservatives and harmful chemicals in sweets and other food items can result in cancer
News,Oil,preservatives,adulterant,cardiovascular disease,1,1,0.9,https://timesofindia.indiatimes.com/city/bareilly/administrative-efforts-to-detect-adulteration-in-sweets-ahead-of-holi-prove-futile-in-pilibhit/articleshow/98434474.cms,preservatives ... can be a reason for cardiovascular disease
News,Oil,inferior quality edible oil,adulterant,dangerous for health,1,1,0.75,https://timesofindia.indiatimes.com/city/nagpur/fda-busts-fake-edible-oil-racket-1925-litres-seized/articleshow/93957827.cms,The oil the racketeers were selling may be dangerous for health
News,Oil,sanguinarine,adulterant,food poisoning,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/adulterated-mustard-oil-seized-in-ghaziabad-how-to-check-oil-purity-at-home/articleshow/121774827.cms,cases of argemone oil poisoning
News,Oil,total polar compound,adulterant,unsafe for human consumption,1,1,0.8,https://www.deccanchronicle.com/southern-states/telangana/hyderabad-food-safety-dept-seizes-unsafe-cooking-oil-from-burger-king-outlet-1827348,having more than 25% of TPC is not safe for human consumption
News,Oil,substandard oils,other,thyroid,1,1,0.75,https://www.deccanchronicle.com/nation/current-affairs/270322/cheap-edible-oils-cause-serious-ailments.html,risk of developing ailments including thyroid
News,Oil,substandard oils,other,cancer/carcinogenicity,1,1,0.75,https://www.deccanchronicle.com/nation/current-affairs/270322/cheap-edible-oils-cause-serious-ailments.html,risk of developing ailments including ... stomach cancer
News,Oil,substandard oils,other,weaker intestines,1,1,0.75,https://www.deccanchronicle.com/nation/current-affairs/270322/cheap-edible-oils-cause-serious-ailments.html,risk of developing ailments including ... weaker intestines
News,Oil,harmful chemicals,adulterant,cancer/carcinogenicity,1,1,0.8,https://www.newindianexpress.com/states/andhra-pradesh/2023/feb/11/food-safety-dept-to-check-on-oil-merchants-2546465.html,Consumption of such adulterated oils can cause cancer
News,Oil,erucic acid,adulterant,memory impairment,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/explained-why-consumption-of-mustard-oil-is-banned-in-the-us-and-europe/articleshow/111333738.cms,Erucic acid is also associated with many mental disorders like memory impairment
News,Oil,erucic acid,adulterant,accumulation of fat in the body,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/explained-why-consumption-of-mustard-oil-is-banned-in-the-us-and-europe/articleshow/111333738.cms,It also leads to the increased accumulation of fat in the body
News,Oil,erucic acid,adulterant,brain cell harm,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/explained-why-consumption-of-mustard-oil-is-banned-in-the-us-and-europe/articleshow/111333738.cms,harms the brain cells as well
News,Oil,erucic acid,adulterant,myocardial lipidosis,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/explained-why-consumption-of-mustard-oil-is-banned-in-the-us-and-europe/articleshow/111333738.cms,High levels of erucic acid have been linked to the development of myocardial lipidosis
News,Oil,myocardial lipidosis,other,fflo chroniceffect,1,1,0.8,https://timesofindia.indiatimes.com/life-style/food-news/explained-why-consumption-of-mustard-oil-is-banned-in-the-us-and-europe/articleshow/111333738.cms,"accumulation of fat in heart muscle cells, which can impair heart function"
News,Oil,erucic acid,adulterant,growth retardation,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/explained-why-consumption-of-mustard-oil-is-banned-in-the-us-and-europe/articleshow/111333738.cms,high levels of erucic acid have been associated with growth retardation
News,Oil,erucic acid,adulterant,reproductive health issues,1,1,0.75,https://timesofindia.indiatimes.com/life-style/food-news/explained-why-consumption-of-mustard-oil-is-banned-in-the-us-and-europe/articleshow/111333738.cms,high levels of erucic acid might adversely affect reproductive health
News,Oil,erucic acid,adulterant,gastrointestinal illness,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/explained-why-consumption-of-mustard-oil-is-banned-in-the-us-and-europe/articleshow/111333738.cms,Consuming large amounts of erucic acid might cause gastrointestinal issues
News,Oil,gastrointestinal distress,other,fflo acuteeffect,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/explained-why-consumption-of-mustard-oil-is-banned-in-the-us-and-europe/articleshow/111333738.cms,"including diarrhea, stomach cramps, and nausea"
News,Oil,erucic acid,adulterant,cancer/carcinogenicity,1,1,0.75,https://timesofindia.indiatimes.com/life-style/food-news/explained-why-consumption-of-mustard-oil-is-banned-in-the-us-and-europe/articleshow/111333738.cms,concern about the potential carcinogenic effects of long-term consumption of high levels of erucic acid
News,Oil,goitrogens,adulterant,thyroid gland dysfunction,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/explained-why-consumption-of-mustard-oil-is-banned-in-the-us-and-europe/articleshow/111333738.cms,"goitrogens, substances that can interfere with the function of the thyroid gland"
News,Oil,mineral oil,adulterant,gastrointestinal problems,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/harmful-ingredients-in-fake-edible-oil/articleshow/110737364.cms,"ingestion can cause serious health issues, including gastrointestinal problems"
News,Oil,mineral oil,adulterant,liver damage,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/harmful-ingredients-in-fake-edible-oil/articleshow/110737364.cms,"ingestion can cause serious health issues, including gastrointestinal problems, liver damage"
News,Oil,mineral oil,adulterant,cancer/carcinogenicity,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/harmful-ingredients-in-fake-edible-oil/articleshow/110737364.cms,even cancer with prolonged exposure
News,Oil,argemone oil,adulterant,glaucoma,1,1,0.95,https://timesofindia.indiatimes.com/life-style/food-news/harmful-ingredients-in-fake-edible-oil/articleshow/110737364.cms,"characterised by swelling, glaucoma, and even heart failure"
News,Oil,argemone oil,adulterant,heart failure,1,1,0.95,https://timesofindia.indiatimes.com/life-style/food-news/harmful-ingredients-in-fake-edible-oil/articleshow/110737364.cms,"characterised by swelling, glaucoma, and even heart failure"
News,Oil,gossypol,adulterant,reproductive issues,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/harmful-ingredients-in-fake-edible-oil/articleshow/110737364.cms,"gossypol, a naturally occurring toxin that can cause reproductive issues"
News,Oil,gossypol,adulterant,liver damage,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/harmful-ingredients-in-fake-edible-oil/articleshow/110737364.cms,toxin that can cause reproductive issues and liver damage
News,Oil,castor oil,adulterant,severe gastrointestinal issues,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/harmful-ingredients-in-fake-edible-oil/articleshow/110737364.cms,"Ricinoleic acid, the main component of castor oil, can cause severe gastrointestinal issues"
News,Oil,ricinoleic acid,adulterant,severe gastrointestinal issues,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/harmful-ingredients-in-fake-edible-oil/articleshow/110737364.cms,"Ricinoleic acid, the main component of castor oil, can cause severe gastrointestinal issues"
News,Oil,artificial colouring,adulterant,allergic reaction,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/harmful-ingredients-in-fake-edible-oil/articleshow/110737364.cms,These chemicals can cause allergic reactions
News,Oil,artificial colouring and flavouring agents,adulterant,gastrointestinal illness,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/harmful-ingredients-in-fake-edible-oil/articleshow/110737364.cms,"These chemicals can cause allergic reactions, digestive issues"
News,Oil,artificial flavouring,adulterant,allergic reaction,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/harmful-ingredients-in-fake-edible-oil/articleshow/110737364.cms,These chemicals can cause allergic reactions
News,Oil,artificial flavouring agents,adulterant,gastrointestinal illness,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/harmful-ingredients-in-fake-edible-oil/articleshow/110737364.cms,"These chemicals can cause allergic reactions, digestive issues"
News,Oil,artificial colouring,adulterant,cancer/carcinogenicity,1,1,0.8,https://timesofindia.indiatimes.com/life-style/food-news/harmful-ingredients-in-fake-edible-oil/articleshow/110737364.cms,"Long-term exposure to certain artificial additives is linked to more severe conditions, including cancer"
News,Oil,artificial flavouring,adulterant,cancer/carcinogenicity,1,1,0.8,https://timesofindia.indiatimes.com/life-style/food-news/harmful-ingredients-in-fake-edible-oil/articleshow/110737364.cms,"Long-term exposure to certain artificial additives is linked to more severe conditions, including cancer"
News,Oil,artificial colouring,adulterant,neurological effects,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/harmful-ingredients-in-fake-edible-oil/articleshow/110737364.cms,"Long-term exposure to certain artificial additives is linked to more severe conditions, including cancer and neurological disorders"
News,Oil,artificial flavouring,adulterant,neurological effects,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/harmful-ingredients-in-fake-edible-oil/articleshow/110737364.cms,"Long-term exposure to certain artificial additives is linked to more severe conditions, including cancer and neurological disorders"
News,Oil,total polar compounds,adulterant,liver ailments,1,1,0.9,https://swarajyamag.com/news-brief/nhrc-acts-on-complaint-seeks-report-from-fssai-on-rampant-reuse-of-cooking-oil,Medical research links consumption of oil with high TPC content to severe health disorders such as ... liver ailments
News,Oil,total polar compounds,adulterant,clogged arteries,1,1,0.85,https://www.hindustantimes.com/cities/chandigarh-news/ludhiana-fast-food-joint-s-cooking-oil-fails-quality-test-say-health-dept-101764785730988.html,higher levels can lead to clogged arteries
News,Oil,total polar compounds,adulterant,heart problems,1,1,0.9,https://www.hindustantimes.com/cities/chandigarh-news/ludhiana-fast-food-joint-s-cooking-oil-fails-quality-test-say-health-dept-101764785730988.html,higher levels can lead to clogged arteries and heart problems
News,Oil,healtheffect_stomachpain,other,fflo acuteeffect,1,1,0.9,https://timesofindia.indiatimes.com/city/salem/namakkal-bans-shawarma-grilled-chicken/articleshow/103797498.cms,"complained of vomiting, stomach pain and diarrhoea"
News,Oil,hypervitaminosis d,other,kidney damage,1,1,0.85,https://www.hindustantimes.com/cities/chandigarh-news/health-dept-seizes-352-boxes-of-refined-oil-after-6-hospitalised-101745259236048.html,"This can damage kidneys, bones, and soft tissues over time"
News,Oil,hypervitaminosis d,other,bone damage,1,1,0.85,https://www.hindustantimes.com/cities/chandigarh-news/health-dept-seizes-352-boxes-of-refined-oil-after-6-hospitalised-101745259236048.html,"This can damage kidneys, bones, and soft tissues over time"
News,Oil,hypervitaminosis d,other,soft tissue damage,1,1,0.85,https://www.hindustantimes.com/cities/chandigarh-news/health-dept-seizes-352-boxes-of-refined-oil-after-6-hospitalised-101745259236048.html,"This can damage kidneys, bones, and soft tissues over time"
News,Oil,vegetable oil/fat,adulterant,adverse effects in humans,1,1,0.85,https://indianexpress.com/article/world/us-fda-to-ban-use-of-brominated-vegetable-oil-in-food-soda-9429422/,found the potential for adverse effects in humans
News,Oil,sulfuric acid,adulterant,severe health risks,1,1,0.75,https://www.hindustantimes.com/cities/others/ahead-of-festive-season-adulterated-paneer-milk-and-oil-raise-alarms-for-food-safety-in-lucknow-101693406351671.html,"harmful additives like detergent, bicarbonate of soda, and sulfuric acid, posing severe health risks"
News,Oil,unknown adulterant,adulterant,renal failure,1,1,0.8,https://www.thehansindia.com/andhra-pradesh/ap-crackdown-after-milk-contamination-claims-5-lives-1052137,linked to consumption of adulterated milk
News,Oil,toxicity in used cooking oil,adulterant,serious health problems,1,1,0.7,https://www.thehindu.com/news/national/tamil-nadu/fssais-drive-to-convert-used-cooking-oil-as-biofuel-gets-good-response-in-several-districts-in-tn/article70152299.ece,toxicity in used cooking oil that could cause serious health problems
News,Oil,reused cooking oil,adulterant,high blood pressure,1,1,0.9,https://www.deshdoot.com/deshdoot-times/fda-cracks-down-on-shop-selling-reused-cooking-oil,"adulterated oil can cause serious disorders like heart disease, high blood pressure"
News,Oil,reused cooking oil,adulterant,diabetes,1,1,0.9,https://www.deshdoot.com/deshdoot-times/fda-cracks-down-on-shop-selling-reused-cooking-oil,"adulterated oil can cause serious disorders like heart disease, high blood pressure, hardening of the arteries, childhood obesity, and diabetes"
News,Oil,used cooking oil,other,diseases,1,1,0.8,https://www.deshdoot.com/deshdoot-times/fda-cracks-down-on-shop-selling-reused-cooking-oil,blackened oil invites diseases
News,Oil,used cooking oil,adulterant,cancer/carcinogenicity,1,1,0.85,https://www.newkerala.com/news/o/nhrc-seeks-report-fssai-alleged-reuse-cooking-oil-956,exposes citizens to severe health risks including cancer
News,Oil,used cooking oil,adulterant,liver disorders,1,1,0.85,https://www.newkerala.com/news/o/nhrc-seeks-report-fssai-alleged-reuse-cooking-oil-956,"exposes citizens to severe health risks including cancer, heart diseases, and liver disorders"
News,Oil,acrolein,adulterant,oxidative stress,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/what-actually-happens-when-cooking-oil-is-reused-and-why-it-matters/articleshow/124779839.cms,"Studies show they can bind to proteins and DNA, triggering oxidative stress"
News,Oil,acrolein,adulterant,inflammation,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/what-actually-happens-when-cooking-oil-is-reused-and-why-it-matters/articleshow/124779839.cms,triggering oxidative stress and inflammation
News,Oil,reused oil,adulterant,elevated ldl cholesterol,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/what-actually-happens-when-cooking-oil-is-reused-and-why-it-matters/articleshow/124779839.cms,repeatedly heated oils raised LDL cholesterol
