corpus,food_pool,subject,predicate,object,triplet_rows,distinct_sources,mean_confidence,example_url,example_evidence
News,Oil,Hapur raids,issuedby,UPFSDA,1,1,0.85,https://www.healthandme.com/nutrition/kanpur-food-adulteration-fssai-seizes-14000l-of-oil-1320kg-rotten-dates-and-more-ahead-of-festive-season-article-153707864,Raids from Hapur too have led to confiscation
News,Oil,"Seizure of 25,000 kg of Suji",issuedby,UPFSDA,1,1,0.9,https://www.healthandme.com/nutrition/kanpur-food-adulteration-fssai-seizes-14000l-of-oil-1320kg-rotten-dates-and-more-ahead-of-festive-season-article-153707864,"UPFSDA posted that it has seized 25,000 kg of Suji"
News,Oil,seizure of untested soyabean oil,targets,soyabean oil,1,1,0.9,https://timesofindia.indiatimes.com/city/nagpur/fda-seizes-untested-soyabean-oil/articleshow/124398090.cms,seizing massive stocks of untested oil
News,Oil,confiscation of 104 kg paneer,issuedby,Food and Drug Administration,1,1,0.95,https://www.hindustantimes.com/cities/pune-news/fda-crackdown-on-adulteration-continues-104-kg-of-paneer-confiscated-101664543098496.html,"The Food and Drug Administration (FDA), Pune, has confiscated"
News,Oil,UPFSDA raid,targets,rasogolla,1,1,0.9,https://thelogicalindian.com/up-food-safety-over-225-kg-of-suspected-chemical-rasogolla-destroyed-in-sambhal-ahead-of-festive-season/,destroyed about 225 kg of suspected adulterated rasogolla
News,Oil,UPFSDA raid,issuedby,Uttar Pradesh Food Safety and Drug Administration,1,1,0.95,https://thelogicalindian.com/up-food-safety-over-225-kg-of-suspected-chemical-rasogolla-destroyed-in-sambhal-ahead-of-festive-season/,officials from the Uttar Pradesh Food Safety and Drug Administration (UPFSDA) conducted a raid
News,Oil,Closure notices to 110 food joints,issuedby,Food Safety wing,1,1,0.95,https://www.thehindu.com/news/national/kerala/closure-notices-issued-to-110-food-joints-in-kerala/article65389326.ece,Food Safety wing issued closure notices to 110 food joints
News,Oil,Notices for immediate correction,issuedby,Food Safety wing,1,1,0.95,https://www.thehindu.com/news/national/kerala/closure-notices-issued-to-110-food-joints-in-kerala/article65389326.ece,notices were issued to 347 outlets for immediate correction
News,Oil,Ban on new derivative contracts of crude palm oil,issuedby,Sebi,1,1,0.95,https://www.theweek.in/news/biz-tech/2021/12/20/sebi-bans-launch-of-new-derivative-contracts-of-crude-palm-oil.html,Sebi has banned the launch of new derivative contracts of crude palm oil
News,Oil,Ban on new derivative contracts of crude palm oil,targets,crude palm oil,1,1,0.95,https://www.theweek.in/news/biz-tech/2021/12/20/sebi-bans-launch-of-new-derivative-contracts-of-crude-palm-oil.html,banned the launch of new derivative contracts of crude palm oil
News,Oil,Ban on new derivative contracts of crude palm oil,targets,mustard seeds,1,1,0.95,https://www.theweek.in/news/biz-tech/2021/12/20/sebi-bans-launch-of-new-derivative-contracts-of-crude-palm-oil.html,"The list includes chana, and mustard seeds and its derivatives"
News,Oil,Ban on new derivative contracts of crude palm oil,targets,paddy,1,1,0.95,https://www.theweek.in/news/biz-tech/2021/12/20/sebi-bans-launch-of-new-derivative-contracts-of-crude-palm-oil.html,"Launch of new contracts of paddy (non-basmati), wheat, soybean and its derivatives, crude palm oil and moong have been barred"
News,Oil,Sebi ban on new derivative contracts,targets,crude palm oil,1,1,0.95,https://www.theweek.in/news/biz-tech/2021/12/20/sebi-bans-launch-of-new-derivative-contracts-of-crude-palm-oil.html,Sebi has banned the launch of new derivative contracts of crude palm oil
News,Oil,ban on mixing mustard oil,issuedby,government,1,1,0.9,https://www.freepressjournal.in/india/stopped-adulteration-so-mustard-oil-is-expensive-agriculture-minister-narendra-singh-tomar,An order regarding this was issued by the government
News,Oil,Warning on misleading organic claims,issuedby,FSSAI,1,1,0.85,https://www.en.etemaaddaily.com/health/nhrc-issues-notice-to-fssai-over-rampant-reuse-of-cooking-oil-by-eateries:183618,FSSAI flags misleading organic and zero maida claims
News,Oil,Domestic Market Obligation,targets,palm oil,1,1,0.9,https://www.businesstoday.in/latest/policy/story/indonesia-to-reimpose-local-palm-oil-sales-rule-as-it-ends-export-ban-334387-2022-05-20?utm_source=rssfeed,impose a Domestic Market Obligation on palm oil
News,Oil,Domestic Market Obligation,issuedby,Indonesia government,1,1,0.9,https://www.businesstoday.in/latest/policy/story/indonesia-to-reimpose-local-palm-oil-sales-rule-as-it-ends-export-ban-334387-2022-05-20?utm_source=rssfeed,government will impose a Domestic Market Obligation
News,Oil,RegulatoryAction: Offence Registration,issuedby,FDA,1,1,0.9,https://timesofindia.indiatimes.com/city/nagpur/fda-busts-fake-edible-oil-racket-1925-litres-seized/articleshow/93957827.cms,An offence has been registered against Shankar Duragkar and two others by the FDA team
News,Oil,palm oil export ban,issuedby,Indonesia,1,1,0.95,http://www.theweek.in/news/biz-tech/2022/04/28/as-indonesia-enforces-palm-oil-export-ban-should-india-worry0.html,Indonesia on Thursday began enforcing a complete ban on exports of palm oil.
News,Oil,palm oil export ban,targets,crude palm oil,1,1,0.95,http://www.theweek.in/news/biz-tech/2022/04/28/as-indonesia-enforces-palm-oil-export-ban-should-india-worry0.html,ban applies to supply of crude palm oil
News,Oil,palm oil export ban,targets,RBD palm oil,1,1,0.95,http://www.theweek.in/news/biz-tech/2022/04/28/as-indonesia-enforces-palm-oil-export-ban-should-india-worry0.html,"The ban applies to supply of crude palm oil, RBD palm oil and used cooking oil."
News,Oil,palm oil export ban,targets,used cooking oil,1,1,0.95,http://www.theweek.in/news/biz-tech/2022/04/28/as-indonesia-enforces-palm-oil-export-ban-should-india-worry0.html,"The ban applies to supply of crude palm oil, RBD palm oil and used cooking oil."
News,Oil,show-cause notice,targets,blended cooking oil,1,1,0.9,https://timesofindia.indiatimes.com/city/chennai/chennai-shop-sells-blended-oil-illegally-sealed/articleshow/93735430.cms,given a show-cause notice to explain why he sold blended oil
News,Oil,charges under Food Safety Act,targets,blended oil,1,1,0.85,https://timesofindia.indiatimes.com/city/chennai/chennai-shop-sells-blended-oil-illegally-sealed/articleshow/93735430.cms,Charges would be framed against the trader under the Food Safety Act if food labs declared the oil as unfit for human consumption
News,Oil,TPC value beyond permissible limit in cooking oil,triggeredaction,Seizure of 15 litres of cooking oil,1,1,0.9,https://www.deccanchronicle.com/southern-states/telangana/hyderabad-food-safety-dept-seizes-unsafe-cooking-oil-from-burger-king-outlet-1827348,"The palm oil used for frying non-vegetarian items were found with Total Polar Compound (TPC) value beyond the permissible limit. The TPC value found in the cooking oil was 27.0 which is beyond the permissible limit of 25.0. According to the Food Safety and Standards Authority of India (FSSAI), oil should not have more than 25% TPC and having more than 25% of TPC is not safe for human consumption. For this reason, 15 litres of cooking oil was seized by the Commissioner of Food Safety."
News,Oil,Seizure of 15 litres of cooking oil,targets,palm oil,1,1,0.85,https://www.deccanchronicle.com/southern-states/telangana/hyderabad-food-safety-dept-seizes-unsafe-cooking-oil-from-burger-king-outlet-1827348,"The palm oil used for frying non-vegetarian items were found with Total Polar Compound (TPC) value beyond the permissible limit. The TPC value found in the cooking oil was 27.0 which is beyond the permissible limit of 25.0. According to the Food Safety and Standards Authority of India (FSSAI), oil should not have more than 25% TPC and having more than 25% of TPC is not safe for human consumption. For this reason, 15 litres of cooking oil was seized by the Commissioner of Food Safety."
News,Oil,Fine on 55 shops,targets,multi grain bread,1,1,0.9,https://timesofindia.indiatimes.com/city/ghaziabad/adulterated-food-items-with-false-labels-55-shops-fined-46l/articleshow/93445659.cms,selling poor quality multi grain bread
News,Oil,fine of Rs 4.6 lakh,targets,ice-cream,1,1,0.9,https://timesofindia.indiatimes.com/city/ghaziabad/adulterated-food-items-with-false-labels-55-shops-fined-46l/articleshow/93445659.cms,maximum fine of Rs 4.6 lakh has been imposed on two shops selling substandard ice-cream
News,Oil,fine of Rs 4.6 lakh,targets,noodles,1,1,0.85,https://timesofindia.indiatimes.com/city/ghaziabad/adulterated-food-items-with-false-labels-55-shops-fined-46l/articleshow/93445659.cms,maximum fine of Rs 4.6 lakh has been imposed on two shops selling substandard ice-cream and noodles
News,Oil,paneer adulteration finding,triggeredaction,case presented before the court,1,1,0.9,https://timesofindia.indiatimes.com/city/noida/paneer-seized-in-noida-from-aligarh-found-unsafe-case-filed-in-court/articleshow/122212904.cms,the case was presented before the court of the chief judicial magistrate
News,Oil,license amendment directive,issuedby,FSSAI,1,1,0.9,https://www.thehindubusinessline.com/economy/agri-business/fssai-asks-states-to-conduct-inspections-for-enforcement-of-ban-on-blending-of-mustard-oil/article34769123.ece,asked state food safety commissioners to approach players that had been issued licenses for mustard blending edible vegetable oil in the past and have old licenses to get their licenses suitably amended
News,Oil,ban on blending of mustard oil,issuedby,FSSAI,1,1,0.95,https://www.thehindubusinessline.com/economy/agri-business/fssai-asks-states-to-conduct-inspections-for-enforcement-of-ban-on-blending-of-mustard-oil/article34769123.ece,FSSAI has banned blending of mustard oil with other edible oils
News,Oil,raids on godowns,targets,edible oils,1,1,0.85,https://www.thehansindia.com/news/cities/visakhapatnam/visakhapatnam-traders-find-new-ways-to-strike-a-deal-733011,A large quantity of oils was seized
News,Oil,"seizure of 18,000 litres of fake edible oil",issuedby,Food Safety and Standards Association of India,1,1,0.95,https://timesofindia.indiatimes.com/life-style/food-news/harmful-ingredients-in-fake-edible-oil/articleshow/110737364.cms,"18,000 litres of fake edible oil were seized in Ajmer, Rajasthan by the Food Safety and Standards Association of India"
News,Oil,Operation Oil,issuedby,Food Safety department,1,1,0.95,https://www.thehindu.com/news/national/kerala/operation-oil-manufacturer-to-be-allowed-to-launch-only-one-brand-of-oil/article66144992.ece,Food Safety department launched a special drive called 'Operation Oil'
News,Oil,fines,issuedby,Food Safety department,1,1,0.85,https://www.thehindu.com/news/national/kerala/operation-oil-manufacturer-to-be-allowed-to-launch-only-one-brand-of-oil/article66144992.ece,notices were issued against the violators of safety norms who were also slapped with fines
News,Oil,Operation Shawarma,targets,shawarma,1,1,0.9,https://www.thehindu.com/news/national/kerala/operation-oil-manufacturer-to-be-allowed-to-launch-only-one-brand-of-oil/article66144992.ece,legal action was taken against 177 shops that did not comply with the norms under Operation Shawarma
News,Oil,Operation Matsya,targets,fish,1,1,0.9,https://www.thehindu.com/news/national/kerala/operation-oil-manufacturer-to-be-allowed-to-launch-only-one-brand-of-oil/article66144992.ece,"6,959 kg of stale fish was seized and destroyed by the officials as part of 446 inspections conducted under Operation Matsya"
News,Oil,Operation Jaggery,targets,jaggery,1,1,0.85,https://www.thehindu.com/news/national/kerala/operation-oil-manufacturer-to-be-allowed-to-launch-only-one-brand-of-oil/article66144992.ece,"inspections were carried out under various names—Operation Shawarma, Operation Matsya, and Operation Jaggery"
News,Oil,FSDA Crackdown,issuedby,Food Safety and Drug Administration,1,1,0.95,https://timesofindia.indiatimes.com/city/agra/adulterated-dairy-products-seized-in-mathura-aligarh/articleshow/124639650.cms,Food Safety and Drug Administration (FSDA) launched a sweeping crackdown
News,Oil,Notice to FSSAI on reuse of cooking oil,issuedby,NHRC,1,1,0.95,https://swarajyamag.com/news-brief/nhrc-acts-on-complaint-seeks-report-from-fssai-on-rampant-reuse-of-cooking-oil,NHRC has sent a notice to the Food Safety and Standards Authority of India
News,Oil,Notice to FSSAI on reuse of cooking oil,issuedby,National Human Rights Commission,1,1,0.95,https://swarajyamag.com/news-brief/nhrc-acts-on-complaint-seeks-report-from-fssai-on-rampant-reuse-of-cooking-oil,NHRC has sent a notice to the Food Safety and Standards Authority of India
News,Oil,Seizure of substandard food products in Nashik,targets,Food products,1,1,0.9,https://www.freepressjournal.in/pune/nashik-fda-launches-massive-crackdown-food-products-worth-rs-99192-seized-across-district,seized a stock of suspicious and substandard food products
News,Oil,Diwali Special Campaign,issuedby,Uttar Pradesh Food Safety and Drug Administration,1,1,0.9,https://www.hindustantimes.com/india-news/up-carries-out-intensive-campaign-against-food-adulteration-ahead-of-diwali-101760866486262.html,enforcement teams of the Food Safety and Drug Administration department carried out inspections
News,Oil,Diwali Special Campaign,issuedby,Yogi Adityanath government,1,1,0.9,https://www.hindustantimes.com/india-news/up-carries-out-intensive-campaign-against-food-adulteration-ahead-of-diwali-101760866486262.html,Yogi Adityanath government has resolved to extend this drive
News,Oil,Onam food inspection drive,issuedby,district food safety department,1,1,0.9,https://timesofindia.indiatimes.com/city/thiruvananthapuram/special-squads-to-conduct-inspections-at-food-outlets/articleshow/93977742.cms,district food safety department has formed four squads to conduct inspections
News,Oil,export ban on palm oil,issuedby,Indonesia,1,1,0.9,https://economictimes.indiatimes.com/small-biz/trade/exports/insights/food-protectionism-ramps-up-as-indonesia-bans-palm-oil-exports/articleshow/91167554.cms,Indonesia bans palm oil exports
News,Oil,export ban on palm oil,targets,palm oil,1,1,0.95,https://economictimes.indiatimes.com/small-biz/trade/exports/insights/food-protectionism-ramps-up-as-indonesia-bans-palm-oil-exports/articleshow/91167554.cms,"ban on cooking oil exports, covering palm oil products"
News,Oil,detention of two tankers,issuedby,Indonesia Navy,1,1,0.85,https://economictimes.indiatimes.com/small-biz/trade/exports/insights/food-protectionism-ramps-up-as-indonesia-bans-palm-oil-exports/articleshow/91167554.cms,Navy said it detained two tankers
News,Oil,detention of tankers,targets,palm oil,1,1,0.9,https://economictimes.indiatimes.com/small-biz/trade/exports/insights/food-protectionism-ramps-up-as-indonesia-bans-palm-oil-exports/articleshow/91167554.cms,detained two tankers carrying palm oil
News,Oil,Inspection drive on oil blending,issuedby,FSSAI,1,1,0.95,https://www.businesstoday.in/current/economy-politics/fssai-urges-states-to-enforce-ban-on-blending-of-mustard-oil-with-other-cooking-oils/story/441253.html,food regulator has issued an order on June 8 asking all the Commissioners of Food Safety of States/UTs and Central Licensing Authority to carry out an inspection drive
News,Oil,public notice identifying several food products as substandard,issuedby,"Food Safety Administration, Dimapur Zone",1,1,0.95,https://nagalandpost.com/food-safety-administration-flags-substandard-food-products/,issued a public notice identifying several food products as substandard
News,Oil,legal proceedings against sellers,issuedby,Food Safety Administration,1,1,0.95,https://nagalandpost.com/food-safety-administration-flags-substandard-food-products/,legal proceedings have been initiated against the sellers involved
News,Oil,RegulatoryAction_LicenseCancellation,targets,Iwins Restaurant,1,1,0.95,https://timesofindia.indiatimes.com/city/salem/namakkal-bans-shawarma-grilled-chicken/articleshow/103797498.cms,cancelled its licence permanently
News,Oil,RegulatoryAction_LicenseCancellation,issuedby,S Uma,1,1,0.9,https://timesofindia.indiatimes.com/city/salem/namakkal-bans-shawarma-grilled-chicken/articleshow/103797498.cms,"Namakkal collector S Uma sealed the hotel, named Iwins Restaurant, and cancelled its licence permanently"
News,Oil,departmental inquiry,issuedby,Ma Subramaniam,1,1,0.95,https://timesofindia.indiatimes.com/city/salem/namakkal-bans-shawarma-grilled-chicken/articleshow/103797498.cms,health and family welfare minister Ma Subramaniam on Tuesday ordered a departmental inquiry
News,Oil,Adulterated milk products found at Shree Satya Dairy,triggeredaction,Case registration at Prantij police station,1,1,0.85,https://thelogicalindian.com/gujarat-factory-used-300-litres-real-milk-to-produce-1800-litres-fake-milk-daily-for-5-years/,A case has been registered at Prantij police station
News,Oil,Substandard edible oil finding in Nandurbar,triggeredaction,Legal action under Food Safety and Standards Act,1,1,0.95,https://indianexpress.com/article/cities/mumbai/substandard-edible-oil-found-in-nandurbar-minister-warns-of-action-10112216/,legal action has been initiated in two cases under the Food Safety and Standards Act
News,Oil,Seizure of 105 tins,targets,refined soybean oil,1,1,0.9,https://timesofindia.indiatimes.com/city/ahmedabad/amc-seizes-105-tins-of-suspicious-cooking-oil-from-behrampura/articleshow/120648762.cms,"15 tins of refined soybean oil (Ananta brand), were seized"
News,Oil,Sealing of vegetable chutney unit,issuedby,Ahmedabad Municipal Corporation,1,1,0.95,https://timesofindia.indiatimes.com/city/ahmedabad/amc-seizes-105-tins-of-suspicious-cooking-oil-from-behrampura/articleshow/120648762.cms,leading to the sealing of the facility
News,Oil,Sealing of vegetable chutney unit,targets,vegetable chutney,1,1,0.9,https://timesofindia.indiatimes.com/city/ahmedabad/amc-seizes-105-tins-of-suspicious-cooking-oil-from-behrampura/articleshow/120648762.cms,inspection at a vegetable chutney manufacturing unit
News,Oil,seizure of 306kg of adulterated sweets and savouries,issuedby,food safety department,1,1,0.95,https://timesofindia.indiatimes.com/city/coimbatore/massive-seizure-of-306kg-of-adulterated-sweets-and-snacks-in-coimbatore/articleshow/114745386.cms,The food safety department has seized about 306kg of adulterated
News,Oil,notices to 32 shops,issuedby,food safety department,1,1,0.95,https://timesofindia.indiatimes.com/city/coimbatore/massive-seizure-of-306kg-of-adulterated-sweets-and-snacks-in-coimbatore/articleshow/114745386.cms,"32 shops, including bakeries and hotels, were issued notices"
News,Oil,"fine of 2,000 each on five shops",issuedby,food safety department,1,1,0.95,https://timesofindia.indiatimes.com/city/coimbatore/massive-seizure-of-306kg-of-adulterated-sweets-and-snacks-in-coimbatore/articleshow/114745386.cms,"officials have imposed a fine of 2,000 each on five shops"
News,Oil,surprise checks on edible oil traders,targets,edible oil,1,1,0.9,https://www.newindianexpress.com/states/andhra-pradesh/2022/apr/27/hold-surprise-raids-on-edible-oil-traders-karumuri-venkata-nageswara-rao-2447010.html,to conduct surprise checks and register bind over cases if traders are found guilty of unauthorised stockpiling or creating artificial shortage of edible oil
News,Oil,McDonald's license suspension,issuedby,Maharashtra FDA,1,1,0.95,https://economictimes.indiatimes.com/industry/cons-products/food/maha-fda-cracks-down-on-mcdonalds-catches-fast-food-major-using-cheap-vegetable-oil-in-place-of-cheese/articleshow/107934081.cms,the outlet's licence was suspended
News,Oil,McDonald's license suspension,targets,cheese analogues,1,1,0.85,https://economictimes.indiatimes.com/industry/cons-products/food/maha-fda-cracks-down-on-mcdonalds-catches-fast-food-major-using-cheap-vegetable-oil-in-place-of-cheese/articleshow/107934081.cms,the outlet's licence was suspended
News,Oil,legal action,targets,expired mustard oil,1,1,0.85,https://timesofindia.indiatimes.com/city/ranchi/expired-mustard-oil-seized-in-hazaribag-food-safety-raid/articleshow/130094279.cms,legal action would be initiated under provisions of the Food Safety and Standards Act
News,Oil,ban on new derivative contracts,issuedby,Sebi,1,1,0.95,https://www.financialexpress.com/market/commodities/sebi-bans-launch-of-new-derivative-contracts-of-crude-palm-oil-few-other-agri-commodities/2384767/,Sebi has banned the launch of new derivative contracts
News,Oil,ban on new derivative contracts,targets,crude palm oil,1,1,0.95,https://www.financialexpress.com/market/commodities/sebi-bans-launch-of-new-derivative-contracts-of-crude-palm-oil-few-other-agri-commodities/2384767/,banned the launch of new derivative contracts of crude palm oil
News,Oil,Sebi ban on new derivative contracts,targets,mustard seeds,1,1,0.95,https://www.financialexpress.com/market/commodities/sebi-bans-launch-of-new-derivative-contracts-of-crude-palm-oil-few-other-agri-commodities/2384767/,"The list includes chana, and mustard seeds and its derivatives"
News,Oil,ban on new derivative contracts,targets,chana,1,1,0.95,https://www.financialexpress.com/market/commodities/sebi-bans-launch-of-new-derivative-contracts-of-crude-palm-oil-few-other-agri-commodities/2384767/,The list includes chana
News,Oil,strict action against malpractices,issuedby,Health and Food Safety departments,1,1,0.9,https://www.thehindu.com/news/national/kerala/keralas-food-minister-hints-at-further-coconut-oil-price-cuts-ahead-of-onam/article69946971.ece,Health and Food Safety departments have already launched strict action
News,Oil,suspension of licence,issuedby,Sanjay Shrivastava,1,1,0.95,https://www.freepressjournal.in/bhopal/bhopal-lose-oil-sale-fda-suspends-mills-licence,Joint Collector and FDA officer Sanjay Shrivastava passed the order
News,Oil,seizure of goods,targets,adulterated or contaminated products,1,1,0.85,https://timesofindia.indiatimes.com/city/ranchi/ranchi-intensifies-food-safety-inspections-amid-festival-season/articleshow/114707880.cms,"If bigger establishments are found selling adulterated or contaminated products, they will face immediate seizure of goods"
News,Oil,IncidentFinding: Mawa Seizure Jabalpur,triggeredaction,Warehouse Sealing Jabalpur,1,1,0.9,https://www.freepressjournal.in/bhopal/mp-300-kgs-of-adulterated-mawa-seized-in-ujjain-ahead-of-diwali-was-brought-from-gujarat,food safety officers sealed a huge warehouse
News,Oil,confiscation of 352 boxes and 13 bottles of refined oil,issuedby,Patiala health department,1,1,0.95,https://www.hindustantimes.com/cities/chandigarh-news/health-dept-seizes-352-boxes-of-refined-oil-after-6-hospitalised-101745259236048.html,We have already confiscated 352 boxes and 13 bottles of the refined oil.
News,Oil,confiscation of 352 boxes and 13 bottles of refined oil,targets,refined oil,1,1,0.95,https://www.hindustantimes.com/cities/chandigarh-news/health-dept-seizes-352-boxes-of-refined-oil-after-6-hospitalised-101745259236048.html,confiscated 352 boxes and 13 bottles of the refined oil
News,Oil,legal steps in accordance with food safety laws,issuedby,Patiala health department,1,1,0.85,https://www.hindustantimes.com/cities/chandigarh-news/health-dept-seizes-352-boxes-of-refined-oil-after-6-hospitalised-101745259236048.html,Legal steps will be taken in accordance with the food safety laws
News,Oil,raid on edible oil hoarding,targets,cooking oil,1,1,0.9,https://www.thehindu.com/news/cities/Visakhapatnam/vigilance-officials-conduct-raids-to-check-hoarding-of-edible-oil/article65202544.ece,raids on the hoarding of edible oil
News,Oil,raid on edible oil hoarding,issuedby,Food and Safety Department,1,1,0.85,https://www.thehindu.com/news/cities/Visakhapatnam/vigilance-officials-conduct-raids-to-check-hoarding-of-edible-oil/article65202544.ece,Food and Safety Department also participated in the raids
News,Oil,Sealing of oil shop in Pillayar Koil Street,issuedby,Chennai Food Safety Officials,1,1,0.95,https://timesofindia.indiatimes.com/city/chennai/chennai-shop-with-4-3-tonnes-of-blended-cooking-oil-in-sump-sealed/articleshow/93741067.cms,Food safety officials in Chennai on Tuesday sealed a small oil shop
News,Oil,"Seizure of 2,993 quintals of spurious food",issuedby,Uttar Pradesh Food Safety and Drug Administration,1,1,0.95,https://www.hindustantimes.com/india-news/almost-3-000-quintals-of-spurious-food-seized-1-155-quintals-destroyed-ahead-of-diwali-in-up-101760536940401.html,"Uttar Pradesh's Food Safety and Drug Administration has since October 8 seized 2,993 quintals"
News,Oil,"Seizure of 2,993 quintals of spurious food",targets,adulterated or unsafe food,1,1,0.9,https://www.hindustantimes.com/india-news/almost-3-000-quintals-of-spurious-food-seized-1-155-quintals-destroyed-ahead-of-diwali-in-up-101760536940401.html,"seized 2,993 quintals of adulterated or unsafe food"
News,Oil,"Destruction of 1,155 quintals of spurious food",targets,spurious material,1,1,0.9,https://www.hindustantimes.com/india-news/almost-3-000-quintals-of-spurious-food-seized-1-155-quintals-destroyed-ahead-of-diwali-in-up-101760536940401.html,"1,155 quintals, worth ₹1.75 crore, were deemed unfit and destroyed"
News,Oil,FIR registration in Unnao,issuedby,Uttar Pradesh Food Safety and Drug Administration,1,1,0.85,https://www.hindustantimes.com/india-news/almost-3-000-quintals-of-spurious-food-seized-1-155-quintals-destroyed-ahead-of-diwali-in-up-101760536940401.html,An FIR each has been registered under the Bharatiya Nyaya Sanhita in Unnao
News,Oil,FIR registration in Mathura,issuedby,Uttar Pradesh Food Safety and Drug Administration,1,1,0.85,https://www.hindustantimes.com/india-news/almost-3-000-quintals-of-spurious-food-seized-1-155-quintals-destroyed-ahead-of-diwali-in-up-101760536940401.html,"An FIR each has been registered under the Bharatiya Nyaya Sanhita in Unnao, Mathura, and Lucknow districts"
News,Oil,paneer adulteration findings,triggeredaction,court cases and fines,1,1,0.9,https://www.hindustantimes.com/cities/others/ahead-of-festive-season-adulterated-paneer-milk-and-oil-raise-alarms-for-food-safety-in-lucknow-101693406351671.html,"142 cases have been brought to court, resulting in fines"
News,Oil,Week-Long Crackdown,issuedby,Maharashtra Food and Drug Administration,1,1,0.95,https://www.freepressjournal.in/mumbai/maharashtra-fdas-week-long-crackdown-leads-to-seizure-of-gutkha-pan-masala-worth-158-crore-102-arrested-across-state,The Maharashtra Food and Drug Administration (FDA) has seized banned pan masala
News,Oil,Week-Long Crackdown,targets,pan masala,1,1,0.9,https://www.freepressjournal.in/mumbai/maharashtra-fdas-week-long-crackdown-leads-to-seizure-of-gutkha-pan-masala-worth-158-crore-102-arrested-across-state,"seized banned pan masala, gutkha and adulterated food products"
News,Oil,Week-Long Crackdown,targets,gutkha,1,1,0.9,https://www.freepressjournal.in/mumbai/maharashtra-fdas-week-long-crackdown-leads-to-seizure-of-gutkha-pan-masala-worth-158-crore-102-arrested-across-state,"seized banned pan masala, gutkha and adulterated food products"
News,Oil,Week-Long Crackdown,targets,adulterated food products,1,1,0.9,https://www.freepressjournal.in/mumbai/maharashtra-fdas-week-long-crackdown-leads-to-seizure-of-gutkha-pan-masala-worth-158-crore-102-arrested-across-state,"seized banned pan masala, gutkha and adulterated food products"
News,Oil,Legal proceedings against 102 individuals,issuedby,Maharashtra FDA,1,1,0.85,https://www.freepressjournal.in/mumbai/maharashtra-fdas-week-long-crackdown-leads-to-seizure-of-gutkha-pan-masala-worth-158-crore-102-arrested-across-state,Legal proceedings have been initiated against the accused under relevant provisions of the Food Safety and Standards Act
News,Oil,Stringent action against banned food products,targets,banned food products,1,1,0.85,https://www.freepressjournal.in/mumbai/maharashtra-fdas-week-long-crackdown-leads-to-seizure-of-gutkha-pan-masala-worth-158-crore-102-arrested-across-state,"action against those involved in the manufacture, storage, transportation and sale of banned food products"
News,Oil,Warning to food business operators,issuedby,Maharashtra FDA,1,1,0.9,https://www.freepressjournal.in/mumbai/maharashtra-fdas-week-long-crackdown-leads-to-seizure-of-gutkha-pan-masala-worth-158-crore-102-arrested-across-state,The FDA has also warned food business operators that strict action will be taken
News,Oil,suspension of outlet licence,issuedby,food safety department,1,1,0.85,https://timesofindia.indiatimes.com/city/madurai/386-packs-of-ice-cream-seized-for-missing-content-details/articleshow/110922934.cms,Officials of the food safety department seized... licence of outlet has been suspended
News,Oil,suspension of outlet licence,targets,ice cream,1,1,0.85,https://timesofindia.indiatimes.com/city/madurai/386-packs-of-ice-cream-seized-for-missing-content-details/articleshow/110922934.cms,licence of outlet has been suspended as well
News,Oil,seizure of sesame seeds in Virudhunagar,targets,sesame seeds,1,1,0.95,https://www.thehindu.com/news/cities/Madurai/55050-kg-of-sesame-seeds-seized-in-virudhunagar/article70104593.ece,"55,050 kg of sesame seeds seized"
News,Oil,suspension of one outlet's license,issuedby,Maharashtra FDA,1,1,0.95,https://www.indiatoday.in/business/story/mcdonalds-responds-to-fake-cheese-crackdown-maharashtra-fda-2506260-2024-02-23?utm_source=rss,leading to the suspension of one outlet's license
News,Oil,suspension of McDonald's outlet licence in Ahmednagar,issuedby,Maharashtra FDA,1,1,0.95,https://www.indiatoday.in/business/story/mcdonalds-responds-to-fake-cheese-crackdown-maharashtra-fda-2506260-2024-02-23?utm_source=rss,The FDA in Maharashtra suspended the licence of a McDonald's outlet in Ahmednagar
News,Oil,suspension of McDonald's outlet licence in Ahmednagar,citesfinding,use of cheese analogues instead of real cheese,1,1,0.9,https://www.indiatoday.in/business/story/mcdonalds-responds-to-fake-cheese-crackdown-maharashtra-fda-2506260-2024-02-23?utm_source=rss,The FDA in Maharashtra suspended the licence of a McDonald's outlet in Ahmednagar for using cheese analogues instead of real cheese.
News,Oil,Surveillance Campaign on Adulteration of Edible Oils,targets,edible oil,1,1,0.95,https://www.livemint.com/news/india/fssais-2-week-long-campaign-to-check-adulteration-to-last-till-14-august-11659500215404.html,campaign to check adulteration in edible oils
News,Oil,Surveillance Campaign on Adulteration of Edible Oils,targets,vanaspati,1,1,0.95,https://www.livemint.com/news/india/fssais-2-week-long-campaign-to-check-adulteration-to-last-till-14-august-11659500215404.html,"samples of edible oils, vanaspati and the sale of multi-source edible oils"
News,Oil,directive to commissioners of food safety,issuedby,FSSAI,1,1,0.9,https://www.livemint.com/news/india/fssais-2-week-long-campaign-to-check-adulteration-to-last-till-14-august-11659500215404.html,The statutory body had directed the commissioners of food safety
