food,adulterant_or_substitute,news_triplet_rows,news_distinct_articles,mean_model_confidence,confidence_weighted_article_support,fssai_baseline_direct_pair_rows,fssai_baseline_candidate_mentions,fssai_baseline_candidate_method_rows,news_candidate_method_rows,fssai_baseline_method_examples,news_method_examples,news_health_relation_articles,locally_linked_effects,baseline_gap_class,test_coverage_class,priority_score_0_100,priority_interpretation,example_url,example_evidence
chicken,non permitted colouring agents,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.thehindu.com/news/national/tamil-nadu/in-food-we-trust-laying-out-health-and-hygiene-norms/article67548866.ece,"use of colouring agents, in dishes such as chilli gobi/chicken, that are not permitted"
chicken manchurian,unapproved colours,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.thehindu.com/news/national/tamil-nadu/in-food-we-trust-laying-out-health-and-hygiene-norms/article67548866.ece,Using unapproved colours in dishes such as gobi manchurian or chicken manchurian
chilli gobi,non permitted colouring agents,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.thehindu.com/news/national/tamil-nadu/in-food-we-trust-laying-out-health-and-hygiene-norms/article67548866.ece,"use of colouring agents, in dishes such as chilli gobi/chicken, that are not permitted"
chilli powder,artificial coloring,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://zeenews.india.com/health/10-common-foods-that-might-be-deceiving-you-2828611,Spices like turmeric or chili powder may be mixed with artificial coloring
chilli powder,sand,1,1,0.85,0.85,0,1,0,0,,,0,,"candidate represented, but food-adulterant relation absent",no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.thehindu.com/children/what-is-adulteration-and-what-is-its-impact-on-our-daily-lives/article69210912.ece,it could contain brick powder or sand
chilli powder,spurious material,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.thehindu.com/news/cities/Visakhapatnam/ghee-oil-manufacturing-units-in-city-raided/article34259509.ece,"preparing chilli powder, turmeric and some spices with spurious material"
chips,poor quality oil,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.deccanchronicle.com/southern-states/telangana/crackdown-reveals-dirty-underbelly-of-citys-food-businesses-1948147,"Chips/candy – 1 – 100 kgs – Poor quality oil, artificial additives"
coffee,corn,1,1,0.85,0.85,0,2,0,0,,,0,,"candidate represented, but food-adulterant relation absent",no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://zeenews.india.com/health/10-common-foods-that-might-be-deceiving-you-2828611,Lower-cost materials like corn or soybeans may be added to coffee beans
coffee,soybeans,1,1,0.85,0.85,0,4,0,0,,,0,,"candidate represented, but food-adulterant relation absent",no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://zeenews.india.com/health/10-common-foods-that-might-be-deceiving-you-2828611,Lower-cost materials like corn or soybeans may be added to coffee beans
cooked chicken,fungal infestation,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.siasat.com/widespread-food-safety-violations-uncovered-in-telangana-hotels-dairy-factories-3035825/,fungal infestation was found on cooked chicken
cooked chicken,house flies,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.siasat.com/widespread-food-safety-violations-uncovered-in-telangana-hotels-dairy-factories-3035825/,Prepared food was contaminated with house flies
cooking oils,miscible oil,1,1,0.85,0.85,0,0,0,1,,miscible oil --detectedby--> test for other miscible oil,0,,candidate not represented in FSSAI baseline,method signal occurs in news only,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.hindustantimes.com/cities/chandigarh-news/punjab-haryana-high-court-asks-centre-if-there-are-plans-to-open-more-labs-to-check-cooking-oil-adulteration-101734204296975.html,check adulteration of miscible oil in cooking oils
edible oils,cheaper industrial substitutes,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.thehindu.com/news/national/telangana/telangana-govt-plans-regulatory-authority-like-eagle-and-hydraa-to-curb-food-adulteration-cm/article70802831.ece,edible oils diluted with cheaper industrial substitutes
edible oils,cheaper oils,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/jaipur/25-of-food-samples-tested-in-raj-in-2024-found-adulterated/articleshow/117897659.cms,cheaper oils were mixed with more expensive varieties
edible oils,inferior fats,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.deccanchronicle.com/opinion/columnists/chandrakant-lahariya-the-adulteration-of-food-is-a-silent-assault-on-health-safety-of-indians-1937982,ghee and edible oils mixed with inferior fats
edible oils,various oils,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.newindianexpress.com/states/andhra-pradesh/2023/feb/11/food-safety-dept-to-check-on-oil-merchants-2546465.html,mixing various oils to gain more profits
european truffles,chinese truffles,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/life-style/food-news/real-vs-fake-truffles-price-origin-france-truffle-chinese-truffles/articleshow/131530089.cms,mimic their European counterparts
extra virgin olive oil,chlorophyll,1,1,0.85,0.85,0,3,0,0,,,0,,"candidate represented, but food-adulterant relation absent",no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://economictimes.indiatimes.com/news/economy/agriculture/olive-oil-price-olive-oil-cooking-food-for-fraud-your-olive-oil-might-be-unfit-for-human-consumption/articleshow/113731643.cms,"chlorophyll, which was being added to oil of a lesser quality"
fast foods,harmful colours,2,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/bhubaneswar/bemc-food-safety-officials-raid-outlets-selling-adulterated-food/articleshow/124123078.cms,found some of them mixed harmful colours in the food
fish,chemical,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.thehindu.com/news/national/kerala/food-safety-raids-continue-in-state/article65411555.ece,chemical-laden fish
food grains,uranium,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/patna/indore-tragedy-highlights-bihars-alarming-water-contamination-crisis-30000-rural-wards-exposed-to-unsafe-drinking-water/articleshow/126464374.cms,"traces of these toxic elements have been detected not just in water, but also in food grains"
food items,artificial colors,2,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.thehansindia.com/telangana/adulterated-food-threatens-public-health-in-gadwal-district-inspections-reduced-to-a-formality-966491,liberal use of artificial colors in food items
fruit cake,rotten eggs,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.hindustantimes.com/cities/chandigarh-news/ludhiana15quintal-adulterated-paneer-destroyed-101728752710417.html,making fruit cake with rotten eggs
ginger garlic paste,adulterated ginger garlic paste,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.hindustantimes.com/cities/others/from-adulterated-ginger-garlic-paste-to-osmania-biscuits-t-gana-cracksdown-on-illegal-food-units-101775038432096.html,manufacturing adulterated ginger-garlic paste
ginger garlic paste,cornflour,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://indianexpress.com/article/lifestyle/health/adulterated-ghee-ginger-garlic-paste-hyderabad-consume-10107480/,ginger-garlic paste is often bulked up with starch such as maida or cornflour
ginger garlic paste,maida,1,1,0.85,0.85,0,2,0,0,,,0,,"candidate represented, but food-adulterant relation absent",no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://indianexpress.com/article/lifestyle/health/adulterated-ghee-ginger-garlic-paste-hyderabad-consume-10107480/,ginger-garlic paste is often bulked up with starch such as maida
gobi manchurian,unapproved colours,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.thehindu.com/news/national/tamil-nadu/in-food-we-trust-laying-out-health-and-hygiene-norms/article67548866.ece,Using unapproved colours in dishes such as gobi manchurian
ground spices,sand,1,1,0.85,0.85,0,1,0,0,,,0,,"candidate represented, but food-adulterant relation absent",no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://zeenews.india.com/health/10-common-foods-that-might-be-deceiving-you-2828611,"Ground spices can be mixed with sand, starch, or even toxic substances like lead"
honey,advanced syrups,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/nagpur/experts-sound-note-of-caution-as-fda-finds-52-of-86-honey-samples-adulterated/articleshow/85336798.cms,Advanced syrups that beat C3 and C4 tests
honey,artificial sweeteners,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://thelogicalindian.com/up-fssai-seizes-15000-kg-suspected-adulterated-honey-worth-%E2%82%B922-lakhs-in-hapur-crackdown-operation/,or other artificial sweeteners
honey,glucose,1,1,0.85,0.85,0,3,0,0,,,0,,"candidate represented, but food-adulterant relation absent",no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.thehindu.com/children/what-is-adulteration-and-what-is-its-impact-on-our-daily-lives/article69210912.ece,Detection of sugar or glucose
honey,sugar syrup,1,1,0.85,0.85,0,2,0,0,,,0,,"candidate represented, but food-adulterant relation absent",no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.deccanchronicle.com/opinion/columnists/chandrakant-lahariya-the-adulteration-of-food-is-a-silent-assault-on-health-safety-of-indians-1937982,honey blended with sugar syrup
honey,sugar syrups,1,1,0.85,0.85,0,2,0,0,,,0,,"candidate represented, but food-adulterant relation absent",no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://thelogicalindian.com/up-fssai-seizes-15000-kg-suspected-adulterated-honey-worth-%E2%82%B922-lakhs-in-hapur-crackdown-operation/,"honey, often mixed with sugar syrups"
hot dishes,spoiled food items,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.thehansindia.com/telangana/karimnagar-adulterated-food-a-major-concern-882194,making hot dishes with spoiled and stored food items
ice candies,unsafe ingredients,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.hindustantimes.com/cities/others/from-adulterated-ginger-garlic-paste-to-osmania-biscuits-t-gana-cracksdown-on-illegal-food-units-101775038432096.html,"manufacturing and supplying ice candies and lassi in highly unhygienic conditions, allegedly using chemicals and unsafe ingredients"
kera haritham,fake fssai numbers,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/thiruvananthapuram/16k-litres-of-fake-coconut-oil-seized/articleshow/123288376.cms,packed with fake FSSAI numbers and addresses for sale
kera surya,fake fssai numbers,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/thiruvananthapuram/16k-litres-of-fake-coconut-oil-seized/articleshow/123288376.cms,packed with fake FSSAI numbers
khowa,industrial colour,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/ranchi/ahead-of-diwali-crackdown-on-adulterated-food-items-in-city/articleshow/124610900.cms,milk-based food products such as khowa... for industrial colour
laddu,arrowroot,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.newindianexpress.com/states/odisha/2021/nov/03/sub-standard-bread-stale-crispy-chicken-seized-from-kfc-outlet-in-cuttack-2379146.html,adding arrowroot to maida as a binding agent
laddu,artificial fragrance,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.newindianexpress.com/states/odisha/2021/nov/03/sub-standard-bread-stale-crispy-chicken-seized-from-kfc-outlet-in-cuttack-2379146.html,"using spurious colour, artificial fragrance and low-grade oil"
laddu,low grade oil,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.newindianexpress.com/states/odisha/2021/nov/03/sub-standard-bread-stale-crispy-chicken-seized-from-kfc-outlet-in-cuttack-2379146.html,"using spurious colour, artificial fragrance and low-grade oil"
laddu,spurious colour,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.newindianexpress.com/states/odisha/2021/nov/03/sub-standard-bread-stale-crispy-chicken-seized-from-kfc-outlet-in-cuttack-2379146.html,"using spurious colour, artificial fragrance and low-grade oil"
laddu prasadam,fake ghee,2,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.deccanchronicle.com/southern-states/andhra-pradesh/cbi-sit-probe-shows-no-milk-used-in-making-ghee-for-tirumala-prasadam-deputy-cm-1939590,200 million laddus were allegedly prepared using the so-called fake ghee
lassi,unsafe ingredients,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.hindustantimes.com/cities/others/from-adulterated-ginger-garlic-paste-to-osmania-biscuits-t-gana-cracksdown-on-illegal-food-units-101775038432096.html,using chemicals and unsafe ingredients
lettuce,nanoplastics,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,http://www.newindianexpress.com/magazine/2023/aug/13/you-are-always-eating-plastic-and-now-drowning-in-it-2604005.html,leafy vegetables such as lettuce and cabbage don't have that many nanoplastics
maida,arrowroot,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.newindianexpress.com/states/odisha/2021/nov/03/sub-standard-bread-stale-crispy-chicken-seized-from-kfc-outlet-in-cuttack-2379146.html,adding arrowroot to maida as a binding agent
mango,ethylene like spray,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.hindustantimes.com/cities/mumbai-news/fda-seizes-3-4-tonnes-of-suspect-chemically-ripened-mangoes-at-apmc-101780427156417.html,alleged use of ethylene-like sprays to hasten mango ripening
mango pulp,liquid saffron colour solution,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.mid-day.com/news/india-news/article/over-3-8-tonnes-of-fake-mango-pulp-seized-destroyed-in-pune-crackdown-probe-traces-supply-chain-to-khed-23625757,Liquid saffron colour solution
mango pulp,various adulterating substances,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/pune/pune-fda-seizes-over-3800kg-of-adulterated-mango-pulp/articleshow/130152672.cms,the unit was producing mango pulp using unauthorised food colors and various adulterating substances
mangoes,unauthorised chemical sprays,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.hindustantimes.com/cities/mumbai-news/fda-seizes-3-4-tonnes-of-suspect-chemically-ripened-mangoes-at-apmc-101780427156417.html,suspected to have been artificially ripened using unauthorised chemical sprays
masala powder,duplicate masala powder,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.thehansindia.com/news/cities/hyderabad/hyderabad-beware-fake-surf-excel-harpic-brookbond-tea-flooding-markets-860844,spurious Masala powder on the brand name of Everest
mcdonald s kedgaon branch products,cheese analogues,1,1,0.85,0.85,0,5,0,1,,serving cheese analogues in burgers and nuggets --identifies--> cheese analogues,0,,"candidate represented, but food-adulterant relation absent",method signal occurs in news only,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/india/fast-food-giant-replacing-cheese-with-cheaper-vegetable-oil-maharashtra-fda/articleshow/107923964.cms,discovering at least eight items contained cheese analogues
mithai,chocolate,1,1,0.85,0.85,0,20,0,0,,,0,,"candidate represented, but food-adulterant relation absent",no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.tribuneindia.com/news/features/choc-o-bloc-indian-chocolatiers-up-their-game-as-foreign-brands-make-a-killing-594169,Premium quality chocolate has already emerged as the clear-cut substitute for mithai
mithais,synthetic dyes,1,1,0.85,0.85,0,0,0,1,,synthetic dyes --detectedby--> SensoryTest,0,,candidate not represented in FSSAI baseline,method signal occurs in news only,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://indianexpress.com/article/lifestyle/health-specials/which-navratri-mithai-wont-give-me-stomach-infection-8174434/,contain synthetic dyes
namkeen,sunset yellow,1,1,0.85,0.85,0,3,0,0,,,0,,"candidate represented, but food-adulterant relation absent",no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/bengaluru/think-before-you-snack-namkeens-dairy-products-top-list-of-unsafe-foods-in-karnataka/articleshow/131179662.cms,items were termed unsafe as they had used synthetic colours like sunset yellow
oil,sub standard raw material,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.thehindu.com/news/cities/Visakhapatnam/ghee-oil-manufacturing-units-in-city-raided/article34259509.ece,traders were preparing ghee and oil with sub-standard raw material
olive oil,rapeseed oil,1,1,0.85,0.85,0,15,0,0,,,0,,"candidate represented, but food-adulterant relation absent",no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.hindustantimes.com/lifestyle/brunch/rude-food-by-vir-sanghvi-slipping-through-our-fingers-101718300669252.html,mixed with cheaper oil (such as rapeseed)
olive oil,soybean oil,1,1,0.85,0.85,0,0,0,2,,Ghee adulteration finding --identifies--> soybean oil; NDDB–CALF laboratory findings --identifies--> soybean oil,0,,candidate not represented in FSSAI baseline,method signal occurs in news only,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://zeenews.india.com/health/10-common-foods-that-might-be-deceiving-you-2828611,"Cheaper oils like sunflower, soybean, or palm oil are sometimes blended with olive oil"
olive oil,sunflower oil,1,1,0.85,0.85,0,1,0,0,,,0,,"candidate represented, but food-adulterant relation absent",no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://zeenews.india.com/health/10-common-foods-that-might-be-deceiving-you-2828611,"Cheaper oils like sunflower, soybean, or palm oil are sometimes blended with olive oil"
pickles,excess preservatives,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.deccanchronicle.com/southern-states/telangana/crackdown-reveals-dirty-underbelly-of-citys-food-businesses-1948147,"Pickles – 2 – 9 tonnes – Unhygienic preparation, excess preservatives"
pickles,rotten and spoilt vegetables,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://indianexpress.com/article/explained/hyderabad-police-h-fast-food-adulteration-team-10595262/,pickles being prepared using rotten and spoilt vegetables
powdered infant formula,enterococcus faecium,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.deccanherald.com/health/explained-why-this-ngo-urged-centre-to-alert-parents-on-formula-milk-4012521,Enterococcus faecium (a bacteria usually found in human intestines but can cause serious infections)
protein powder,fungal toxin,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/blogs/toi-edit-page/hey-kids-binge-on-sugar-no-ones-watching/,reputable brands contained fungal toxins
protein supplements,synthetic flavours,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.newindianexpress.com/cities/hyderabad/2025/Dec/10/is-your-protein-safe,"Many low-quality protein products have high levels of added sugar, artificial sweeteners, synthetic flavours"
radishes,nanoplastics,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,http://www.newindianexpress.com/magazine/2023/aug/13/you-are-always-eating-plastic-and-now-drowning-in-it-2604005.html,"eating root vegetables like carrots, radishes and turnips"
roasted flattened rice,insects,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/ranchi/14-students-of-a-government-school-in-hazaribag-take-ill-after-consuming-snacks-hospitalized/articleshow/124097235.cms,Some of them had spotted insects in their snacks.
sonpapdi,fungus,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/life-style/food-news/145-kgs-of-rasgullas-and-namkeens-destroyed-ahead-of-diwali-in-noida/articleshow/124574873.cms,113 kg of sonpapdi and 50 kg of fungus-infested almonds were destroyed
spices,industrial dyes,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.deccanchronicle.com/opinion/columnists/chandrakant-lahariya-the-adulteration-of-food-is-a-silent-assault-on-health-safety-of-indians-1937982,spices coloured with industrial dyes
sweets,artificial colors,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.hindustantimes.com/cities/gurugram-news/fda-gurugram-s-falls-short-in-its-sampling-efforts-during-diwali-101760641749819.html,harmful artificial colors
sweets,artificial colour,1,1,0.85,0.85,0,0,0,3,,"Test in Warm Water --producesindicator--> excessive residue, artificial color, or separates unnaturally; artificial colour --detectedby--> warm water soak test",0,,candidate not represented in FSSAI baseline,method signal occurs in news only,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.newindianexpress.com/states/tamil-nadu/2024/Oct/20/sweet-shops-under-fssai-surveillance-ahead-of-deepavali,excess level of synthetic colour found in the sweets
sweets,excessive colours,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.newindianexpress.com/cities/bengaluru/2024/Oct/05/karnataka-food-safety-dept-to-test-garlic-sweet-samples,Excessive amounts of colours are used
sweets,harmful colours,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/mysuru/dc-directs-stern-action-against-food-adulteration/articleshow/101586707.cms,using harmful colours to prepare varieties of sweets
sweets,rotten matter,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.indiatoday.in/cities/lucknow/story/lucknow-fsda-raids-rotten-adulterated-sweets-hygiene-violations-2818836-2025-11-13?utm_source=rss,rotten and adulterated sweets
sweets,synthetic khoya,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.deccanchronicle.com/opinion/columnists/chandrakant-lahariya-the-adulteration-of-food-is-a-silent-assault-on-health-safety-of-indians-1937982,sweets prepared with substandard or synthetic khoya
sweets and savouries,re heated oil,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.thehindu.com/news/cities/Coimbatore/coimbatore-district-administration-fssai-give-instructions-to-sweet-makers-ahead-of-festival-season/article67411907.ece,"avoid adulterants, non-permitted colourants and re-heated oil"
tirupati laddus,bathroom chemicals,1,1,0.85,0.85,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,53.49,heuristic discovery rank; not a prevalence or risk estimate,https://www.deccanchronicle.com/southern-states/andhra-pradesh/naidu-accuses-previous-ysrcp-govt-of-using-ghee-made-with-bathroom-chemicals-for-tirupati-laddus-1935390,Tirupati laddus were made using ghee which was adulterated with chemicals used to clean bathrooms
