keyword_or_keyphrase,methods_found,method_count,method_agreement_score,total_frequency,document_frequency,tfidf_score_normalized,yake_score_normalized,frequency_score_normalized,document_frequency_score,composite_score,category,review_label,review_reason,example_article_number,example_article_title,example_url,example_context
movies cricket,phrase_frequency,1,0.333333,3,1,0.0,0.0,0.021583,0.090909,0.050207,other_candidate,drop,outside ghee/adulteration domain,3,"2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years",https://www.ndtv.com/food/2-000-kg-fake-ghee-worth-rs-14-lakh-seized-in-surat-factory-operating-for-2-years-11367765,...ttps://www.ndtv.com/spotlight?pfrom=home-ndtvnavwap) Beeps Latest Video Podcast Lifestyle News Updates Profit Movies Cricket Cities Notifications Opinion Featured Web Stories Trends Feature Offbeat Science South Education Tech Food Sp...
surat factory,phrase_frequency,1,0.333333,3,1,0.0,0.0,0.021583,0.090909,0.050207,other_candidate,drop,outside ghee/adulteration domain,3,"2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years",https://www.ndtv.com/food/2-000-kg-fake-ghee-worth-rs-14-lakh-seized-in-surat-factory-operating-for-2-years-11367765,"...facebooktwitterinstagramlinkedinyoutubewhatsappthreadssnapchat 2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years facebook;) twitter;) WhatsApp;) Settings Change Font Size A A Focus on Story - [x] Edit..."
trends feature,phrase_frequency,1,0.333333,3,1,0.0,0.0,0.021583,0.090909,0.050207,other_candidate,drop,outside ghee/adulteration domain,3,"2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years",https://www.ndtv.com/food/2-000-kg-fake-ghee-worth-rs-14-lakh-seized-in-surat-factory-operating-for-2-years-11367765,"...ies Health Cricket Weather Travel Live blogs Podcast Auto Lifestyle Entertainment Offbeat Web Stories Science Trends Feature TV Schedule Gold₹14011/gSilver₹220.86/g June 30,2026 10:11 am IST Delhi[](https://www.ndtv.com/weather?utmsou..."
two men,phrase_frequency,1,0.333333,3,1,0.0,0.0,0.021583,0.090909,0.050207,other_candidate,drop,outside ghee/adulteration domain,3,"2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years",https://www.ndtv.com/food/2-000-kg-fake-ghee-worth-rs-14-lakh-seized-in-surat-factory-operating-for-2-years-11367765,"...Factory Operating For 2 Years Officials in Surat have seized 2,029 kilograms of adulterated ghee and arrested two men after raiding a manufacturing unit in the Sachin GIDC area as part of a targeted crackdown on food adulterati..."
facebook twitter,phrase_frequency,1,0.333333,2,1,0.0,0.0,0.014388,0.090909,0.049128,other_candidate,drop,outside ghee/adulteration domain,3,"2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years",https://www.ndtv.com/food/2-000-kg-fake-ghee-worth-rs-14-lakh-seized-in-surat-factory-operating-for-2-years-11367765,...atured Web Stories Trends Feature Offbeat Science South Education Tech Food Sports Health TV Schedule Toolbox Facebook Twitter Instagram LinkedIn YouTube Trending Links Iran War FIFA World Cup 2026 Gold Price Silver Price homeFood News2...
operation in the sachin,yake,1,0.333333,2,1,0.0,0.0,0.014388,0.090909,0.049128,other_candidate,drop,outside ghee/adulteration domain,3,"2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years",https://www.ndtv.com/food/2-000-kg-fake-ghee-worth-rs-14-lakh-seized-in-surat-factory-operating-for-2-years-11367765,"...rtificial essence, and coloring How were the officials in Surat able to detect and seize the adulterated ghee operation in the Sachin GIDC area? Officials in Surat have seized 2,029 kilograms of adulterated ghee and arrested two men after raid..."
director of the northern,yake,1,0.333333,1,1,0.0,0.0,0.007194,0.090909,0.048049,other_candidate,drop,outside ghee/adulteration domain,1,"FSSAI seizes 6,500 litres of suspected adulterated ghee in India",https://thenewsmill.com/2026/06/fssai-seizes-over-6500-litres-of-suspected-adulterated-ghee-in-delhi-and-haryana-raids/,"...t action was conducted by Central Food Safety Officers (CFSOs) under the guidance of Devesh Kumar Mahla, IPS, Director of the Northern Regional Office (NRO), FSSAI, in collaboration with local police authorities. Commenting on the operation, Ma..."
samples sent,phrase_frequency,1,0.333333,1,1,0.0,0.0,0.007194,0.090909,0.048049,enforcement/evidence,drop,weak domain term below threshold,7,"Fake ghee racket exposed in Surat:  Accused used syringes to turn 1kg ghee into 15kg toxic mix, sold it as branded product - Surat News",https://www.bhaskarenglish.in/local/gujarat/surat/news/surat-fake-ghee-racket-exposed-sabka-foods-vidur-ghee-137710503.html,"...and equipment and have undertaken an investigation to trace the 'white collar' traders involved in this scam. Samples sent to laboratory During the raid, Senior Food Safety Officers Tushar Nagar and Chetankumar Parmar from the city..."
seized during a raid,yake,1,0.333333,1,1,0.0,0.0,0.007194,0.090909,0.048049,enforcement/evidence,drop,weak domain term below threshold,2,"Udaipur authorities seize 18,000 litres of suspected adulterated ghee, yellow food colour",https://www.telegraphindia.com/india/udaipur-authorities-seize-18000-litres-of-suspected-adulterated-ghee-yellow-food-colour/cid/2163223,"...ional image Around 18,000 litres of suspected adulterated ghee (clarified butter) and yellow food colour were seized during a raid in Rajasthan’s Udaipur, officials said on Saturday. Acting on complaints related to food adulteration and pro..."
surat seized,phrase_frequency,1,0.333333,1,1,0.0,0.0,0.007194,0.090909,0.048049,enforcement/evidence,drop,weak domain term below threshold,3,"2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years",https://www.ndtv.com/food/2-000-kg-fake-ghee-worth-rs-14-lakh-seized-in-surat-factory-operating-for-2-years-11367765,"...d to replicate the smell of cow ghee. Show Quick Read Summary is AI-generated, newsroom-reviewed Officials in Surat seized 2,029 kg of adulterated ghee and arrested two men during a raid The operation was part of “Operation Shuddhi”..."
team from the food,yake,1,0.333333,1,1,0.0,0.0,0.007194,0.090909,0.048049,other_candidate,drop,non-ghee food context without ghee/adulterant signal,4,"Major crackdown on adulterated ghee and oil in Pokaran; over 14,000kg seized",https://timesofindia.indiatimes.com/city/jaipur/major-crackdown-on-adulterated-ghee-and-oil-in-pokaran-over-14000kg-seized/articleshow/131486941.cms,"...ing described as the largest crackdown on the fake ghee and oil trade in Jaisalmer district so far. A special team from the Food Safety Department headquarters in Jaipur conducted a surprise raid at a residential property in Lodha Colony,..."
team of the food,yake,1,0.333333,1,1,0.0,0.0,0.007194,0.090909,0.048049,other_candidate,drop,non-ghee food context without ghee/adulterant signal,2,"Udaipur authorities seize 18,000 litres of suspected adulterated ghee, yellow food colour",https://www.telegraphindia.com/india/udaipur-authorities-seize-18000-litres-of-suspected-adulterated-ghee-yellow-food-colour/cid/2163223,"...aid on Saturday. Acting on complaints related to food adulteration and product quality, a central enforcement team of the Food Safety Commissionerate carried out joint inspections at two locations in the district. Food Safety Commission..."
