keyword_or_keyphrase,methods_found,method_count,method_agreement_score,total_frequency,document_frequency,tfidf_score_normalized,yake_score_normalized,frequency_score_normalized,document_frequency_score,composite_score,category,review_label,review_reason,example_article_number,example_article_title,example_url,example_context,source_round_number,next_round_target,keyword_source_scope,keyword_source_article_count,example_article_id,example_domain,example_source,example_publication_date,example_human_label,example_word_count
substandard quality,phrase_frequency,1,0.333333,6,6,0.0,0.0,0.010221,0.08,0.046867,adulteration/fraud,drop,weak domain term below threshold,5,Patanjali mustard oil found to be of substandard food quality: Rajasthan govt,https://www.indiatoday.in/india/rajasthan/story/patanjali-mustard-oil-substandard-quality-rajasthan-govt-1812995-2021-06-10?utm_source=rss,"...ds Authority Laboratory in Alwar. Mustard oil sold by Baba Ramdev’s company Patanjali has been found to be of substandard quality, the Rajasthan government claimed on Wednesday. According to the state government, five samples of mustard oi...",1,2,human_relevant_articles_only,75,0fd9131c-7e9d-40c2-86f0-cd90978f26de,indiatoday.in,indiatoday.in,2021-06-10,relevant,259
cooking oils,phrase_frequency,1,0.333333,10,5,0.0,0.0,0.017036,0.066667,0.045889,other_candidate,drop,low score or outside edible-oil/adulteration scope,8,185 spurious mustard oil cans seized in Burrabazar | Kolkata News - Times of India,https://timesofindia.indiatimes.com/city/kolkata/185-spurious-mustard-oil-cans-seized-in-burrabazar/articleshow/87938067.cms,"...edients, thereby further aiding in maintenance of good health,â a study titled âAdulteration in commonly used cooking oils of Kolkata: Evaluation of consumer perception and detection of adulterantsâ and published at the Internationa...",1,2,human_relevant_articles_only,75,64217ea7-1449-4966-8d6d-4251d3416f7f,timesofindia.indiatimes.com,indiatimes.com,2021-11-27,relevant,527
seizure,phrase_frequency,1,0.333333,7,5,0.0,0.0,0.011925,0.066667,0.045122,enforcement/evidence,drop,weak domain term below threshold,8,185 spurious mustard oil cans seized in Burrabazar | Kolkata News - Times of India,https://timesofindia.indiatimes.com/city/kolkata/185-spurious-mustard-oil-cans-seized-in-burrabazar/articleshow/87938067.cms,...said an officer. âOfficers from our food & edible oil section reached godowns at Strand Road where search and seizure were made at three shops and office-cum-godowns. We detained one Bikram Goel (45). As many as 105 tins filled...,1,2,human_relevant_articles_only,75,64217ea7-1449-4966-8d6d-4251d3416f7f,timesofindia.indiatimes.com,indiatimes.com,2021-11-27,relevant,527
large quantities,phrase_frequency,1,0.333333,6,5,0.0,0.0,0.010221,0.066667,0.044867,other_candidate,drop,outside edible-oil/adulteration domain,5,Patanjali mustard oil found to be of substandard food quality: Rajasthan govt,https://www.indiatoday.in/india/rajasthan/story/patanjali-mustard-oil-substandard-quality-rajasthan-govt-1812995-2021-06-10?utm_source=rss,...torate officials reportedly raided Singhania oil mill on the orders of Rajasthan Chief Minister Ashok Gehlot. Large quantities of Patanjali’s packing pouches and products were recovered and the mill was sealed. ALSO READ: Nepal stops di...,1,2,human_relevant_articles_only,75,0fd9131c-7e9d-40c2-86f0-cd90978f26de,indiatoday.in,indiatoday.in,2021-06-10,relevant,259
laboratory testing,phrase_frequency,1,0.333333,5,5,0.0,0.0,0.008518,0.066667,0.044611,other_candidate,drop,outside edible-oil/adulteration domain,24,"Govt seizes 18,000 litres of fake cooking oil: Why they can be harmful, and tips to identify them",https://indianexpress.com/article/lifestyle/food-wine/govt-seizes-fake-cooking-oil-harms-how-to-identify-9369475/,"...edible substances. Authentic oils often have specific markers or unique profiles that can be verified through laboratory testing, he added. Consumers can also look for certifications from recognised authorities and verify the authenticity...",1,2,human_relevant_articles_only,75,5c3b4f65-1119-4cb7-9bf5-8dccd568b46b,indianexpress.com,indianexpress.com,2024-06-04,relevant,438
oil manufacturing,phrase_frequency,1,0.333333,5,5,0.0,0.0,0.008518,0.066667,0.044611,other_candidate,drop,low score or outside edible-oil/adulteration scope,6,"Nagpur: Adulterated edible oil racket busted, 3 booked | Nagpur News - Times of India",https://timesofindia.indiatimes.com/city/nagpur/adulterated-edible-oil-racket-busted-3-booked/articleshow/83588940.cms,NAGPUR: Tehsil police on Tuesday busted an adulterated edible oil manufacturing unit and booked three persons in this connection. The cops led by senior PI Jayesh Bhandarkar also seized a...,1,2,human_relevant_articles_only,75,0d9a2856-24c4-4691-9b90-a08bca13e55c,timesofindia.indiatimes.com,indiatimes.com,2021-06-17,relevant,186
ban,phrase_frequency,1,0.333333,6,4,0.0,0.0,0.010221,0.053333,0.042867,enforcement/evidence,drop,weak domain term below threshold,3,FSSAI urges states to enforce ban on blending of mustard oil with other cooking oils - BusinessToday,https://www.businesstoday.in/current/economy-politics/fssai-urges-states-to-enforce-ban-on-blending-of-mustard-oil-with-other-cooking-oils/story/441253.html,"Food regulator FSSAI has asked states to effectively enforce the decision to ban blending of mustard oil with any other cooking oil from June 8. In its notification dated March 8, the FSSAI...",1,2,human_relevant_articles_only,75,5bd477ba-ebfb-400d-86db-068f50cb697d,businesstoday.in,businesstoday.in,2021-06-09,relevant,215
safety officials,phrase_frequency,1,0.333333,6,4,0.0,0.0,0.010221,0.053333,0.042867,other_candidate,drop,outside edible-oil/adulteration domain,33,"Unsafe cooking oil, food items disposed of | Vadodara News - The Times of India",https://timesofindia.indiatimes.com/city/vadodara/unsafe-cooking-oil-food-items-disposed-of/articleshow/118691575.cms,"...ral times. Food items cooked in oil that should have been discarded and the oil itself were disposed of. Food safety officials of the civic body checked 10 shops, 10 handcarts, and one restaurant in different parts of the city. The cook...",1,2,human_relevant_articles_only,75,123b80bc-2f62-4cb0-bddf-d75e3fd9e490,timesofindia.indiatimes.com,indiatimes.com,2025-03-04,relevant,167
fake edible,phrase_frequency,1,0.333333,8,2,0.0,0.0,0.013629,0.026667,0.039378,adulteration/fraud,drop,weak domain term below threshold,24,"Govt seizes 18,000 litres of fake cooking oil: Why they can be harmful, and tips to identify them",https://indianexpress.com/article/lifestyle/food-wine/govt-seizes-fake-cooking-oil-harms-how-to-identify-9369475/,"The Food Safety and Standards Authority of India shared that the government has detained 18,000 litres of fake edible oil in Rajasthan. The medical and health department of Ajmer seized the fake oil with duplicated labels of fa...",1,2,human_relevant_articles_only,75,5c3b4f65-1119-4cb7-9bf5-8dccd568b46b,indianexpress.com,indianexpress.com,2024-06-04,relevant,438
patiala health,phrase_frequency,1,0.333333,7,2,0.0,0.0,0.011925,0.026667,0.039122,other_candidate,drop,outside edible-oil/adulteration domain,30,Adulterated mustard oil behind 3 dropsy deaths in Nabha: report,https://www.hindustantimes.com/cities/chandigarh-news/adulterated-mustard-oil-behind-3-dropsy-deaths-in-nabha-report-101728847891766.html,"...medical history of the admitted woman, diagnosed the symptoms as that of dropsy. The PGI doctors alerted the Patiala health department, which collected the samples and sent them for testing. Dropsy is a clinical state resulting from...",1,2,human_relevant_articles_only,75,f1ee1698-b574-4959-87b1-681cde60845f,hindustantimes.com,hindustantimes.com,2024-10-14,relevant,357
patiala health department,phrase_frequency,1,0.333333,7,2,0.0,0.0,0.011925,0.026667,0.039122,other_candidate,drop,outside edible-oil/adulteration domain,30,Adulterated mustard oil behind 3 dropsy deaths in Nabha: report,https://www.hindustantimes.com/cities/chandigarh-news/adulterated-mustard-oil-behind-3-dropsy-deaths-in-nabha-report-101728847891766.html,"...medical history of the admitted woman, diagnosed the symptoms as that of dropsy. The PGI doctors alerted the Patiala health department, which collected the samples and sent them for testing. Dropsy is a clinical state resulting from the use of...",1,2,human_relevant_articles_only,75,f1ee1698-b574-4959-87b1-681cde60845f,hindustantimes.com,hindustantimes.com,2024-10-14,relevant,357
found adulterated,phrase_frequency,1,0.333333,4,2,0.0,0.0,0.006814,0.026667,0.038355,adulteration/fraud,drop,weak domain term below threshold,7,SPECS presents report on adulteration in Mustard Oil,https://garhwalpost.in/specs-presents-report-on-adulteration-in-mustard-oil/,"...aspur, Kashipur, Rudrapur, Ram Nagar, Haldwani, Nainital, Almora and Pithoragarh. As many as 415 samples were found adulterated out of 469 samples. This was stated at a press conference by Dr Brijmohan Sharma, Secretary, SPECS. According...",1,2,human_relevant_articles_only,75,126dd605-80a2-4c79-8f67-9c58cc4d3180,garhwalpost.in,garhwalpost.in,2021-10-30,relevant,336
oil sold,phrase_frequency,1,0.333333,3,2,0.0,0.0,0.005111,0.026667,0.0381,other_candidate,drop,low score or outside edible-oil/adulteration scope,5,Patanjali mustard oil found to be of substandard food quality: Rajasthan govt,https://www.indiatoday.in/india/rajasthan/story/patanjali-mustard-oil-substandard-quality-rajasthan-govt-1812995-2021-06-10?utm_source=rss,"...rd oil found to be of substandard food quality: Rajasthan govt According to the Rajasthan government, mustard oil sold by Baba Ramdev's company Patanjali has been found to be substandard by the Food Safety and Standards Authorit...",1,2,human_relevant_articles_only,75,0fd9131c-7e9d-40c2-86f0-cd90978f26de,indiatoday.in,indiatoday.in,2021-06-10,relevant,259
quality oil,phrase_frequency,1,0.333333,3,2,0.0,0.0,0.005111,0.026667,0.0381,other_candidate,drop,low score or outside edible-oil/adulteration scope,17,"FDA busts fake edible oil racket, 1,925 litres seized | Nagpur News - Times of India",https://timesofindia.indiatimes.com/city/nagpur/fda-busts-fake-edible-oil-racket-1925-litres-seized/articleshow/93957827.cms,"...d edible oil âmanufacturingâ unit at Mirchi Bazaar in Itwari on August 30 and seized 1,925 litres of inferior quality oil worth Rs2.77 lakh. It is learnt the joint squad also found substantial quantity of oil manufactured by some r...",1,2,human_relevant_articles_only,75,fa712594-d1fe-493a-8d11-d28646d5f5e2,timesofindia.indiatimes.com,indiatimes.com,2022-09-03,relevant,249
found to be adulterated,yake,1,0.333333,2,2,0.0,0.0,0.003407,0.026667,0.037844,adulteration/fraud,drop,weak domain term below threshold,21,Govt Cracks Down On Sale Of Adulterated Coconut Oil | Thiruvananthapuram News - Times of India,https://timesofindia.indiatimes.com/city/thiruvananthapuram/govt-cracks-down-on-sale-of-adulterated-coconut-oil/articleshow/95568940.cms,"...e, health and family welfare minister Veena George said. The minister said that the manufacturers of products found to be adulterated or not meeting the standards have been served notices and have also been fined. The minister added that the s...",1,2,human_relevant_articles_only,75,8c7f8bf5-eba8-4f7d-a077-0accf3e8da22,timesofindia.indiatimes.com,indiatimes.com,2022-11-17,relevant,264
oil during a raid,yake,1,0.333333,2,2,0.0,0.0,0.003407,0.026667,0.037844,enforcement/evidence,drop,weak domain term below threshold,53,"4,000 litres of suspected adulterated oil seized | Kanpur News - The Times of India",https://timesofindia.indiatimes.com/city/kanpur/4000-litres-of-suspected-adulterated-oil-seized/articleshow/131143712.cms,"Kanpur: Police seized around 4,000 litres of suspected adulterated edible oil during a raid near Mantora Bridge in industrial area of Kanpur Dehat on Friday. According to police, the raid was carried o...",1,2,human_relevant_articles_only,75,4595338c-44aa-4b37-8a48-67aee1733fd8,timesofindia.indiatimes.com,indiatimes.com,2026-05-17,relevant,195
oils in the market,yake,1,0.333333,2,2,0.0,0.0,0.003407,0.026667,0.037844,other_candidate,drop,low score or outside edible-oil/adulteration scope,10,24% edible oil samples adulterated: FSSAI | Today News,https://www.livemint.com/news/india/24-edible-oil-samples-adulterated-fssai-11640775486648.html,"...y standards, while 24.2% samples failed to clear quality metrics, indicating possible adulteration of cooking oils in the market. The FSSAI conducted a nationwide survey during 25-27 August 2020 on edible oils to assess oil safety, qualit...",1,2,human_relevant_articles_only,75,fd0a42c6-b8ad-4e5e-b5d2-29d0761a8872,livemint.com,livemint.com,2021-12-29,relevant,487
samples collected,phrase_frequency,1,0.333333,2,2,0.0,0.0,0.003407,0.026667,0.037844,enforcement/evidence,drop,weak domain term below threshold,38,Substandard edible oil found in Nandurbar: Minister warns of action,https://indianexpress.com/article/cities/mumbai/substandard-edible-oil-found-in-nandurbar-minister-warns-of-action-10112216/,"Several edible oil samples collected in Nandurbar district have failed to meet food safety standards, and action will be taken against the guilty,...",1,2,human_relevant_articles_only,75,43d56b9f-225e-4d5c-bc77-2672e32d1147,indianexpress.com,indianexpress.com,2025-07-07,relevant,252
singh said the department,yake,1,0.333333,2,2,0.0,0.0,0.003407,0.026667,0.037844,other_candidate,drop,outside edible-oil/adulteration domain,42,FSDA seizes substandard supply of edible oil worth 30L | Kanpur News - The Times of India,https://timesofindia.indiatimes.com/city/kanpur/fsda-seizes-substandard-supply-of-edible-oil-worth-30l/articleshow/124437838.cms,"...lses valued at Rs 54,000 being prepared in similar conditions. Assistant Commissioner (Food-II) Sanjay Pratap Singh said the department has launched a special campaign against the sale of substandard and adulterated food items to ensure citizens...",1,2,human_relevant_articles_only,75,ef54adfa-74e6-4389-a018-5ac6165ec379,timesofindia.indiatimes.com,indiatimes.com,2025-10-10,relevant,175
seized by the commissioner,yake,1,0.333333,2,1,0.0,0.0,0.003407,0.013333,0.035844,enforcement/evidence,drop,weak domain term below threshold,70,"Inspection Conducted at Burger King Outlet in Malakpet,",https://www.deccanchronicle.com/southern-states/telangana/hyderabad-food-safety-dept-seizes-unsafe-cooking-oil-from-burger-king-outlet-1827348,"...having more than 25% of TPC is not safe for human consumption. For this reason, 15 litres of cooking oil was seized by the Commissioner of Food Safety. For this reason, 15 litres of cooking oil was seized by the Commissioner of Food Safety. FSSA...",1,2,human_relevant_articles_only,75,3f8dc74b-d985-40ab-8bc6-8a1c01a94c67,deccanchronicle.com,deccanchronicle.com,2024-10-01,relevant,153
found in the cooking,yake,1,0.333333,1,1,0.0,0.0,0.001704,0.013333,0.035589,other_candidate,drop,low score or outside edible-oil/adulteration scope,70,"Inspection Conducted at Burger King Outlet in Malakpet,",https://www.deccanchronicle.com/southern-states/telangana/hyderabad-food-safety-dept-seizes-unsafe-cooking-oil-from-burger-king-outlet-1827348,...vegetarian items were found with Total Polar Compound (TPC) value beyond the permissible limit. The TPC value found in the cooking oil was 27.0 which is beyond the permissible limit of 25.0. According to the Food Safety and Standards Author...,1,2,human_relevant_articles_only,75,3f8dc74b-d985-40ab-8bc6-8a1c01a94c67,deccanchronicle.com,deccanchronicle.com,2024-10-01,relevant,153
found that the cooking,yake,1,0.333333,1,1,0.0,0.0,0.001704,0.013333,0.035589,other_candidate,drop,low score or outside edible-oil/adulteration scope,22,Food safety department locks and seals two cooking oil mills in Trichy city | Trichy News - Times of India,https://timesofindia.indiatimes.com/city/trichy/food-safety-department-locks-and-seal-two-cooking-oil-mills-in-trichy-city/articleshow/100572169.cms,"...hnan Oil Mill) on WB road were collected and inspected over a period of time. They said that the test results found that the cooking oil was adulterated. Similarly, label norms as per the food safety and standards act 2006, were not properly...",1,2,human_relevant_articles_only,75,47188540-234f-4110-873c-89e4eb2b92d3,timesofindia.indiatimes.com,indiatimes.com,2023-05-28,relevant,289
fssai said on wednesday,yake,1,0.333333,1,1,0.0,0.0,0.001704,0.013333,0.035589,enforcement/evidence,drop,weak domain term below threshold,9,"FSSAI says 2.42% of 4,461 different edible oils samples found to be of sub-standard quality",https://www.financialexpress.com/industry/fssai-says-2-42-of-4461-different-edible-oils-samples-found-to-be-of-sub-standard-quality/2393346/,"...rom 587 districts and four metros are found to be non-compliant with safety parameters, food safety regulator FSSAI said on Wednesday. Releasing the findings of a nationwide survey conducted during August 25-27, 2020, the Food Safety and Stand...",1,2,human_relevant_articles_only,75,6dd945a7-2197-4323-b3dc-7b84b6513e2c,financialexpress.com,financialexpress.com,2021-12-29,relevant,466
litres of such oil,yake,1,0.333333,1,1,0.0,0.0,0.001704,0.013333,0.035589,other_candidate,drop,low score or outside edible-oil/adulteration scope,57,Adulteration in edible oil detected ,https://www.thehindu.com/news/cities/Tiruchirapalli/adulteration-in-edible-oil-detected/article34386473.ece,"...iruchi, inspected the unit on Thursday when palm oil was found packaged as refined sunflower oil. About 5,000 litres of such oil was kept for sales. Samples were collected and sent for testing, Dr. Ramesh Babu said in a press release. Abo...",1,2,human_relevant_articles_only,75,248bac9b-0717-482a-8cbc-e48198d11498,thehindu.com,thehindu.com,2021-04-22,relevant,136
litres of used oil,yake,1,0.333333,1,1,0.0,0.0,0.001704,0.013333,0.035589,other_candidate,drop,low score or outside edible-oil/adulteration scope,69,"From the pages of The Hindu, July 4, 1974: Edible oil adulterated with used motor oil",https://www.thehindu.com/archives/from-the-pages-of-the-hindu-july-4-1974-edible-oil-adulterated-with-used-motor-oil/article68364441.ece,"...Bangalore, 15 service stations were surveyed which sold 1,000 litres per day. The largest daily sale of 4,000 litres of used oil was reported from Calcutta where 50 service stations were surveyed. The Consumer Council, which has as its ch...",1,2,human_relevant_articles_only,75,dd4a8e6e-745c-4ecd-bb1d-a0cf3e56d867,thehindu.com,thehindu.com,2024-07-04,relevant,263
officials of the department,yake,1,0.333333,1,1,0.0,0.0,0.001704,0.013333,0.035589,other_candidate,drop,outside edible-oil/adulteration domain,60,Suspected adulterated oil,https://www.thehindu.com/news/cities/Tiruchirapalli/food-safety-officials-crack-the-whip-on-adulteration-of-edible-oil-in-tiruchi/article65183634.ece,"...d that the department would continue similar checks against oil manufacturing and packaging units. On Monday, officials of the department issued a stop sale order on about 4,400 bottles of a soft drink made by a manufacturing unit at Olaiyur. The...",1,2,human_relevant_articles_only,75,618e66d1-ae63-4989-bf99-b720d350834f,thehindu.com,thehindu.com,2022-03-02,relevant,305
officials said on monday,yake,1,0.333333,1,1,0.0,0.0,0.001704,0.013333,0.035589,other_candidate,drop,outside edible-oil/adulteration domain,35,Health dept seizes 352 boxes of refined oil after 6 hospitalised,https://www.hindustantimes.com/cities/chandigarh-news/health-dept-seizes-352-boxes-of-refined-oil-after-6-hospitalised-101745259236048.html,"...levels (hypercalcemia). This can damage kidneys, bones, and soft tissues over time. Patiala health department officials said on Monday that the affected patients, two children from Alluna and four adults from Bhedwal village near Rajpura town i...",1,2,human_relevant_articles_only,75,e0d0dd8e-965d-412d-9baf-c9e35bbeaebe,hindustantimes.com,hindustantimes.com,2025-04-22,relevant,464
officials said that samples,yake,1,0.333333,1,1,0.0,0.0,0.001704,0.013333,0.035589,other_candidate,drop,low score or outside edible-oil/adulteration scope,58,"Indore: In ongoing war against adulteration, 3K lt edible oil seized from two units",https://www.freepressjournal.in/indore/indore-in-ongoing-war-against-adulteration-3k-lt-edible-oil-seizedfrom-two-units,"...ises. Both the units are owned by Manoj Jain. The team also seized 294 litres of oil packets worth Rs 38,320. Officials said that samples have been sent for examinationand if they are found to be adulterated, further action would be taken.",1,2,human_relevant_articles_only,75,6a0dbe30-870e-47c3-b9dc-f6dbcee889b8,freepressjournal.in,freepressjournal.in,2021-09-26,relevant,102
oil from a unit,yake,1,0.333333,1,1,0.0,0.0,0.001704,0.013333,0.035589,other_candidate,drop,low score or outside edible-oil/adulteration scope,31,"Dahod Police Bust Major Spurious Cooking Oil Racket, Seize Goods Worth Over Rs 15 Lakhs | Vadodara News - Times of India",https://timesofindia.indiatimes.com/city/vadodara/dahod-police-bust-major-spurious-cooking-oil-racket-seize-goods-worth-over-rs-15-lakhs/articleshow/116183542.cms,...od. The special operations group (SOG) of Dahod police effected a major seizure of suspected spurious cooking oil from a unit at an industrial estate near the town. The raid on the unit at the Karedi GIDC industrial estate near Dahod...,1,2,human_relevant_articles_only,75,00cec5e8-2bd1-48dc-8ad3-4387443be743,timesofindia.indiatimes.com,indiatimes.com,2024-12-10,relevant,257
oil of different brands,yake,1,0.333333,1,1,0.0,0.0,0.001704,0.013333,0.035589,other_candidate,drop,low score or outside edible-oil/adulteration scope,75,"Over 5,000 litres of adulterated cooking oil seized in Gachibowli; expired wheat flour repackaged for sale",https://www.thehindu.com/news/cities/Hyderabad/over-5000-litres-of-adulterated-cooking-oil-seized-in-gachibowli-expired-wheat-flour-repackaged-for-sale/article70724996.ece,...o be around ₹21 lakh. Preliminary investigation revealed that the accused allegedly collected expired cooking oil of different brands and mixed it with soybean oil. The mixture was then repackaged and sold in the market under different brand n...,1,2,human_relevant_articles_only,75,2fd8c633-20b6-4ee1-a82a-d2dcb4b1b23e,thehindu.com,thehindu.com,2026-03-10,relevant,228
oil of various brands,yake,1,0.333333,1,1,0.0,0.0,0.001704,0.013333,0.035589,other_candidate,drop,low score or outside edible-oil/adulteration scope,74,"Adulterated cooking oil, wheat flour worth Rs 21 lakh seized in Hyderabad",https://www.siasat.com/adulterated-cooking-oil-wheat-flour-worth-rs-21-lakh-seized-in-hyderabad-3432488/,"...ed oil, wheat flour repackaged for sale As per the investigation, the accused allegedly mixed expired cooking oil of various brands with soybean oil. They then repackaged the oil to sell it in the market under different brand labels. During...",1,2,human_relevant_articles_only,75,0505dcdb-6ba9-43c9-9fb9-4312a38386f9,siasat.com,siasat.com,2026-03-10,relevant,215
oils can be conducted,yake,1,0.333333,1,1,0.0,0.0,0.001704,0.013333,0.035589,other_candidate,drop,low score or outside edible-oil/adulteration scope,32,Hc Questions Lack Of Local Testing Infra For Mustard Oil Adulteration | Chandigarh News - Times of India,https://timesofindia.indiatimes.com/city/chandigarh/hc-questions-lack-of-local-testing-infra-for-mustard-oil-adulteration/articleshow/116327780.cms,"...of India, after seeking instructions, informed that the nearest laboratory where the test for other miscible oils can be conducted is the Central Agmark Laboratory, Nagpur. âIt is unfortunate to note that despite edible oils of different ty...",1,2,human_relevant_articles_only,75,251fb653-571f-41aa-b272-ab133fb6e082,timesofindia.indiatimes.com,indiatimes.com,2024-12-15,relevant,418
police said the seized,yake,1,0.333333,1,1,0.0,0.0,0.001704,0.013333,0.035589,enforcement/evidence,drop,weak domain term below threshold,53,"4,000 litres of suspected adulterated oil seized | Kanpur News - The Times of India",https://timesofindia.indiatimes.com/city/kanpur/4000-litres-of-suspected-adulterated-oil-seized/articleshow/131143712.cms,...e suspected oil were collected and sent to a laboratory for testing to determine its quality and composition. Police said the seized oil has been taken into custody and further legal action will be initiated after the laboratory examination r...,1,2,human_relevant_articles_only,75,4595338c-44aa-4b37-8a48-67aee1733fd8,timesofindia.indiatimes.com,indiatimes.com,2026-05-17,relevant,195
quality of the mustard,yake,1,0.333333,1,1,0.0,0.0,0.001704,0.013333,0.035589,other_candidate,drop,low score or outside edible-oil/adulteration scope,7,SPECS presents report on adulteration in Mustard Oil,https://garhwalpost.in/specs-presents-report-on-adulteration-in-mustard-oil/,"...oil freezes with some white content, then the oil contains adulteration. There is a rubbing test to check the quality of the mustard oil. Pour some oil on the palms and rub it. If there are any traces of colour and some chemical smell, then i...",1,2,human_relevant_articles_only,75,126dd605-80a2-4c79-8f67-9c58cc4d3180,garhwalpost.in,garhwalpost.in,2021-10-30,relevant,336
quality of various edible,yake,1,0.333333,1,1,0.0,0.0,0.001704,0.013333,0.035589,other_candidate,drop,low score or outside edible-oil/adulteration scope,56,Mumbai: Over 50% edible oils seized in raids found non-certified,https://www.freepressjournal.in/mumbai/mumbai-over-50-edible-oils-seized-in-raids-found-non-certified,"...ainst those selling non-certified oils, it said. The FDA joint commissioners have been ordered to inspect the quality of various edible oils being stored and sold at outlets across the state, it added.",1,2,human_relevant_articles_only,75,00990be3-4034-4b91-b48a-d5becb21f100,freepressjournal.in,freepressjournal.in,2021-02-02,relevant,153
raid on an oil,yake,1,0.333333,1,1,0.0,0.0,0.001704,0.013333,0.035589,enforcement/evidence,drop,weak domain term below threshold,65,2500 litres of suspected adulterated cooking oil seized,https://www.thehindu.com/news/cities/Hyderabad/2500-litres-of-suspected-adulterated-cooking-oil-seized/article66001879.ece,"...od Safety Department personnel on Wednesday seized 2,500 litres of suspected adulterated cooking oil during a raid on an oil mill at Vennampalli village in Saidapur mandal of Karimnagar district. The raid was conducted following compl...",1,2,human_relevant_articles_only,75,953c9a3c-c950-4090-8104-5d39bec0c3c6,thehindu.com,thehindu.com,2022-10-12,relevant,130
samples from the cooking,yake,1,0.333333,1,1,0.0,0.0,0.001704,0.013333,0.035589,other_candidate,drop,low score or outside edible-oil/adulteration scope,22,Food safety department locks and seals two cooking oil mills in Trichy city | Trichy News - Times of India,https://timesofindia.indiatimes.com/city/trichy/food-safety-department-locks-and-seal-two-cooking-oil-mills-in-trichy-city/articleshow/100572169.cms,"...d,â R Ramesh Babu, district food safety officer said. The food safety department has yet again collected four samples from the cooking oil for further laboratory examination. Residents with complaints about food safety can lodge a complaint at...",1,2,human_relevant_articles_only,75,47188540-234f-4110-873c-89e4eb2b92d3,timesofindia.indiatimes.com,indiatimes.com,2023-05-28,relevant,289
samples of the adulterated,yake,1,0.333333,1,1,0.0,0.0,0.001704,0.013333,0.035589,adulteration/fraud,drop,weak domain term below threshold,34,"Crackdown on food adulteration: 112 kg rice bran oil destroyed, substandard sauces seized in Lucknow",https://www.hindustantimes.com/cities/lucknow-news/crackdown-on-food-adulteration-112-kg-rice-bran-oil-destroyed-substandard-sauces-seized-in-lucknow-101741721802362.html,"...‘Taza Brand’ salt, was seized. The FSDA team halted operations and issued a notice to the owner of the firm. Samples of the adulterated sauces and salt were sent for analysis. Singh said the raid also revealed 44 tins of inferior and adulterated...",1,2,human_relevant_articles_only,75,09aee8d2-8c4b-4390-b931-468a413fb0fb,hindustantimes.com,hindustantimes.com,2025-03-12,relevant,471
singh said another fsda,yake,1,0.333333,1,1,0.0,0.0,0.001704,0.013333,0.035589,other_candidate,drop,outside edible-oil/adulteration domain,43,Adulterated edible oil worth Rs53L seized in Kanpur raid | Kanpur News - The Times of India,https://timesofindia.indiatimes.com/city/kanpur/adulterated-edible-oil-worth-rs53l-seized-in-kanpur-raid/articleshow/124465364.cms,...ck stored in the godown was seized for further investigation. Assistant Commissioner (Food-II) Sanjay Pratap Singh said another FSDA team led by a food safety officer raided Satyam Sweet House in Maharajpur and destroyed 75 kilograms of subst...,1,2,human_relevant_articles_only,75,772b9e88-d01b-429e-9e85-ef61255f4f3f,timesofindia.indiatimes.com,indiatimes.com,2025-10-11,relevant,247
team of his department,yake,1,0.333333,1,1,0.0,0.0,0.001704,0.013333,0.035589,other_candidate,drop,non-oil food context without edible-oil signal,13,Fsda Busts Unit Making Adulterated Vegetable Oil | Varanasi News - Times of India,https://timesofindia.indiatimes.com/city/varanasi/fsda-busts-unit-making-adulterated-vegetable-oil/articleshow/91716833.cms,"...h said that on getting inputs regarding manufacturing of adulterated and duplicate food oil by a firm a joint team of his department and police was constituted. This team raided the firm of Puttan Sahu in Katuapura area, who ran his unit with...",1,2,human_relevant_articles_only,75,cad0c95e-f99c-43bf-95e4-731ad620386c,timesofindia.indiatimes.com,indiatimes.com,2022-05-22,relevant,238
